,screen_name,name,organization,position,gender,followers_count,following_count,tweet_count,user_created_at,verified,protected,original,quote,reply,retweet,tweets_in_dataset,mention_count,mentioning_count
14245722,georgecondon,"Condon, Jr., George",National Journal,White House Correspondent,M,1242,568,111,Fri Mar 28 18:15:06 +0000 2008,False,False,2.0,0.0,1.0,0.0,3.0,10,9
15766082,joshrogin,"Rogin, Josh",Washington Post,Columnist,M,181111,9542,35305,Thu Aug 07 17:17:22 +0000 2008,True,False,388.0,68.0,70.0,344.0,870.0,10,8
76715323,NinaTotenberg,"Totenberg, Nina",National Public Radio,Correspondent,F,79234,66,853,Wed Sep 23 18:24:04 +0000 2009,True,False,53.0,5.0,6.0,4.0,68.0,10,8
18915795,GeraldFSeib,"Seib, Gerald",Wall Street Journal,Bureau Chief & Writer,M,32313,243,6156,Mon Jan 12 21:14:51 +0000 2009,True,False,73.0,19.0,1.0,7.0,100.0,10,8
1928468941,TonyPerkinsFOX5,"Perkins, Anthony",WTTG–Fox Television,Anchor,M,17402,1434,26475,Wed Oct 02 22:38:38 +0000 2013,True,False,57.0,353.0,249.0,495.0,1154.0,10,8
15739494,johnmdonnelly,"Donnelly, John",CQ Roll Call,Defense Writer,M,5116,2686,17921,Tue Aug 05 18:13:31 +0000 2008,False,False,53.0,38.0,7.0,271.0,369.0,10,8
22508206,Timothy_Cama,"Cama, Timothy",The Hill,Energy & Environment Reporter,M,5016,797,11856,Mon Mar 02 17:28:32 +0000 2009,True,False,462.0,247.0,101.0,45.0,855.0,10,8
238259855,ChrisJansing,"Jansing, Christine",NBC News,Correspondent / Anchor,F,64999,1200,11202,Fri Jan 14 19:08:03 +0000 2011,True,False,269.0,3.0,0.0,5.0,277.0,10,7
305189255,RameshPonnuru,"Ponnuru, Ramesh",National Review,Senior Editor,M,48936,614,22138,Wed May 25 20:01:54 +0000 2011,True,False,120.0,67.0,124.0,450.0,761.0,10,7
52521572,MikeGrunwald,"Grunwald, Michael",Politico,Senior Writer,M,33786,511,18207,Tue Jun 30 21:08:41 +0000 2009,True,False,107.0,76.0,66.0,31.0,280.0,10,7
55369810,KateBennett_DC,"Bennett, Kate G.",CNN,White House Reporter,F,20609,992,19672,Thu Jul 09 21:34:30 +0000 2009,True,False,468.0,274.0,98.0,38.0,878.0,10,7
20957491,AlexPappas,"Pappas, Alex",Washington Examiner,Breaking News Editor,M,20226,5971,2804,Mon Feb 16 02:49:04 +0000 2009,True,False,226.0,26.0,12.0,148.0,412.0,10,7
24951142,NiallStanage,"Stanage, Niall G.",The Hill,White House Columnist,M,5445,3368,14259,Tue Mar 17 20:46:46 +0000 2009,True,False,268.0,76.0,145.0,82.0,571.0,10,7
24844300,MKhan47,"Khan, Mariam",ABC News,Reporter & Producer,F,5054,1666,11611,Tue Mar 17 05:17:34 +0000 2009,True,False,267.0,25.0,17.0,198.0,507.0,10,7
126401831,elwasson,"Wasson, Erik",Bloomberg News,Congress Reporter,M,4489,2411,12372,Thu Mar 25 19:17:44 +0000 2010,True,False,80.0,48.0,10.0,585.0,723.0,10,7
384335594,alex_mallin,"Mallin, Alexander",ABC News,White House Correspondent,M,4361,2748,9303,Mon Oct 03 14:12:59 +0000 2011,True,False,41.0,12.0,1.0,62.0,116.0,10,7
27438376,djusatoday,"Jackson, David",USA Today,White House Correspondent,M,2383,1093,2682,Sun Mar 29 15:04:02 +0000 2009,True,False,1.0,0.0,48.0,0.0,49.0,10,7
394689241,AlanLevin1,"Levin, Alan",Bloomberg News,Aviation Safety Reporter,M,762,172,637,Thu Oct 20 13:38:26 +0000 2011,False,False,28.0,5.0,0.0,11.0,44.0,10,7
30249306,MarthaRaddatz,"Raddatz, Martha",ABC News,Chief Global Affairs Correspondent,M,97978,947,1807,Fri Apr 10 16:20:20 +0000 2009,True,False,9.0,0.0,4.0,14.0,27.0,10,6
16261445,MorningBriefing,"Farley, Tim",Sirius XM Satellite Radio,Radio Host,M,16159,897,23914,Fri Sep 12 18:57:01 +0000 2008,False,False,139.0,7.0,93.0,16.0,255.0,10,6
26953478,hbottemiller,"Bottemiller Evich, Helena",Politico,Senior Food & Agriculture Reporter,F,14242,3455,15146,Fri Mar 27 04:55:33 +0000 2009,True,False,94.0,38.0,80.0,45.0,257.0,10,6
37063081,ArielWittenberg,"Wittenberg, Ariel",E&E News,Water Reporter,F,1568,1150,1807,Fri May 01 22:35:02 +0000 2009,False,False,43.0,2.0,17.0,27.0,89.0,10,6
28902856,toddzwillich,"Zwillich, Todd",WNYC,Correspondent and Host at WNYC,M,16661,1904,35080,Sun Apr 05 00:24:38 +0000 2009,True,False,272.0,127.0,75.0,134.0,608.0,10,5
18722097,AdamTuss,"Tuss, Adam",WRC–TV / NBC–4,Transportation Reporter & Anchor,M,13441,100,23092,Wed Jan 07 14:14:25 +0000 2009,True,False,132.0,65.0,55.0,213.0,465.0,10,5
241682176,Zachary_Cohen,"Cohen, Zachary C.",The Hotline,Governors Reporter,M,2843,3125,25529,Sat Jan 22 21:52:06 +0000 2011,True,False,124.0,62.0,87.0,230.0,503.0,10,5
17124559,josephlawler,"Lawler, Joseph",Washington Examiner,Economics Reporter,M,2780,943,17442,Mon Nov 03 02:53:53 +0000 2008,True,False,87.0,59.0,109.0,50.0,305.0,10,5
78623653,KDooleyYoung,"Young, Kerry",CQ Roll Call,Reporter,F,2336,1189,8196,Wed Sep 30 15:06:50 +0000 2009,False,False,67.0,111.0,18.0,302.0,498.0,10,5
338179204,RyanMcCrimmon,"McCrimmon, Ryan",CQ Roll Call,"Congress & Government Spending Reporter, CQ Now",M,1350,604,1842,Tue Jul 19 05:41:59 +0000 2011,True,False,58.0,16.0,22.0,26.0,122.0,10,5
66709517,Cory_Bennett,"Bennett, Cory L.",Politico,Cyber Editor,M,2225,813,1477,Tue Aug 18 15:31:36 +0000 2009,True,False,0.0,0.0,0.0,1.0,1.0,10,4
1107303859,RodKuckro,"Kuckro, Rod",E&E News,Electric Utility Reporter,M,1247,481,1089,Sun Jan 20 21:02:40 +0000 2013,False,False,14.0,24.0,1.0,45.0,84.0,10,4
70512637,RebeccaBeitsch,"Beitsch, Rebecca",Stateline.org,State Policy Reporter,F,531,222,2802,Mon Aug 31 21:58:30 +0000 2009,False,False,51.0,15.0,5.0,40.0,111.0,10,4
24692390,pamelalauren,"King, Pamela",E&E News,"Reporter, Energywire",F,1104,579,2832,Mon Mar 16 13:45:48 +0000 2009,False,False,58.0,2.0,0.0,34.0,94.0,10,2
2250948913,RobTricchinelli,"Tricchinelli, Robert",Bloomberg BNA,Financial Regulation Reporter,M,1075,1037,5461,Tue Dec 17 20:36:58 +0000 2013,True,False,116.0,47.0,39.0,97.0,299.0,10,2
93502694,SusanJCornwell,"Cornwell, Susan",Thomson Reuters,Congressional Correspondent,F,225,475,105,Sun Nov 29 23:09:54 +0000 2009,False,False,7.0,0.0,0.0,0.0,7.0,10,1
12272322,PoliticsReid,"Wilson, Reid H.",The Hill,National Correspondent,M,45413,972,32741,Tue Jan 15 14:24:03 +0000 2008,False,False,422.0,52.0,18.0,47.0,539.0,9,9
15570213,kevcirilli,"Cirilli, Kevin N.",Bloomberg TV,Chief Washington Correspondent,M,21992,2644,26227,Wed Jul 23 19:14:48 +0000 2008,True,False,382.0,114.0,13.0,672.0,1181.0,9,9
14049145,JNSmall,"Newton-Small, Jay",Time Magazine,Contributor,F,19548,1303,13508,Wed Feb 27 14:39:24 +0000 2008,True,False,188.0,40.0,0.0,86.0,314.0,9,8
55896443,lbarronlopez,"Barron-Lopez, Laura",Huffington Post,Congress Reporter,F,6739,2301,12572,Sat Jul 11 18:40:26 +0000 2009,True,False,66.0,42.0,56.0,103.0,267.0,9,8
875580120,MaraLiasson,"Liasson, Mara",National Public Radio,Correspondent,F,21734,785,462,Fri Oct 12 13:00:48 +0000 2012,True,False,6.0,33.0,1.0,134.0,174.0,9,7
242418441,singernews,"Singer, Paul",USA Today,Politics Editor & Washington Correspondent,M,13799,1374,17580,Mon Jan 24 18:56:39 +0000 2011,True,False,210.0,159.0,82.0,116.0,567.0,9,7
176417261,darcyspencer,"Spencer, Darcy",WRC–TV / NBC–4,Reporter,F,11253,5381,28069,Mon Aug 09 13:47:55 +0000 2010,False,False,367.0,8.0,13.0,447.0,835.0,9,7
24196684,ArthurDelaneyHP,"Delaney, Arthur",Huffington Post,Politics & Economy Reporter,M,9945,971,1472,Fri Mar 13 16:11:51 +0000 2009,True,False,58.0,69.0,84.0,91.0,302.0,9,7
570295074,JustinFishelABC,"Fishel, Justin",ABC News,Washington Digital Reporter,M,5821,620,933,Thu May 03 19:12:23 +0000 2012,True,False,14.0,4.0,0.0,27.0,45.0,9,7
167511780,lindsemcpherson,"McPherson, Lindsey",CQ Roll Call,House Leadership Reporter,F,2404,1608,5026,Fri Jul 16 19:45:21 +0000 2010,True,False,108.0,40.0,27.0,46.0,221.0,9,7
264924050,shomaristone,"Stone, Shomari",WRC–TV / NBC–4,Reporter,M,82103,65666,14807,Sat Mar 12 17:51:17 +0000 2011,True,False,485.0,19.0,2.0,14.0,520.0,9,6
15159913,JFKucinich,"Kucinich, Jacqueline",Daily Beast,Washington Bureau Chief,F,31210,2527,14109,Wed Jun 18 17:04:23 +0000 2008,True,False,35.0,60.0,32.0,150.0,277.0,9,6
177028305,KFaulders,"Faulders, Katherine",ABC News,White House Correspondent,F,24568,2530,10197,Wed Aug 11 02:08:54 +0000 2010,True,False,86.0,28.0,7.0,186.0,307.0,9,6
21696279,brianbeutler,"Beutler, Brian Alfred",New Republic,Senior Editor,M,74435,736,99050,Mon Feb 23 21:31:16 +0000 2009,True,False,531.0,684.0,651.0,2694.0,4560.0,9,5
906734342,KimberlyRobinsn,"Robinson, Kimberly S.",Bloomberg BNA,Supreme Court Reporter,F,7170,311,8773,Fri Oct 26 20:32:46 +0000 2012,True,False,193.0,5.0,344.0,98.0,640.0,9,5
16713948,jackgillum,"Gillum, Jack",Associated Press,Washington Investigative Reporter,M,5824,1025,9778,Mon Oct 13 00:21:16 +0000 2008,True,False,13.0,2.0,34.0,46.0,95.0,9,5
245412130,APAndrewTaylor,"Taylor, Andrew",Associated Press,Congress Reporter,M,4326,994,2844,Mon Jan 31 16:55:46 +0000 2011,False,False,25.0,17.0,78.0,6.0,126.0,9,5
47960267,AllMattNYT,"Rosenberg, Matthew",New York Times,National Security & Intelligence Reporter,M,30356,1156,4719,Wed Jun 17 13:31:47 +0000 2009,True,False,25.0,12.0,2.0,69.0,108.0,9,4
16898332,Philip_Elliott,"Elliott III, Philip Robert",Time Magazine,Washington Correspondent,M,27733,5185,23562,Wed Oct 22 01:54:16 +0000 2008,True,False,356.0,153.0,178.0,326.0,1013.0,9,4
233933608,eunyangnbc,"Yang, Eun",WRC–TV / NBC–4,Anchor,F,20888,747,11602,Tue Jan 04 13:13:06 +0000 2011,True,False,89.0,28.0,35.0,17.0,169.0,9,4
634647798,Frank_Konkel,"Konkel, Frank",Government Executive,"Senior Editor, Tech & Events",M,7019,4475,9619,Fri Jul 13 13:19:45 +0000 2012,True,False,50.0,11.0,7.0,22.0,90.0,9,4
27710985,David_Pittman,"Pittman, David",Politico,"eHealth Reporter, Politico Pro",M,5344,1063,9450,Mon Mar 30 19:39:12 +0000 2009,True,False,20.0,23.0,8.0,13.0,64.0,9,4
16431311,JohnHendel,"Hendel, John",Communications Daily,Congress Reporter,M,1286,373,10960,Wed Sep 24 06:05:15 +0000 2008,True,False,164.0,89.0,25.0,168.0,446.0,9,4
455824116,SweeneyABC,"Sweeney, Sam",WJLA–TV / Newschannel 8,Good Morning Washington Reporter,M,2085,447,989,Thu Jan 05 15:15:49 +0000 2012,True,False,52.0,6.0,12.0,14.0,84.0,9,3
35027698,ErinMcPike,"McPike, Erin",Independent Journal Review,White House Correspondent,F,27744,2193,10836,Fri Apr 24 20:21:13 +0000 2009,True,False,52.0,17.0,13.0,14.0,96.0,9,2
98228006,richardjwolf,"Wolf, Richard",USA Today,Court Reporter,M,3603,241,1927,Sun Dec 20 23:19:18 +0000 2009,False,False,62.0,14.0,0.0,2.0,78.0,9,2
21314067,DavidFerris,"Ferris, David",E&E News,Staff Writer,M,2631,1197,3353,Thu Feb 19 16:38:29 +0000 2009,False,False,48.0,27.0,2.0,9.0,86.0,9,2
325615084,SeanatGreenwire,"Reilly, Sean",E&E News,Air Quality Reporter,M,1523,1473,4473,Tue Jun 28 15:52:05 +0000 2011,False,False,68.0,8.0,5.0,172.0,253.0,9,2
231454384,skinnerliz,"Skinner, Liz",Crain Communications,"Reporter, InvestmentNews",F,6626,657,6408,Tue Dec 28 15:31:44 +0000 2010,True,False,121.0,2.0,4.0,112.0,239.0,9,1
36259543,AndreaArenas1,"Arenas, Andrea",Feature Story News,English & Spanish-Language Correspondent,F,465,1197,1248,Wed Apr 29 02:28:21 +0000 2009,False,False,10.0,9.0,1.0,49.0,69.0,9,1
21001599,BrianKarem,"Karem, Brian J.",Montgomery County Sentinel,Writer & Producer,M,77239,548,1151,Mon Feb 16 16:51:12 +0000 2009,False,False,155.0,16.0,67.0,25.0,263.0,8,8
50011708,margbrennan,"Brennan, Margaret",CBS News,White House & Foreign Affairs Correspondent,F,52179,3130,46758,Tue Jun 23 15:48:05 +0000 2009,True,False,171.0,139.0,7.0,1866.0,2183.0,8,7
22451908,fran_chambers,"Chambers, Francesca",Daily Mail,White House Correspondent,F,15352,2827,5886,Mon Mar 02 04:43:46 +0000 2009,True,False,163.0,19.0,32.0,52.0,266.0,8,7
19502995,GeoffRBennett,"Bennett, Geoffrey",Time Warner Cable,Congressional Reporter,M,8867,2206,4072,Sun Jan 25 20:21:13 +0000 2009,False,False,66.0,19.0,9.0,134.0,228.0,8,7
12859772,ha_nah_nah,"Hess, Hannah C.",E&E News,Climate Reporter,F,4868,1529,15893,Wed Jan 30 03:32:00 +0000 2008,True,False,94.0,20.0,8.0,116.0,238.0,8,7
885149478,JenGriffinFNC,"Griffin, Jennifer",Fox News,National Security Correspondent,F,70666,284,6770,Tue Oct 16 19:42:55 +0000 2012,True,False,90.0,17.0,0.0,280.0,387.0,8,6
212674482,PaulaReidCBS,"Reid, Paula",CBS News,Justice Correspondent,F,15096,2072,6664,Sat Nov 06 18:45:01 +0000 2010,True,False,123.0,55.0,14.0,84.0,276.0,8,6
17162499,glubold,"Lubold, Gordon",Wall Street Journal / Dow Jones,Pentagon Reporter,M,8059,841,2419,Tue Nov 04 17:46:49 +0000 2008,True,False,49.0,23.0,0.0,74.0,146.0,8,6
18991439,KateDavidson,"Davidson-Choma, Kate",Wall Street Journal / Dow Jones,Fed & U.S. Economy Reporter,F,6759,1146,9620,Wed Jan 14 19:38:38 +0000 2009,True,False,75.0,38.0,51.0,187.0,351.0,8,6
184143817,theodoricmeyer,"Meyer, Theodoric",Politico,Lobbying Reporter,M,2312,282,3648,Sat Aug 28 20:18:13 +0000 2010,True,False,17.0,0.0,22.0,17.0,56.0,8,6
217530311,jasonjdick,"Dick, Jason J.",CQ Roll Call,Deputy Editor,M,1836,126,3106,Fri Nov 19 19:50:00 +0000 2010,False,False,38.0,23.0,11.0,10.0,82.0,8,6
17813820,asfram,"Fram, Alan",Associated Press,Congressional Reporter,M,954,399,65,Tue Dec 02 18:11:52 +0000 2008,False,False,3.0,0.0,0.0,0.0,3.0,8,6
18172905,rickklein,"Klein, Richard",ABC News,Political Director,M,109170,4885,70877,Tue Dec 16 21:12:28 +0000 2008,True,False,539.0,107.0,154.0,407.0,1207.0,8,5
17910554,michaelscherer,"Scherer, Michael B.",Time Magazine,Washington Bureau Chief,M,32918,2226,23477,Fri Dec 05 22:54:46 +0000 2008,True,False,38.0,81.0,1.0,223.0,343.0,8,5
162563093,MLevineReports,"Levine, Michael",ABC News,"Reporter & Producer, Law Enforcement & Homeland Security",M,6204,882,2449,Sun Jul 04 01:50:29 +0000 2010,True,False,86.0,36.0,24.0,86.0,232.0,8,5
16223917,leslifoster,"Foster Mathewson, Lesli",WUSA–TV,News Anchor,F,6048,3311,9514,Wed Sep 10 17:15:06 +0000 2008,True,False,92.0,121.0,12.0,71.0,296.0,8,5
18794402,abuddy,"Roane Skehan, Andrea",WUSA–TV,Anchor / Reporter,F,5063,2237,5502,Fri Jan 09 06:22:00 +0000 2009,True,False,51.0,8.0,14.0,100.0,173.0,8,5
134870834,kackleyZ,"Ackley, Kate",CQ Roll Call,"Reporter, Influence and Money",F,2830,2482,8790,Mon Apr 19 17:51:06 +0000 2010,False,False,16.0,0.0,0.0,110.0,126.0,8,5
216549433,squinton_states,"Quinton, Sophie A.",Pew Charitable Trusts,"Reporter, Stateline",F,1276,1437,6360,Wed Nov 17 02:07:41 +0000 2010,False,False,116.0,4.0,3.0,88.0,211.0,8,5
17827531,eyokley,"Yokley, Eli G.",Morning Consult,Political Reporter,M,10910,3782,67104,Wed Dec 03 03:29:46 +0000 2008,True,False,323.0,318.0,55.0,811.0,1507.0,8,4
165998897,JonEasley,"Easley, Jonathan C.",The Hill,Campaigns Reporter,M,4118,2368,9830,Tue Jul 13 02:21:29 +0000 2010,True,False,40.0,4.0,7.0,41.0,92.0,8,4
135991437,cherylbolen,"Bolen, Cheryl",Bloomberg BNA,White House Reporter,F,1988,589,6591,Thu Apr 22 18:54:01 +0000 2010,True,False,274.0,7.0,39.0,169.0,489.0,8,4
361974796,ceboudreau,"Boudreau, Catherine",Politico,Food & Agricultural Policy Reporter,F,1769,1331,3314,Thu Aug 25 16:58:36 +0000 2011,True,False,32.0,17.0,4.0,66.0,119.0,8,4
632992714,KimberlyRailey,"Railey, Kimberly Grace",National Journal,Political Reporter,F,1733,1501,3442,Wed Jul 11 15:35:50 +0000 2012,True,False,118.0,3.0,0.0,59.0,180.0,8,4
3161681103,hsu_spencer,"Hsu, Spencer",Washington Post,Legal Reporter,M,1436,145,293,Mon Apr 13 01:00:11 +0000 2015,False,False,13.0,2.0,0.0,14.0,29.0,8,4
2561575580,JBergal,"Bergal, Jenni",Stateline.org,Reporter and Investigative Journalist,F,202,33,800,Wed Jun 11 15:40:27 +0000 2014,False,False,35.0,0.0,0.0,2.0,37.0,8,4
21774229,amycarlile,"Carlile, Amy V.",E&E News,"Editor, EnergyWire",F,2696,1513,5719,Tue Feb 24 17:32:59 +0000 2009,False,False,222.0,40.0,14.0,161.0,437.0,8,3
63347727,alvittorio,"Vittorio, Andrea L.",Bloomberg BNA,Corporate Government & Sustainability Reporter,F,916,2403,413,Thu Aug 06 02:55:32 +0000 2009,True,False,0.0,0.0,1.0,56.0,57.0,8,3
21443773,MelindaKCMO,"Henneberger, Melinda",Kansas City Star,Editorial Writer and Columnist,F,10767,999,11231,Fri Feb 20 22:56:59 +0000 2009,False,False,19.0,23.0,1.0,56.0,99.0,8,2
163313441,ravindranize,"Ravindranath, Mohana",Government Executive,"Fed Tech Reporter, Nextgov",F,2005,1341,1289,Tue Jul 06 02:54:18 +0000 2010,True,False,7.0,21.0,3.0,38.0,69.0,8,2
16798126,danielryntjes,"Ryntjes, Daniel",Feature Story News,Business News Editor & Correspondent,M,824,739,3146,Thu Oct 16 00:47:32 +0000 2008,False,False,44.0,19.0,18.0,65.0,146.0,8,2
339177761,lmarkoe,"Markoe, Lauren",Religion News Service,National Reporter,F,2186,1280,2697,Wed Jul 20 18:09:52 +0000 2011,False,False,73.0,0.0,1.0,9.0,83.0,8,1
30043495,JohnKingCNN,"King, John",CNN,Chief National Correspondent,M,272429,1694,6739,Thu Apr 09 19:03:26 +0000 2009,True,False,15.0,0.0,0.0,4.0,19.0,7,7
15201979,scottdetrow,"Detrow, Scott M.",National Public Radio,Congressional Reporter,M,33489,1531,31723,Mon Jun 23 00:02:46 +0000 2008,True,False,208.0,108.0,200.0,282.0,798.0,7,7
54891614,brucejohnson9,"Johnson, Bruce",WUSA–TV,Anchor & Reporter,M,24820,10847,17317,Wed Jul 08 13:17:34 +0000 2009,True,False,400.0,73.0,15.0,175.0,663.0,7,7
269911034,YAppelbaum,"Appelbaum, Yonatan A.",The Atlantic,Senior Editor,M,21655,500,15297,Mon Mar 21 17:35:37 +0000 2011,True,False,181.0,53.0,254.0,151.0,639.0,7,7
87584353,jasondhorowitz,"Horowitz, Jason",New York Times,Rome Bureau Chief,M,14958,588,10866,Thu Nov 05 01:19:42 +0000 2009,True,False,75.0,124.0,31.0,116.0,346.0,7,7
159655293,TalKopan,"Kopan, Tal",CNN,Political Reporter,F,10995,1239,21597,Sat Jun 26 00:20:40 +0000 2010,True,False,289.0,151.0,197.0,105.0,742.0,7,7
28332786,BenLeubsdorf,"Leubsdorf, Ben",Wall Street Journal / Dow Jones,Economy Reporter,M,9005,626,20358,Thu Apr 02 13:02:40 +0000 2009,True,False,121.0,9.0,101.0,94.0,325.0,7,7
14870670,KateNocera,"Nocera, Kate",BuzzFeed,DC Bureau Chief,F,27714,1807,29707,Thu May 22 17:06:36 +0000 2008,True,False,191.0,77.0,207.0,809.0,1284.0,7,6
146449017,IanPannell,"Pannell, Ian",BBC,International Correspondent,M,26262,632,1205,Fri May 21 13:22:26 +0000 2010,True,False,20.0,45.0,36.0,33.0,134.0,7,6
24926288,SteveScully,"Scully, Steven",C–SPAN,"Political Editor & Host, Washington Journal",M,11327,4198,5348,Tue Mar 17 18:24:41 +0000 2009,True,False,15.0,1.0,0.0,51.0,67.0,7,6
219481669,erika_news,"Gonzalez, Erika",WRC–TV / NBC–4,Anchor / Reporter,F,10532,977,16920,Thu Nov 25 00:13:13 +0000 2010,True,False,55.0,91.0,13.0,226.0,385.0,7,6
191589342,johngizzi,"Gizzi, John",NewsMax,Chief Political Columnist and White House Correspondent,M,7052,979,16254,Thu Sep 16 20:47:49 +0000 2010,False,False,342.0,0.0,159.0,103.0,604.0,7,6
179546580,EricaMartinson,"Martinson, Erica L.",Alaska Dispatch News,Washington Correspondent,F,7003,1078,8754,Tue Aug 17 15:20:03 +0000 2010,True,False,120.0,143.0,54.0,358.0,675.0,7,6
764476890,srl,"Levine, Sam",Huffington Post,Associate Politics Editor,M,6110,719,8297,Fri Aug 17 21:28:38 +0000 2012,True,False,386.0,117.0,55.0,105.0,663.0,7,6
943814922,arogDC,"Rogers, Alex",National Journal,Reporter,M,2775,2125,5161,Mon Nov 12 15:37:57 +0000 2012,True,False,46.0,40.0,7.0,142.0,235.0,7,6
29077741,GeorgeCahlink,"Cahlink, George",E&E News,Congressional Reporter,M,710,745,1456,Sun Apr 05 22:04:20 +0000 2009,False,False,59.0,0.0,0.0,137.0,196.0,7,6
2176318914,AaronELorenzo,"Lorenzo, Aaron E.",Politico,Tax Reporter,M,689,1090,490,Tue Nov 05 15:43:50 +0000 2013,False,False,4.0,11.0,22.0,9.0,46.0,7,6
1328120858,DoubleTGolle,"Golle, Vince",Bloomberg News,U.S. Economics Editor,M,479,436,664,Fri Apr 05 01:03:26 +0000 2013,False,False,13.0,1.0,0.0,5.0,19.0,7,6
15731368,HowardKurtz,"Kurtz, Howard",Fox News,"Host, Media Buzz",M,172634,219,19168,Tue Aug 05 02:49:06 +0000 2008,True,False,274.0,6.0,10.0,7.0,297.0,7,5
19608273,Milbank,"Milbank, Dana",Washington Post,Columnist,M,71589,663,3175,Tue Jan 27 18:55:18 +0000 2009,True,False,92.0,6.0,11.0,15.0,124.0,7,5
17881467,rebeccagberg,"Berg, Rebecca",RealClearPolitics,National Political Reporter,F,48798,1508,29831,Thu Dec 04 22:21:08 +0000 2008,True,False,99.0,118.0,78.0,356.0,651.0,7,5
16068266,TPCarney,"Carney, Timothy",Washington Examiner,Commentary Editor,M,40740,1096,61161,Sun Aug 31 17:01:56 +0000 2008,False,False,253.0,150.0,344.0,237.0,984.0,7,5
1025521,Shawna,"Thomas, Shawna",Vice News,DC Bureau Chief,F,21355,7929,33486,Mon Mar 12 16:57:58 +0000 2007,True,False,118.0,56.0,79.0,49.0,302.0,7,5
16459325,ryanbeckwith,"Beckwith, Ryan Teague",Time Magazine,Politics Editor,M,20947,6944,92203,Thu Sep 25 22:43:36 +0000 2008,True,False,1534.0,521.0,901.0,2231.0,5187.0,7,5
257661436,EamonJavers,"Javers, Eamon",CNBC,Washington Correspondent,M,20287,1400,17887,Fri Feb 25 22:32:10 +0000 2011,True,False,370.0,15.0,133.0,143.0,661.0,7,5
20280088,MacFarlaneNews,"MacFarlane, Scott",WRC–TV / NBC–4,Investigative Reporter,M,7347,897,25253,Fri Feb 06 22:54:40 +0000 2009,True,False,226.0,90.0,36.0,163.0,515.0,7,5
119107959,Arianedevogue,"de Vogue, Ariane",CNN,Supreme Court Reporter,F,7010,368,4039,Tue Mar 02 18:02:09 +0000 2010,True,False,86.0,6.0,5.0,103.0,200.0,7,5
108985543,alexanderbolton,"Bolton, Alexander Bruce",The Hill,Staff Writer,M,5721,905,2093,Wed Jan 27 16:24:07 +0000 2010,True,False,69.0,5.0,1.0,3.0,78.0,7,5
243725308,aaltman82,"Altman, Alex S.",Time Magazine,Deputy Washington Bureau Chief,M,4043,619,5137,Thu Jan 27 17:40:29 +0000 2011,True,False,52.0,34.0,6.0,93.0,185.0,7,5
235216696,nbcaaron,"Gilchrist, Aaron",WRC–TV / NBC–4,Anchor,M,15041,606,14852,Fri Jan 07 17:00:38 +0000 2011,True,False,108.0,6.0,15.0,187.0,316.0,7,4
250912539,cimarcos,"Marcos, Cristina",The Hill,House Reporter,F,7099,1736,11647,Sat Feb 12 02:08:04 +0000 2011,True,False,239.0,35.0,23.0,185.0,482.0,7,4
20114089,DelWilber,"Wilber, Del Quentin",Los Angeles Times,Justice Department Reporter,M,6804,2050,24148,Thu Feb 05 02:03:53 +0000 2009,True,False,104.0,201.0,200.0,1116.0,1621.0,7,4
24484939,hookjan,"Hook, Janet",Wall Street Journal / Dow Jones,National Politics Reporter,F,5458,831,3335,Sun Mar 15 04:13:26 +0000 2009,True,False,84.0,8.0,2.0,89.0,183.0,7,4
280299519,Joseph_Marks_,"Marks, Joseph H.",Government Executive,"Cybersecurity Reporter, Nextgov",M,2916,1065,9306,Mon Apr 11 02:07:22 +0000 2011,True,False,133.0,36.0,54.0,90.0,313.0,7,4
1499145156,tcberenson,"Berenson, Tessa C.",Time Magazine,Reporter,F,2327,1865,3726,Mon Jun 10 19:37:15 +0000 2013,True,False,85.0,17.0,15.0,55.0,172.0,7,4
171565750,rachel_roubein,"Roubein, Rachel",The Hill,"Senior Healthcare Reporter, The Hill Extra",F,986,777,1768,Tue Jul 27 17:05:14 +0000 2010,False,False,124.0,15.0,42.0,44.0,225.0,7,4
19975672,espovich,"Povich, Elaine",Stateline.org,Journalist,F,592,1098,2751,Tue Feb 03 15:01:51 +0000 2009,False,False,48.0,0.0,8.0,12.0,68.0,7,4
20474813,DomenicoNPR,"Montanaro, Domenico",National Public Radio,Lead Editor,M,64450,2361,33271,Mon Feb 09 22:44:33 +0000 2009,True,False,339.0,133.0,180.0,53.0,705.0,7,3
26559241,fordm,"Ford, Matt S.",The Atlantic,Associate Editor,M,27571,3789,92283,Wed Mar 25 18:39:00 +0000 2009,True,False,268.0,120.0,562.0,318.0,1268.0,7,3
608419783,MaureenUmehFox5,"Umeh, Maureen",WTTG–Fox Television,News Anchor / Reporter / Host,F,8068,570,2770,Thu Jun 14 19:25:31 +0000 2012,True,False,8.0,74.0,2.0,17.0,101.0,7,3
602199246,relucasz,"Lucas, Ryan",CQ Roll Call,Intelligence & National Security Reporter,M,2227,448,2649,Thu Jun 07 19:04:24 +0000 2012,True,False,72.0,6.0,18.0,23.0,119.0,7,3
132517191,trowynt,"O’Brien, Jane",BBC,Washington Correspondent,F,1501,1362,2985,Tue Apr 13 13:17:56 +0000 2010,False,False,19.0,5.0,9.0,74.0,107.0,7,3
