,screen_name,name,organization,position,gender,followers_count,following_count,tweet_count,user_created_at,verified,protected,original,quote,reply,retweet,tweets_in_dataset,mention_count,mentioning_count
16170253,ryangrim,"Grim, Ryan",Huffington Post,Washington Bureau Chief,M,32051,3309,15050,Sun Sep 07 15:34:51 +0000 2008,True,False,103.0,44.0,134.0,189.0,470.0,21,17
316375309,abwrig,"Wright, Austin B.",Politico,Congressional Reporter,M,7564,1561,1624,Mon Jun 13 10:50:00 +0000 2011,True,False,36.0,0.0,0.0,39.0,75.0,21,15
20813112,dlippman,"Lippman, Daniel",Politico,Reporter,M,12201,11859,2452,Fri Feb 13 22:25:42 +0000 2009,True,False,142.0,0.0,1.0,79.0,222.0,21,13
48388417,nathanlgonzales,"Gonzales, Nathan",InsidePolitics,Editor & Publisher,M,8220,420,10420,Thu Jun 18 15:44:34 +0000 2009,False,False,34.0,100.0,21.0,161.0,316.0,21,13
374042586,ChrisOpfer,"Opfer, Christopher R.",Bloomberg BNA,Reporter,M,1161,1137,2842,Thu Sep 15 16:17:05 +0000 2011,True,False,62.0,42.0,3.0,129.0,236.0,21,5
21252618,JakeSherman,"Sherman, Jacob S.",Politico,Senior Writer,M,81762,2855,40229,Wed Feb 18 23:01:53 +0000 2009,True,False,418.0,464.0,477.0,300.0,1659.0,20,17
32521584,steveholland1,"Holland, Steve",Thomson Reuters,White House & Politics Reporter,M,13976,685,8578,Fri Apr 17 18:55:39 +0000 2009,True,False,105.0,13.0,3.0,28.0,149.0,20,16
15837659,jbendery,"Bendery, Jennifer",Huffington Post,Politics Reporter,M,41000,346,65406,Wed Aug 13 15:05:39 +0000 2008,True,False,649.0,381.0,844.0,726.0,2600.0,20,13
807975026,svdate,"Date, Shirish",Huffington Post,White House Correspondent,M,5828,819,13482,Fri Sep 07 01:50:06 +0000 2012,True,False,165.0,146.0,473.0,371.0,1155.0,20,12
16072058,mikememoli,"Memoli, Michael",Los Angeles Times,Reporter,M,31988,1889,46818,Sun Aug 31 22:50:48 +0000 2008,True,False,309.0,122.0,78.0,369.0,878.0,20,10
420832039,StephenLosey,"Losey, Stephen",Sightline Media Group,"Senior Writer, Air Force Times",M,2366,757,8241,Fri Nov 25 04:47:36 +0000 2011,True,False,75.0,72.0,180.0,117.0,444.0,20,6
522282462,JeffreyToobin,"Toobin, Jeffrey",New Yorker,Staff Writer,M,130395,423,4146,Mon Mar 12 14:11:28 +0000 2012,True,False,44.0,35.0,6.0,2.0,87.0,19,15
27058591,AndrewBeatty,"Beatty, Andrew",Agence France-Presse,White House Correspondent,M,27395,2248,22169,Fri Mar 27 18:02:33 +0000 2009,True,False,220.0,193.0,254.0,239.0,906.0,19,14
373551099,KevinBogardus,"Bogardus, Kevin J.",E&E News,Agencies Reporter,M,2709,2297,12178,Wed Sep 14 19:46:11 +0000 2011,False,False,60.0,32.0,67.0,554.0,713.0,19,13
177822689,umairfan,"Irfan, Umair",E&E News,Tech Reporter,M,528,750,2584,Fri Aug 13 04:12:37 +0000 2010,False,False,123.0,44.0,75.0,100.0,342.0,19,9
126334018,rking_19,"King, Robert",Washington Examiner,Healthcare Reporter,M,741,392,6193,Thu Mar 25 14:37:18 +0000 2010,False,False,173.0,218.0,120.0,278.0,789.0,19,6
52612881,David_Culver,"Culver, David",WRC–TV / NBC–4,Reporter / Anchor,M,4875,518,5338,Wed Jul 01 03:00:30 +0000 2009,True,False,93.0,26.0,36.0,43.0,198.0,19,5
231819250,williamgdouglas,"Douglas, William",McClatchy Newspapers,Congress Reporter,M,1219,237,998,Wed Dec 29 15:15:29 +0000 2010,True,False,24.0,0.0,3.0,0.0,27.0,19,4
242907470,gregpmiller,"Miller, Gregory",Washington Post,National Security Correspondent,M,47095,874,6367,Tue Jan 25 21:40:14 +0000 2011,True,False,45.0,37.0,1.0,311.0,394.0,18,14
115718513,damianpaletta,"Paletta, Damian",Wall Street Journal / Dow Jones,White House Economic Policy Reporter,M,12291,1078,6901,Fri Feb 19 17:32:49 +0000 2010,True,False,77.0,47.0,2.0,152.0,278.0,18,12
54322823,ericbradner,"Bradner, Eric",CNN,Political Reporter,M,16293,3430,12574,Mon Jul 06 20:30:23 +0000 2009,True,False,99.0,154.0,120.0,573.0,946.0,18,11
376581753,DylanBrown26,"Brown, Dylan",E&E News,Mining Reporter,M,691,1415,2259,Tue Sep 20 04:10:12 +0000 2011,False,False,60.0,0.0,12.0,54.0,126.0,18,7
1407796441,RichMiller28,"Miller, Richard",Bloomberg News,Reporter,M,506,360,214,Mon May 06 13:44:41 +0000 2013,False,False,7.0,0.0,0.0,0.0,7.0,18,4
47632905,Jordanfabian,"Fabian, Jordan H.",The Hill,White House Correspondent,M,15313,1816,41341,Tue Jun 16 14:13:13 +0000 2009,True,False,315.0,128.0,50.0,266.0,759.0,17,12
485018010,PeterWSJ,"Nicholas, Peter",Wall Street Journal / Dow Jones,Staff Writer,M,6469,224,6179,Mon Feb 06 18:57:08 +0000 2012,False,False,114.0,1.0,8.0,55.0,178.0,17,9
24703826,stevenportnoy,"Portnoy, Steve",CBS News,"White House Correspondent, CBS Radio",M,11215,1661,15685,Mon Mar 16 15:04:36 +0000 2009,True,False,401.0,74.0,49.0,51.0,575.0,17,8
14480378,arappeport,"Rappeport, Alan",New York Times,Economic Policy Reporter,M,9567,1721,9003,Tue Apr 22 21:00:39 +0000 2008,True,False,257.0,63.0,14.0,248.0,582.0,17,7
347466521,evanlehmann,"Lehmann, Evan W.",E&E News,"White House Reporter and Deputy Editor, Climatewire",M,4108,4311,1576,Tue Aug 02 21:00:55 +0000 2011,False,False,49.0,49.0,3.0,75.0,176.0,17,6
15780280,sam_baker,"Baker, Samuel U.",National Journal,Supreme Court & Healthcare Reporter,M,8124,2246,16461,Fri Aug 08 17:15:29 +0000 2008,True,False,278.0,148.0,195.0,239.0,860.0,17,4
330565637,chrisjcondon,"Condon, Christopher",Bloomberg News,Federal Reserve & Economy Reporter,M,1685,713,3470,Wed Jul 06 20:23:19 +0000 2011,False,False,98.0,0.0,3.0,8.0,109.0,17,4
407396556,JDiamond1,"Diamond, Jeremy",CNN,White House Reporter,M,41946,1685,11185,Tue Nov 08 01:14:06 +0000 2011,True,False,197.0,70.0,29.0,229.0,525.0,16,14
4119741,jdickerson,"Dickerson, John",CBS News,"Moderator, Face the Nation",M,2176578,1719,20621,Wed Apr 11 03:51:01 +0000 2007,True,False,228.0,64.0,38.0,115.0,445.0,16,14
87063281,michaelcrowley,"Crowley, Michael",Politico,Senior Foreign Affairs Correspondent,M,37999,1260,11518,Mon Nov 02 23:56:19 +0000 2009,True,False,72.0,39.0,21.0,65.0,197.0,16,14
22129280,jimsciutto,"Sciutto, James",CNN,Chief National Security Correspondent,M,172012,503,19850,Fri Feb 27 11:07:05 +0000 2009,True,False,311.0,308.0,124.0,249.0,992.0,16,11
80928773,JessBravin,"Bravin, Jess",Wall Street Journal / Dow Jones,Supreme Court Reporter,M,15786,2353,5741,Thu Oct 08 19:56:42 +0000 2009,True,False,63.0,108.0,40.0,82.0,293.0,16,11
15463486,KThomasDC,"Thomas, Ken",Associated Press,White House Reporter,M,21075,1997,26980,Thu Jul 17 03:16:45 +0000 2008,True,False,320.0,15.0,2.0,170.0,507.0,16,9
3817401,ericgeller,"Geller, Eric",Politico,Cybersecurity Reporter,M,58173,768,208763,Sun Apr 08 20:27:11 +0000 2007,True,False,871.0,1528.0,9033.0,0.0,11432.0,16,9
49700792,ByBrianBennett,"Bennett, Brian",Los Angeles Times,White House Reporter,M,6034,4729,4827,Mon Jun 22 17:38:38 +0000 2009,True,False,168.0,22.0,6.0,34.0,230.0,16,7
240737740,MarcusReports,"Weisgerber, Marcus A.",Defense One,Global Business Editor,M,15142,1148,7763,Thu Jan 20 16:39:00 +0000 2011,True,False,80.0,16.0,45.0,68.0,209.0,16,6
136550204,scottwongDC,"Wong, Scott B.",The Hill,Senior Staff Writer,M,19554,2769,22882,Sat Apr 24 07:31:45 +0000 2010,True,False,487.0,223.0,86.0,1422.0,2218.0,15,13
