TenaciousTopper,239
hbwx,235
burgessev,212
jaketapper,127
WaPoSean,117
pkcapitol,116
peterbakernyt,107
daveweigel,106
StevenTDennis,105
jonkarl,104
reporterjoe,98
mkraju,95
edatpost,84
HardballChris,80
jameshohmann,78
BresPolitico,78
GlennThrush,78
jmartNYT,75
chrisgeidner,73
kenvogel,67
BretBaier,66
Acosta,61
pauldemko,60
danbalz,57
mikedebonis,56
wolfblitzer,56
brithume,53
jeremyherb,51
MEPFuller,51
shearm,50
jeffzeleny,49
Phil_Mattingly,48
AaronMehta,47
MarkLandler,46
Fahrenthold,43
TheBrodyFile,43
nielslesniewski,43
adamgoldmanNYT,42
justinsink,40
chucktodd,40
kyledcheney,39
evanperez,39
nytmike,39
GregStohr,38
Kevinliptakcnn,35
ToluseO,34
LeoShane,34
PeterAlexander,34
JamesRosenTV,34
danmericaCNN,32
DavidNakamura,32
samstein,32
sahilkapur,31
ryanobles,31
dylanlscott,31
JimmyHKoo,31
FrancoOrdonez,30
ChrisStirewalt,30
AndrewRestuccia,30
jackshafer,30
joshgerstein,29
johnrobertsFox,29
GrahamDavidA,29
BennettJohnT,29
mviser,28
SangerNYT,28
BlakeSobczak,28
JeffYoung,28
BillHemmer,27
RichardRubinDC,27
NoamLevey,26
awzurcher,25
KyleTrygstad,25
dsamuelsohn,25
igorbobic,25
GarrettHaake,25
connorobrienNH,25
John_Hudson,25
frankthorp,24
PoliticoKevin,24
PeteBehrEENews,24
jonathanvswan,24
ChadPergram,24
HouseInSession,24
tomlobianco,24
geofkoss,24
Noahbierman,23
OKnox,23
ZekeJMiller,23
benjaminpenn,23
MajorCBS,23
politicoalex,23
adamliptak,22
mVespa1,22
DevlinBarrett,22
gordonnyt,22
nathanlgonzales,21
ChrisOpfer,21
dlippman,21
ryangrim,21
abwrig,21
JakeSherman,20
steveholland1,20
mikememoli,20
jbendery,20
StephenLosey,20
svdate,20
KevinBogardus,19
williamgdouglas,19
JeffreyToobin,19
umairfan,19
David_Culver,19
AndrewBeatty,19
rking_19,19
ericbradner,18
RichMiller28,18
gregpmiller,18
DylanBrown26,18
damianpaletta,18
PeterWSJ,17
Jordanfabian,17
sam_baker,17
arappeport,17
evanlehmann,17
stevenportnoy,17
chrisjcondon,17
JDiamond1,16
ericgeller,16
jdickerson,16
jimsciutto,16
KThomasDC,16
MarcusReports,16
michaelcrowley,16
JessBravin,16
ByBrianBennett,16
joshboak,15
KenDilanianNBC,15
edhenry,15
benyc,15
tvandenbrook,15
scotusreporter,15
russellberman,15
DavidMDrucker,15
scottwongDC,15
ByronTau,15
EricSchmittNYT,14
gregorykorte,14
BenjySarlin,14
RonBrownstein,14
SchreckReports,14
EricLiptonNYT,14
EvanMcS,14
IsaacDovere,14
TonyPughDC,14
joshledermanAP,14
benhulac,14
dnvolz,14
PeterSullivan4,14
EricMGarcia,14
AriNatter,14
AlHuntDC,14
EliLake,13
davidhawkings,13
StevenOverly,13
HorsleyScott,13
martinmatishak,13
CavasShips,13
JamesArkin,13
DavidGSavage,13
dcbigjohn,13
philewing,12
JTanfani,12
PoliticoScott,12
aseitzwald,12
ryanjreilly,12
ToddRuger,12
TheRealJFOD,12
vermontgmg,12
brkend,11
NolanDMcCaskill,11
VaughnHillyard,11
dandeluce,11
michaelkruse,11
DaveBoyer,11
JohnJHarwood,11
gdebenedetti,11
bkamisar,11
DavidChalian,11
cflav,11
HotlineJosh,11
Eugene_Robinson,11
philipaklein,11
pdoocy,11
samsteinhp,11
RameshPonnuru,10
johnmdonnelly,10
toddzwillich,10
RodKuckro,10
mmcauliff,10
joshrogin,10
MarthaRaddatz,10
Cory_Bennett,10
TonyPerkinsFOX5,10
AlexPappas,10
MorningBriefing,10
RyanMcCrimmon,10
GeraldFSeib,10
djusatoday,10
josephlawler,10
MikeGrunwald,10
georgecondon,10
elwasson,10
Zachary_Cohen,10
NiallStanage,10
Timothy_Cama,10
MPhillipsWSJ,10
alex_mallin,10
RobTricchinelli,10
AlanLevin1,10
AdamTuss,10
shomaristone,9
David_Pittman,9
kevcirilli,9
jackgillum,9
APAndrewTaylor,9
Frank_Konkel,9
SeanatGreenwire,9
DavidFerris,9
JustinFishelABC,9
singernews,9
ArthurDelaneyHP,9
Philip_Elliott,9
brianbeutler,9
SweeneyABC,9
AllMattNYT,9
PoliticsReid,9
JohnHendel,9
richardjwolf,9
MLevineReports,8
hsu_spencer,8
eyokley,8
JonEasley,8
asfram,8
BrianKarem,8
GeoffRBennett,8
jasonjdick,8
theodoricmeyer,8
danielryntjes,8
michaelscherer,8
glubold,8
rickklein,8
YAppelbaum,7
nbcaaron,7
alexanderbolton,7
JamesLSwann,7
GeorgeCahlink,7
brucejohnson9,7
jasondhorowitz,7
BenLeubsdorf,7
arogDC,7
MacFarlaneNews,7
ryanbeckwith,7
johngizzi,7
DomenicoNPR,7
JohnKingCNN,7
TPCarney,7
fordm,7
scottdetrow,7
Milbank,7
SteveScully,7
Joseph_Marks_,7
DoubleTGolle,7
HowardKurtz,7
AaronELorenzo,7
aaltman82,7
srl,7
relucasz,7
EamonJavers,7
DelWilber,7
Tschoenberg22,6
DanielBush,6
robertburnsAP,6
HerbNJDC,6
EricM_Katz,6
etuckerAP,6
IanPannell,6
NoahGrayCNN,6
LelandVittert,6
dalykyle,6
Mr_Berman,6
harry_horton,6
RealLeonHarris,6
ByronYork,6
sppeoples,6
SimonMarksFSN,6
mikehydeck,6
mattzap,6
stevechenevey,6
byaaroncdavis,6
POLITICO_Steve,6
DC_mcaleese,6
jparkABC,6
asiddons,6
ABC7John,6
philgalewitz,6
PierreTABC,6
tomsherwood,6
StCollinson,6
jdelreal,6
benjamin_oc,6
Redistrict,5
calabresim,5
tedhesson,5
FitzFox5DC,5
NPRrelving,5
GregClugstonDC,5
rschles,5
kevincorke,5
DefTechPat,5
PrestonCNN,5
Stephen_Sawchuk,5
teddyschleifer,5
TheDCVince,5
holland015,5
dwallbank,5
stevennelson10,5
HowardMortman,5
PaulNBlake,5
GregGordon2,5
LeeCamp,5
Tonymauro,5
timstarks,5
MichaelRileyDC,5
NateWeixel,5
MarkSchoeff,5
mattacklandfox5,5
briandabbs,5
PaulWisemanAP,5
DavidLauter,5
peteschroeder,5
KenDoyle16,5
GoldsteinDavidJ,5
CraigMWhitlock,5
markknoller,5
AkbarSAhmed,5
MikeSoraghan,5
mullenphoto,5
joshkurtznews,5
Ben_Geman,5
