Node-Id,Node-Title,attribute-Is-Verified-1-Twitter JSON all,attribute-Tweets-Sent-Count-1-Twitter JSON all,inDegreeCentrality-1-Twitter JSON all,inDegreeCentrality-1-Twitter JSON all-unscaled,kcore-1-Twitter JSON all,kcore-1-Twitter JSON all-unscaled,totalDegreeCentrality-1-Twitter JSON all,totalDegreeCentrality-1-Twitter JSON all-unscaled,twitter-actualInfluencer-1-Twitter JSON all,twitter-actualInfluencer-1-Twitter JSON all-unscaled,twitter-averageMentionsPerTweet-1-Twitter JSON all,twitter-averageMentionsPerTweet-1-Twitter JSON all-unscaled,twitter-mostMentioned-1-Twitter JSON all,twitter-mostMentioned-1-Twitter JSON all-unscaled,twitter-numberOfFollowers-1-Twitter JSON all,twitter-numberOfFollowers-1-Twitter JSON all-unscaled,twitter-potentialConnectors-1-Twitter JSON all,twitter-potentialConnectors-1-Twitter JSON all-unscaled,twitter-potentialReach-1-Twitter JSON all,twitter-potentialReach-1-Twitter JSON all-unscaled,twitter-reciprocalMentionsCliqueCount-1-Twitter JSON all,twitter-reciprocalMentionsCliqueCount-1-Twitter JSON all-unscaled,twitter-totalMentionsDegree-1-Twitter JSON all,twitter-totalMentionsDegree-1-Twitter JSON all-unscaled,twitter-totalMentionsKcore-1-Twitter JSON all,twitter-totalMentionsKcore-1-Twitter JSON all-unscaled,twitter-totalMentionsPageRank-1-Twitter JSON all,twitter-totalReciprocalMentionsUnweighted-1-Twitter JSON all,twitter-totalReciprocalMentionsUnweighted-1-Twitter JSON all-unscaled,twitter-trustedSource-1-Twitter JSON all,twitter-trustedSource-1-Twitter JSON all-unscaled,twitter-wantsToBeInfluencer-1-Twitter JSON all,twitter-wantsToBeInfluencer-1-Twitter JSON all-unscaled,weakComponentMembers-5-Twitter JSON all,weakComponentMembers-3-Twitter JSON all,weakComponentMembers-4-Twitter JSON all,weakComponentMembers-2-Twitter JSON all,
327862439,jonathanvswan,0,4077,2.085e-04,1160,0.011,27,2.744e-04,619,0.106,183765632,0.095,0.285,0.127,302,0.033,72217,4.205e-04,1406662528,1.940e-04,648851648,0.173,1165,2.266e-04,3800,0.017,41,0.003,0.047,111,0.102,242,0.067,159,1,1,1,1,
18678924,jmartNYT,0,7374,3.445e-04,1917,0.011,27,7.495e-04,1691,0.186,321197760,0.087,0.260,0.186,443,0.095,210480,6.630e-04,2217872640.000,2.036e-04,681013888,1,6727,4.549e-04,7628,0.017,41,0.008,0.087,207,0.158,375,0.109,259,1,1,1,1,
123327472,peterbakernyt,1,1683,9.992e-05,556,0.011,26,1.600e-04,361,0.171,296458208,0.110,0.330,0.182,432,0.051,112657,2.890e-04,966825216,2.160e-04,722557824,0.061,413,2.243e-04,3761,0.017,41,0.007,0.039,94,0.141,336,0.020,48,1,1,1,1,
340997626,DavidNather,0,1028,7.314e-05,407,0.009,21,1.339e-04,302,0.010,16782418,0.132,0.396,0.030,71,0.004,9314,1.351e-04,451802688,1.242e-04,415495648,0.006,38,5.976e-05,1002,0.015,36,7.238e-04,0.013,30,0.022,53,0.021,51,1,1,1,1,
381664207,caitlinnowens,0,1209,1.130e-04,629,0.010,24,1.893e-04,427,0.011,19781264,0.173,0.520,0.036,86,0.003,6695,1.364e-04,456403712,1.250e-04,418095872,0.015,98,1.001e-04,1678,0.017,40,0.001,0.016,39,0.021,50,0.034,81,1,1,1,1,
21252618,JakeSherman,0,4362,2.205e-04,1227,0.011,27,4.685e-04,1057,0.152,263274416,0.094,0.281,0.189,449,0.042,93532,4.036e-04,1350039168,1.916e-04,640976640,0.507,3409,3.575e-04,5995,0.017,41,0.007,0.062,147,0.161,384,0.050,120,1,1,1,1,
15931637,jonkarl,0,748,4.978e-05,277,0.011,25,9.529e-05,215,0.061,106177864,0.123,0.370,0.101,240,0.086,190793,2.492e-04,833627520,1.586e-04,530622016,0.012,79,1.050e-04,1761,0.017,41,0.003,0.020,47,0.072,172,0.019,46,1,1,1,1,
217550862,BresPolitico,0,4938,4.651e-04,2588,0.011,27,6.763e-04,1526,0.066,113432896,0.175,0.524,0.139,331,0.020,44745,3.976e-04,1329937408,1.474e-04,492975296,0.724,4870,4.327e-04,7256,0.017,41,0.006,0.074,175,0.113,270,0.113,270,1,1,1,1,
407013776,burgessev,0,2870,1.982e-04,1103,0.011,27,5.062e-04,1142,0.130,224880864,0.128,0.384,0.157,374,0.016,36158,2.606e-04,871862528,2.025e-04,677282048,0.275,1852,4.141e-04,6943,0.017,41,0.010,0.051,122,0.135,321,0.031,74,1,1,1,1,
83462293,SarahMMimms,0,3653,1.547e-04,861,0.011,26,2.225e-04,502,0.016,27612632,0.079,0.236,0.040,96,0.003,6932,1.254e-04,419573472,1.136e-04,380060576,0.045,300,1.178e-04,1976,0.017,41,0.001,0.024,58,0.029,68,0.054,129,1,1,1,1,
108985543,alexanderbolton,0,115,0,5,8.403e-04,2,0,2,8.384e-04,1450486,0.014,0.043,0.016,39,0.003,5876,2.744e-06,9177970,4.719e-05,157869328,0,0,6.441e-06,108,0.011,26,2.413e-04,8.403e-04,2,0.007,17,8.403e-04,2,2,1,1,1,
14999172,HMNorthey,0,1512,1.281e-04,713,0.005,13,1.760e-04,397,0.002,4228309,0.157,0.472,0.028,67,0.002,5124,5.414e-05,181118720,5.101e-05,170638240,0.017,113,1.180e-04,1978,0.008,20,9.540e-04,0.020,48,0.021,50,0.055,130,1,1,1,1,
136550204,scottwongDC,0,4562,2.574e-04,1432,0.011,27,2.806e-04,633,0.023,39528248,0.105,0.314,0.090,215,0.009,20393,2.259e-04,755624704,1.124e-04,375916768,0.148,996,2.289e-04,3838,0.017,41,0.002,0.049,116,0.080,191,0.103,245,1,1,1,1,
16459325,ryanbeckwith,0,10360,3.269e-04,1819,0.011,27,2.154e-04,486,0.011,19645672,0.059,0.176,0.095,226,0.011,23324,2.549e-04,852763968,8.046e-05,269160384,0.206,1386,2.347e-04,3936,0.017,41,0.001,0.061,144,0.070,166,0.158,376,1,1,1,1,
22508206,Timothy_Cama,0,1932,2.875e-05,160,0.007,17,6.072e-05,137,0.006,10476104,0.028,0.083,0.044,105,0.003,5624,1.804e-05,60361464,1.116e-04,373465888,0.010,65,5.111e-05,857,0.013,30,9.142e-04,0.021,51,0.033,79,0.013,30,1,1,1,1,
118245138,woodruffbets,0,1757,7.189e-05,400,0.011,26,1.090e-04,246,0.050,86457168,0.076,0.228,0.093,221,0.032,72063,2.800e-04,936522112,1.562e-04,522527488,0.037,249,1.039e-04,1743,0.017,41,0.002,0.027,65,0.072,171,0.030,71,1,1,1,1,
705706292,rebeccaballhaus,0,1482,5.679e-05,316,0.011,25,1.494e-04,337,0.037,63291848,0.071,0.213,0.092,218,0.013,27918,9.361e-05,313135424,1.499e-04,501371392,0.018,120,1.184e-04,1986,0.017,41,0.002,0.021,50,0.085,203,0.035,83,1,1,1,1,
19107878,GlennThrush,0,1692,5.068e-05,282,0.011,26,9.662e-05,218,0.164,283185216,0.056,0.167,0.244,581,0.157,348432,4.230e-04,1414820608,1.930e-04,645477952,0.025,170,3.189e-04,5348,0.017,41,0.008,0.024,58,0.201,479,0.013,32,1,1,1,1,
46557945,StevenTDennis,0,6111,2.424e-04,1349,0.011,27,4.636e-04,1046,0.102,176200704,0.074,0.221,0.168,401,0.027,60711,3.218e-04,1076350080,1.775e-04,593791488,0.286,1927,3.944e-04,6614,0.017,41,0.005,0.067,160,0.144,342,0.088,209,1,1,1,1,
225265639,ddale8,0,6351,1.351e-04,752,0.011,27,2.096e-04,473,0.111,192218048,0.039,0.118,0.160,381,0.107,237160,5.226e-04,1748312320,1.831e-04,612480064,0.240,1613,2.717e-04,4556,0.017,41,0.003,0.042,99,0.151,359,0.073,173,1,1,1,1,
112526560,kenvogel,0,1678,4.960e-05,276,0.011,26,1.068e-04,241,0.088,153059760,0.055,0.164,0.162,386,0.030,66825,1.528e-04,511260224,1.624e-04,543380928,0.069,465,1.704e-04,2858,0.017,41,0.004,0.033,79,0.130,310,0.022,53,1,1,1,1,
59676104,danbalz,0,194,1.779e-05,99,0.008,18,3.235e-05,73,0.022,38549944,0.170,0.510,0.047,112,0.043,94733,1.761e-04,589081728,1.330e-04,445044864,0.005,34,2.725e-05,457,0.017,41,9.315e-04,0.011,26,0.018,42,0.008,18,3,1,1,1,
68611923,VaughnHillyard,0,1615,8.824e-05,491,0.011,26,1.294e-04,292,0.027,47266528,0.101,0.304,0.066,157,0.007,15927,1.445e-04,483335136,1.286e-04,430264576,0.033,220,9.327e-05,1564,0.017,41,0.002,0.030,72,0.047,111,0.044,104,1,1,1,1,
112047805,brithume,0,888,2.067e-05,115,0.005,13,1.817e-05,41,0.064,110616048,0.043,0.130,0.053,126,0.352,782592,4.380e-04,1465269376,1.408e-04,470904128,0.002,16,5.826e-05,977,0.017,41,0.001,0.007,17,0.042,101,0.009,22,1,1,1,1,
239857777,Indira_L,0,3758,1.134e-04,631,0.010,23,4.166e-05,94,0.011,18941624,0.056,0.168,0.035,83,0.009,20339,1.505e-04,503454464,9.325e-05,311920384,0.006,43,6.649e-05,1115,0.016,37,4.996e-04,0.018,42,0.023,54,0.042,99,1,1,1,1,
224320485,KellyO,0,1204,7.728e-06,43,0.005,11,1.152e-05,26,0.028,48343376,0.012,0.036,0.073,174,0.073,162161,1.210e-04,404684256,1.099e-04,367499200,4.460e-04,3,4.628e-05,776,0.017,41,0.001,0.005,12,0.057,136,0.005,12,1,1,1,1,
17910554,michaelscherer,1,751,3.343e-05,186,0.011,26,3.900e-05,88,0.008,14379004,0.083,0.248,0.040,96,0.015,34335,1.029e-04,344282048,1.074e-04,359128608,0.013,89,3.268e-05,548,0.017,41,7.624e-04,0.016,39,0.015,36,0.031,73,1,1,1,1,
21696279,brianbeutler,0,10161,2.696e-04,1500,0.011,27,2.327e-04,525,0.055,95951784,0.049,0.148,0.061,145,0.038,85478,5.930e-04,1983483520,1.492e-04,499193824,0.095,641,1.985e-04,3328,0.017,41,0.001,0.031,73,0.038,91,0.069,164,1,1,1,1,
234186830,HeidiPrzybyla,0,1649,7.368e-05,410,0.010,23,4.920e-05,111,0.014,23896202,0.083,0.249,0.043,102,0.013,28560,1.304e-04,436040928,1.077e-04,360290624,0.007,47,6.906e-05,1158,0.017,40,5.978e-04,0.016,39,0.033,79,0.040,96,1,1,1,1,
16031927,greta,0,10527,9.058e-05,504,0.010,23,7.047e-05,159,0.185,320287872,0.016,0.048,0.062,147,0.541,1200589,7.983e-04,2670286592.000,1.275e-04,426462368,0.007,50,6.655e-05,1116,0.017,41,0.001,0.018,44,0.033,78,0.029,69,1,1,1,1,
550762459,sfpathe,0,636,4.924e-05,274,0.007,17,1.095e-04,247,0.003,5247346,0.144,0.431,0.026,62,0.001,3159,3.952e-05,132206112,5.248e-05,175538096,0.005,35,5.821e-05,976,0.013,30,9.415e-04,0.010,23,0.021,50,0.020,48,1,1,1,1,
15837659,jbendery,0,6570,2.124e-04,1182,0.011,27,3.852e-04,869,0.048,83474856,0.060,0.180,0.124,295,0.021,46118,2.894e-04,967930112,1.375e-04,459996512,0.267,1797,2.431e-04,4076,0.017,41,0.003,0.046,109,0.111,264,0.062,148,1,1,1,1,
58869089,margarettalev,0,568,3.954e-05,220,0.011,26,6.781e-05,153,0.020,34142880,0.129,0.387,0.077,184,0.011,24267,7.903e-05,264364352,1.063e-04,355607840,0.019,126,6.244e-05,1047,0.017,41,0.001,0.020,47,0.041,98,0.016,37,1,1,1,1,
3648061,swheaton,0,156,1.042e-05,58,8.403e-04,2,2.659e-06,6,7.795e-05,134859,0.124,0.372,0.003,6,0.002,5526,2.294e-05,76737312,9.307e-06,31132334,0,0,5.606e-06,94,0.002,4,1.281e-04,8.403e-04,2,0.002,4,0.008,18,1,1,1,1,
77032777,apalmerdc,0,444,5.805e-05,323,0.011,27,9.440e-05,213,0.019,32686992,0.242,0.727,0.066,158,0.016,35047,2.735e-04,914961280,1.339e-04,448053952,0.047,316,5.385e-05,903,0.017,41,0.001,0.024,56,0.032,77,0.018,43,1,1,1,1,
12245632,jackshafer,0,4301,1.589e-04,884,0.011,26,1.862e-04,420,0.031,52919584,0.069,0.206,0.066,157,0.034,75993,3.611e-04,1207919616,1.471e-04,492148128,0.053,358,1.173e-04,1967,0.017,41,0.001,0.030,72,0.040,96,0.038,90,1,1,1,1,
17881467,rebeccagberg,0,1154,7.710e-05,429,0.011,27,9.485e-05,214,0.023,40233816,0.124,0.372,0.075,178,0.023,52005,1.953e-04,653181440,1.257e-04,420344864,0.060,404,8.570e-05,1437,0.017,41,0.001,0.029,70,0.069,164,0.066,157,1,1,1,1,
926601,vermontgmg,0,2460,9.740e-05,542,0.011,25,8.022e-05,181,0.014,24537288,0.073,0.220,0.053,125,0.009,19111,1.920e-04,642304256,1.081e-04,361602880,0.013,88,7.461e-05,1251,0.017,41,6.499e-04,0.020,47,0.036,85,0.047,111,1,1,1,1,
437019753,TimothyNoah1,0,2897,8.878e-05,494,0.008,19,8.421e-05,190,0.010,17063860,0.057,0.171,0.029,70,0.007,15714,2.187e-04,731556160,1.125e-04,376359520,0.006,43,5.826e-05,977,0.013,32,5.132e-04,0.017,40,0.017,41,0.025,59,1,1,1,1,
2461913161,ArthurAllen202,0,599,3.055e-05,170,0.004,10,2.659e-05,60,8.291e-04,1434472,0.095,0.284,0.009,22,0.001,2277,3.660e-05,122425360,6.309e-05,211032848,0.001,7,1.831e-05,307,0.006,14,1.566e-04,0.005,11,0.004,9,0.009,21,1,1,1,1,
22891564,chrisgeidner,0,11057,2.160e-04,1202,0.011,27,4.268e-04,963,0.045,77116704,0.036,0.109,0.095,225,0.039,87305,2.197e-04,734989440,1.232e-04,412226176,0.114,764,2.298e-04,3853,0.017,41,0.003,0.038,90,0.079,189,0.045,108,1,1,1,1,
22771961,Acosta,0,1284,5.373e-05,299,0.011,26,1.237e-04,279,0.120,207092672,0.078,0.233,0.195,464,0.202,448754,4.113e-04,1375899392,1.926e-04,644429248,0.041,276,2.070e-04,3471,0.017,41,0.005,0.027,65,0.150,356,0.027,64,1,1,1,1,
16291449,michaelkruse,0,2536,8.303e-05,462,0.011,26,8.776e-05,198,0.011,19363010,0.061,0.182,0.035,83,0.005,11740,1.062e-04,355383584,1.182e-04,395544736,0.020,133,5.624e-05,943,0.017,41,6.920e-04,0.017,40,0.028,67,0.021,51,4,1,1,1,
37865281,lindsaywise,0,3408,1.722e-04,958,0.011,26,1.112e-04,251,0.005,8490665,0.094,0.281,0.029,70,0.002,3953,5.933e-05,198479216,9.697e-05,324357696,0.015,103,1.249e-04,2095,0.014,33,5.156e-04,0.018,44,0.021,51,0.075,179,1,1,1,1,
64916983,joshgerstein,0,3342,1.520e-04,846,0.011,27,2.872e-04,648,0.035,60926212,0.084,0.253,0.100,237,0.013,29329,1.811e-04,605766336,1.312e-04,438945056,0.143,965,1.579e-04,2648,0.017,41,0.003,0.051,122,0.075,178,0.062,148,1,1,1,1,
95297779,Noahbierman,0,632,3.630e-05,202,0.005,13,6.870e-05,155,0.003,4456055,0.107,0.320,0.016,37,0.003,6604,4.537e-05,151764384,6.950e-05,232495440,5.946e-04,4,3.697e-05,620,0.012,28,3.962e-04,0.008,18,0.009,22,0.020,47,1,1,1,1,
757893380,elianayjohnson,0,1370,1.048e-04,583,0.011,27,1.325e-04,299,0.030,51884128,0.142,0.426,0.084,199,0.014,30648,1.818e-04,607987584,1.272e-04,425493856,0.115,771,1.009e-04,1692,0.017,41,0.002,0.032,75,0.047,113,0.046,109,1,1,1,1,
87063281,michaelcrowley,0,518,2.175e-05,121,0.010,23,2.659e-05,60,0.010,17013342,0.078,0.234,0.041,97,0.018,39824,7.360e-05,246193248,9.687e-05,324024416,0.008,54,2.535e-05,425,0.017,41,6.569e-04,0.012,29,0.023,54,0.011,27,1,1,1,1,
275207082,AlexParkerDC,0,9154,1.254e-04,698,0.010,23,1.046e-04,236,0.004,6378172,0.025,0.076,0.023,54,0.002,3956,5.656e-05,189195808,8.736e-05,292234592,0.015,101,7.777e-05,1304,0.013,32,4.867e-04,0.019,45,0.009,21,0.058,137,1,1,1,1,
28713695,kristindonnelly,0,525,2.786e-05,155,0.006,15,2.127e-05,48,0.008,14069139,0.098,0.295,0.053,125,0.003,6000,4.354e-05,145631872,1.150e-04,384642528,0.001,10,3.214e-05,539,0.017,41,6.072e-04,0.007,16,0.045,107,0.019,46,1,1,1,1,
14207809,brfreed,0,3329,4.529e-05,252,0.010,23,5.806e-05,131,0.005,8041687,0.025,0.076,0.039,92,0.003,6364,2.768e-05,92606928,9.694e-05,324286208,0.010,64,3.590e-05,602,0.015,36,7.326e-04,0.018,44,0.025,60,0.017,40,1,1,1,1,
16170253,ryangrim,0,1626,5.607e-05,312,0.008,19,6.249e-05,141,0.020,33860088,0.064,0.192,0.045,106,0.015,34340,2.076e-04,694451584,1.424e-04,476211872,0.006,39,4.634e-05,777,0.017,40,8.307e-04,0.011,27,0.024,58,0.015,35,1,1,1,1,
52521572,MikeGrunwald,0,811,1.995e-05,111,0.006,15,1.950e-05,44,0.011,18454950,0.046,0.137,0.038,90,0.016,35622,8.384e-05,280458432,9.643e-05,322571456,0.002,13,2.505e-05,420,0.017,40,4.927e-04,0.008,18,0.022,53,0.007,16,1,1,1,1,
16068266,TPCarney,0,3303,4.475e-05,249,0.010,23,6.338e-05,143,0.013,22323186,0.025,0.075,0.032,77,0.019,41887,1.282e-04,428934976,8.826e-05,295231552,0.008,56,3.864e-05,648,0.016,38,6.256e-04,0.016,37,0.017,40,0.015,35,1,1,1,1,
292549803,PostRoz,0,320,2.534e-05,141,0.008,18,5.319e-05,120,0.050,85746056,0.147,0.441,0.080,191,0.014,30428,1.180e-04,394665472,1.650e-04,551981568,0.005,31,6.178e-05,1036,0.017,41,0.002,0.011,26,0.053,127,0.003,6,5,1,1,1,
170694418,margyslattery,0,47,4.313e-06,24,4.202e-04,1,0,1,8.757e-05,151513,0.170,0.511,0.002,5,6.485e-04,1440,2.006e-06,6710937.500,1.651e-05,55213296,0,0,2.743e-06,46,0.002,5,8.841e-05,4.202e-04,1,0.001,3,0.005,12,6,1,1,1,
15993122,dsamuelsohn,0,333,1.546e-05,86,0.007,16,2.260e-05,51,0.005,8989235,0.086,0.258,0.040,95,0.005,10695,2.859e-05,95632672,7.123e-05,238259904,0.003,19,2.397e-05,402,0.017,40,8.258e-04,0.009,21,0.021,50,0.003,8,7,1,1,1,
29771100,lawrencehurley,0,2234,5.338e-05,297,0.009,21,8.864e-05,200,0.007,11865127,0.044,0.133,0.050,118,0.005,12077,5.461e-05,182691232,8.056e-05,269473568,0.010,64,6.506e-05,1091,0.016,38,0.001,0.021,51,0.044,104,0.021,49,1,1,1,1,
83374478,saletan,0,1726,1.725e-05,96,0.005,13,2.216e-05,50,0.006,10354978,0.019,0.056,0.029,68,0.014,31252,1.076e-04,359988320,8.297e-05,277529312,0.001,10,1.950e-05,327,0.014,33,3.071e-04,0.006,15,0.024,57,0.001,3,8,1,1,1,
58489734,dvergano,1,1515,2.408e-05,134,0.005,13,2.083e-05,47,0.001,2432156,0.029,0.088,0.012,29,0.007,16478,5.950e-05,199042944,5.157e-05,172506368,4.460e-04,3,1.634e-05,274,0.008,20,1.667e-04,0.007,16,0.004,10,0.013,30,1,1,1,1,
117222301,caraleeadams,0,14,0,0,0,0,0,0,0,1132,0,0,0,0,5.098e-04,1132,0,0,0,0,0,0,0,0,0,0,7.284e-05,0,0,0,0,0,0,9,2,2,2,
18482836,kristina_wong,0,3512,9.111e-05,507,0.007,17,3.900e-05,88,0.002,3433279,0.048,0.144,0.018,44,0.007,15826,1.327e-04,444022080,4.217e-05,141075408,0.005,32,5.719e-05,959,0.012,28,3.221e-04,0.012,29,0.012,28,0.051,122,1,1,1,1,
19038768,DefenseBaron,0,4374,8.770e-05,488,0.008,20,1.117e-04,252,0.029,50479156,0.037,0.112,0.084,201,0.016,36252,1.278e-04,427388416,1.552e-04,519134624,0.011,71,1.034e-04,1734,0.017,41,0.001,0.026,61,0.075,179,0.034,82,1,1,1,1,
271160889,AmandaLeeHouse,0,933,6.649e-06,37,8.403e-04,2,5.319e-06,12,2.380e-04,411769,0.013,0.040,0.002,5,0.001,2916,1.289e-05,43106928,2.074e-05,69393952,0,0,4.831e-06,81,0.001,3,9.706e-05,0.001,3,0.001,3,0.008,18,1,1,1,1,
15739494,johnmdonnelly,0,1009,6.578e-05,366,0.007,17,4.831e-05,109,0.002,3817296,0.121,0.363,0.041,98,0.003,5601,2.583e-05,86408032,2.854e-05,95452856,0.004,26,5.224e-05,876,0.013,32,5.992e-04,0.016,37,0.021,50,0.031,73,1,1,1,1,
116341480,RosieGray,0,1720,8.159e-05,454,0.011,26,1.844e-04,416,0.048,83342256,0.088,0.264,0.087,208,0.046,102420,2.611e-04,873379392,1.479e-04,494656832,0.064,432,1.205e-04,2020,0.017,41,0.002,0.028,67,0.066,157,0.032,76,1,1,1,1,
11702412,VickoftheHill,0,3972,1.989e-04,1107,0.002,4,4.432e-06,10,1.167e-04,201934,0.093,0.279,0.004,9,8.832e-04,1961,6.061e-05,202729680,1.685e-05,56380924,0,0,1.227e-04,2058,0.003,8,8.279e-05,0.002,4,0.002,5,0.083,197,1,1,1,1,
103016675,AaronMehta,0,7618,3.140e-04,1747,0.008,20,7.034e-04,1587,0.015,25685324,0.076,0.229,0.050,120,0.006,13585,1.039e-04,347615232,1.048e-04,350713408,0.022,148,2.836e-04,4756,0.015,36,0.003,0.027,65,0.039,92,0.062,147,1,1,1,1,
20280088,MacFarlaneNews,0,1362,5.499e-05,306,0.005,13,9.086e-05,205,0.002,3642187,0.075,0.225,0.033,78,0.003,7559,2.832e-05,94723576,3.834e-05,128252736,0.004,26,5.200e-05,872,0.012,29,0.001,0.016,37,0.029,68,0.026,63,1,1,1,1,
104914594,Phil_Mattingly,0,3420,2.584e-04,1438,0.011,27,4.942e-04,1115,0.165,284731552,0.140,0.420,0.165,392,0.019,42644,3.483e-04,1165057024,2.294e-04,767271872,0.458,3079,3.115e-04,5223,0.017,41,0.007,0.071,170,0.145,344,0.075,178,1,1,1,1,
26668729,John_Hudson,0,1558,4.583e-05,255,0.011,26,7.889e-05,178,0.020,33937432,0.055,0.164,0.062,147,0.008,17982,6.595e-05,220605248,1.266e-04,423582848,0.023,152,7.628e-05,1279,0.017,41,0.001,0.024,58,0.048,114,0.021,51,1,1,1,1,
242169927,colinwilhelm,0,3586,1.927e-04,1072,0.011,26,1.675e-04,378,0.008,14418753,0.100,0.299,0.051,121,0.002,3773,6.952e-05,232546016,1.098e-04,367402336,0.035,238,1.312e-04,2200,0.017,41,0.001,0.032,77,0.036,85,0.074,176,1,1,1,1,
16930125,edatpost,0,2947,1.910e-04,1063,0.011,27,2.934e-04,662,0.130,224792912,0.120,0.361,0.174,413,0.028,62559,4.207e-04,1407309568,2.103e-04,703436224,0.111,745,2.431e-04,4077,0.017,41,0.005,0.046,109,0.145,345,0.050,119,1,1,1,1,
16187637,ChadPergram,0,6270,0,0,0,0,0,0,0.252,436433088,0,0,0.139,330,0.028,61935,0,0,2.344e-04,783997504,0,0,1.938e-04,3250,0.017,41,0.003,0,0,0.130,309,0,0,1,1,3,1,
259395895,JohnJHarwood,0,13942,6.991e-04,3890,0.011,27,4.889e-04,1103,0.110,189618592,0.093,0.279,0.153,363,0.075,166880,9.301e-04,3111188992.000,1.463e-04,489299328,0.378,2543,5.956e-04,9987,0.017,41,0.003,0.068,162,0.136,323,0.131,311,1,1,1,1,
46927338,timstarks,0,206,2.031e-05,113,0.002,4,1.640e-05,37,6.407e-04,1108580,0.183,0.549,0.004,9,0.001,3322,2.417e-05,80846512,5.877e-05,196586656,1.487e-04,1,1.085e-05,182,0.003,6,1.298e-04,0.002,4,0.002,4,0.004,9,1,1,1,1,
59603406,NickTimiraos,0,1480,3.504e-05,195,0.007,17,5.585e-05,126,0.009,16371026,0.044,0.132,0.034,82,0.023,50636,1.425e-04,476694368,1.148e-04,384048384,0.005,31,5.439e-05,912,0.015,35,9.677e-04,0.011,27,0.031,73,0.034,82,1,1,1,1,
163589845,PoliticoKevin,0,2633,1.608e-04,895,0.011,27,2.659e-04,600,0.023,39783904,0.113,0.340,0.068,162,0.006,13013,2.277e-04,761599232,1.412e-04,472349696,0.091,610,1.568e-04,2629,0.017,41,0.002,0.035,83,0.056,133,0.058,139,1,1,1,1,
140286364,nielslesniewski,0,3579,1.758e-04,978,0.011,27,3.470e-04,783,0.034,58830452,0.091,0.273,0.126,299,0.012,26777,1.779e-04,594943488,1.295e-04,433305024,0.121,811,2.303e-04,3861,0.017,41,0.003,0.047,112,0.109,260,0.059,141,1,1,1,1,
17466186,tomlobianco,0,1302,8.878e-05,494,0.011,26,1.188e-04,268,0.015,26268784,0.126,0.379,0.060,142,0.007,15733,2.686e-04,898333568,1.302e-04,435451968,0.021,141,7.926e-05,1329,0.017,41,0.001,0.023,54,0.040,96,0.032,75,1,1,1,1,
11771512,OKnox,0,4841,1.664e-04,926,0.011,27,2.934e-04,662,0.071,122570128,0.064,0.191,0.097,232,0.021,46596,2.464e-04,824287936,1.773e-04,593137600,0.180,1208,1.726e-04,2894,0.017,41,0.003,0.051,121,0.070,166,0.054,129,1,1,1,1,
300497193,tackettdc,0,2338,9.453e-05,526,0.008,18,6.870e-05,155,0.042,73444704,0.075,0.225,0.054,129,0.008,17718,1.611e-04,538842304,1.381e-04,462018880,0.005,35,7.580e-05,1271,0.017,41,0.002,0.011,26,0.050,118,8.403e-04,2,10,1,1,1,
393596432,VictoriaFinkle,0,556,3.073e-05,171,0.003,6,1.330e-05,30,6.789e-05,117460,0.103,0.308,0.005,12,0.001,2617,1.913e-05,63979152,7.397e-06,24742470,2.973e-04,2,2.063e-05,346,0.004,9,1.687e-04,0.003,8,0.002,5,0.033,78,1,1,1,1,
227790723,RichardRubinDC,0,3382,1.673e-04,931,0.011,27,3.696e-04,834,0.049,84940992,0.092,0.275,0.088,210,0.008,17120,1.757e-04,587596800,1.503e-04,502639328,0.063,425,1.955e-04,3278,0.017,41,0.004,0.035,84,0.067,159,0.017,40,1,1,1,1,
70511174,Hadas_Gold,0,2745,1.181e-04,657,0.011,27,1.755e-04,396,0.051,88692704,0.080,0.239,0.159,379,0.022,49862,2.184e-04,730694912,1.362e-04,455488224,0.259,1744,1.923e-04,3224,0.017,41,0.003,0.053,127,0.129,308,0.073,173,1,1,1,1,
90077282,politicoalex,0,469,7.728e-06,43,0.006,15,1.551e-05,35,0.022,37340512,0.031,0.092,0.065,155,0.013,29712,4.276e-05,143029728,1.189e-04,397629216,0.003,18,5.707e-05,957,0.017,41,0.002,0.006,15,0.055,131,0.003,7,11,1,1,1,
167024520,rachaelmbade,0,1565,1.035e-04,576,0.011,27,2.362e-04,533,0.042,73022160,0.123,0.368,0.108,257,0.015,33391,2.412e-04,806750720,1.438e-04,480965728,0.095,637,1.682e-04,2820,0.017,41,0.004,0.033,78,0.080,190,0.033,79,1,1,1,1,
13067732,dnewhauser,0,239,7.728e-06,43,0.005,12,1.019e-05,23,0.001,2316219,0.060,0.180,0.023,54,0.003,7494,1.325e-05,44316360,4.009e-05,134098904,0.001,10,1.223e-05,205,0.014,33,2.648e-04,0.006,14,0.018,42,0.004,9,1,1,1,1,
23664429,dnvolz,0,1547,3.253e-05,181,0.007,17,6.914e-05,156,0.009,15679364,0.039,0.117,0.049,116,0.007,16518,1.418e-04,474419072,1.115e-04,372984544,0.004,25,6.721e-05,1127,0.016,37,9.748e-04,0.013,30,0.038,91,0.017,41,1,1,1,1,
