Node-Id,Node-Title,attribute-Is-Verified-1-Twitter JSON all,attribute-Tweets-Sent-Count-1-Twitter JSON all,inDegreeCentrality-1-Twitter JSON all,inDegreeCentrality-1-Twitter JSON all-unscaled,kcore-1-Twitter JSON all,kcore-1-Twitter JSON all-unscaled,totalDegreeCentrality-1-Twitter JSON all,totalDegreeCentrality-1-Twitter JSON all-unscaled,twitter-actualInfluencer-1-Twitter JSON all,twitter-actualInfluencer-1-Twitter JSON all-unscaled,twitter-averageMentionsPerTweet-1-Twitter JSON all,twitter-averageMentionsPerTweet-1-Twitter JSON all-unscaled,twitter-mostMentioned-1-Twitter JSON all,twitter-mostMentioned-1-Twitter JSON all-unscaled,twitter-numberOfFollowers-1-Twitter JSON all,twitter-numberOfFollowers-1-Twitter JSON all-unscaled,twitter-potentialConnectors-1-Twitter JSON all,twitter-potentialConnectors-1-Twitter JSON all-unscaled,twitter-potentialReach-1-Twitter JSON all,twitter-potentialReach-1-Twitter JSON all-unscaled,twitter-reciprocalMentionsCliqueCount-1-Twitter JSON all,twitter-reciprocalMentionsCliqueCount-1-Twitter JSON all-unscaled,twitter-totalMentionsDegree-1-Twitter JSON all,twitter-totalMentionsDegree-1-Twitter JSON all-unscaled,twitter-totalMentionsKcore-1-Twitter JSON all,twitter-totalMentionsKcore-1-Twitter JSON all-unscaled,twitter-totalMentionsPageRank-1-Twitter JSON all,twitter-totalReciprocalMentionsUnweighted-1-Twitter JSON all,twitter-totalReciprocalMentionsUnweighted-1-Twitter JSON all-unscaled,twitter-trustedSource-1-Twitter JSON all,twitter-trustedSource-1-Twitter JSON all-unscaled,twitter-wantsToBeInfluencer-1-Twitter JSON all,twitter-wantsToBeInfluencer-1-Twitter JSON all-unscaled,weakComponentMembers-5-Twitter JSON all,weakComponentMembers-3-Twitter JSON all,weakComponentMembers-4-Twitter JSON all,weakComponentMembers-2-Twitter JSON all,
172774474,rrichardh,0,18,0,4,0,0,0,0,2.946e-06,5097,0.074,0.222,4.202e-04,1,7.652e-04,1699,0,1128757.250,0,0,0,0,0,5,0,0,7.284e-05,0,0,0,0,4.202e-04,1,539,1,255,1,
813303104,EvaCStone,0,221,3.415e-06,19,8.403e-04,2,3.546e-06,8,1.771e-04,306464,0.029,0.086,0.004,9,8.899e-04,1976,2.727e-06,9122038,1.761e-05,58892056,0,0,2.922e-06,49,0.003,6,1.270e-04,0.002,4,0.002,5,0.003,7,540,1,1,1,
3094004952,TyrelWatching,0,82,4.313e-06,24,4.202e-04,1,7.091e-06,16,1.027e-04,177745,0.098,0.293,8.403e-04,2,0.002,4200,1.706e-05,57069840,2.041e-06,6827144.500,0,0,3.220e-06,54,4.202e-04,1,9.769e-05,4.202e-04,1,4.202e-04,1,0.002,4,541,1,1,1,
228708154,1Gal_N_DC,0,24,0,1,0,0,0,0,0,533,0.014,0.042,0,0,2.400e-04,533,0,776622.375,0,0,0,0,0,2,0,0,7.284e-05,0,0,0,0,4.202e-04,1,542,1,256,1,
37983433,KerrNewsNow,0,5,0,2,4.202e-04,1,0,1,9.709e-06,16798,0.133,0.400,4.202e-04,1,1.405e-04,312,0,631800.500,1.211e-06,4050471.500,0,0,0,5,4.202e-04,1,7.409e-05,4.202e-04,1,4.202e-04,1,4.202e-04,1,543,1,1,1,
14410756,joesbigidea,0,106,4.852e-06,27,0,0,0,0,1.171e-04,202513,0.085,0.255,8.403e-04,2,0.003,7146,0,0,0,3393301.750,0,0,1.670e-06,28,4.202e-04,1,7.290e-05,0,0,0,0,0,0,544,1,257,111,
213851713,BonHommeWestfal,0,154,0,1,0,0,0,0,1.001e-05,17320,0.002,0.006,4.202e-04,1,1.648e-04,366,0,732,5.445e-06,18214076,0,0,0,4,4.202e-04,1,7.896e-05,0,0,4.202e-04,1,4.202e-04,1,1,1,258,1,
33451168,AmeeraDavid,0,108,0,0,0,0,0,0,4.790e-05,82877,0,0,0.002,4,0.004,9801,0,0,1.572e-06,5258487,0,0,0,8,8.403e-04,2,1.449e-04,0,0,0.002,4,0,0,1,1,259,1,
108726910,bkovoDC,0,1606,2.480e-05,138,0.001,3,2.659e-06,6,1.293e-04,223632,0.029,0.086,0.001,3,0.001,2252,1.584e-05,52976720,2.589e-05,86597864,0,0,1.551e-05,260,0.001,3,8.877e-05,0.001,3,4.202e-04,1,0.022,52,1,1,1,1,
77630385,TheRealJFOD,0,1136,8.752e-05,487,0.001,3,1.684e-05,38,0.003,4360396,0.143,0.429,0.003,6,0.004,8243,2.079e-04,695441280,6.198e-05,207341664,0,0,3.703e-05,621,0.001,3,2.226e-04,0.002,5,0.002,4,0.004,9,1,1,1,1,
740649630,MeghanjSims,0,50,1.258e-06,7,0.001,3,1.773e-06,4,1.668e-05,28858,0.047,0.140,0.003,6,3.175e-04,705,0,2340780,3.415e-06,11424912,0,0,1.372e-06,23,0.002,5,1.358e-04,0.001,3,0.002,4,0,0,1,1,1,1,
350426737,Garrett_FoxNews,0,178,5.571e-06,31,8.403e-04,2,0,2,1.656e-04,286483,0.058,0.174,0.002,5,0.002,4179,7.302e-06,24426486,2.803e-05,93759656,0,0,2.803e-06,47,0.002,4,8.491e-05,8.403e-04,2,4.202e-04,1,0.003,7,1,1,1,1,
152050134,CydneyWeiner,0,56,2.157e-06,12,8.403e-04,2,1.330e-06,3,1.812e-04,313449,0.071,0.214,0.002,5,2.810e-04,624,0,2251850.500,3.243e-05,108468664,0,0,1.431e-06,24,0.002,4,8.851e-05,8.403e-04,2,4.202e-04,1,0.003,6,545,1,1,1,
207397804,WalkerSkyNews,0,159,3.055e-06,17,0.001,3,3.989e-06,9,6.338e-05,109651,0.036,0.107,0.003,7,0.006,13677,7.759e-06,25954696,1.099e-05,36748464,0,0,3.101e-06,52,0.002,5,9.993e-05,0.001,3,0.002,4,0.004,9,546,1,1,1,
76166586,LindsayFrance,0,42,0,2,0,0,0,0,3.307e-05,57216,0.016,0.048,0.001,3,0.004,9454,0,0,1.212e-06,4053928,0,0,0,8,8.403e-04,2,9.795e-05,0,0,0,0,0,0,1,1,260,112,
14427403,quinnbowman,0,16,0,2,0,0,0,0,3.638e-05,62942,0.042,0.125,8.403e-04,2,6.584e-04,1462,0,2343051,1.312e-05,43871928,0,0,0,8,8.403e-04,2,8.518e-05,0,0,8.403e-04,2,8.403e-04,2,547,1,261,1,
2953665201,KaiJacksonFox45,0,97,0,6,0,0,0,0,4.703e-06,8136,0.021,0.062,4.202e-04,1,6.107e-04,1356,0,76748.594,0,0,0,0,0,6,0,0,7.284e-05,0,0,0,0,0,0,1,1,262,113,
139772126,cwordock,0,530,2.336e-06,13,4.202e-04,1,1.773e-06,4,3.041e-06,5261,0.008,0.025,8.403e-04,2,4.085e-04,907,1.271e-06,4251983,0,3913770.250,0,0,1.491e-06,25,8.403e-04,2,9.907e-05,4.202e-04,1,8.403e-04,2,0.003,6,1,1,1,1,
184918279,kellanhowell,0,523,1.779e-05,99,8.403e-04,2,3.989e-06,9,3.567e-05,61721,0.063,0.189,0.003,6,3.806e-04,845,5.958e-06,19931246,6.780e-06,22678242,0,0,1.163e-05,195,0.002,4,9.809e-05,8.403e-04,2,0.001,3,0.017,40,1,1,1,1,
205904275,jaywonchoe,0,8,0,0,0,0,0,0,4.412e-06,7633,0,0,0.001,3,1.621e-04,360,0,0,1.635e-06,5470646.500,0,0,0,4,8.403e-04,2,7.882e-05,0,0,0,0,0,0,548,1,263,114,
1845526555,alexhschuman,0,158,8.986e-06,50,0,0,0,0,0,732,0.105,0.316,0,0,3.297e-04,732,3.854e-06,12890978,0,0,0,0,5.427e-06,91,0,0,7.284e-05,0,0,0,0,0.011,25,549,1,264,1,
400294183,KimLawtonRandE,0,36,0,2,0,0,0,0,2.077e-06,3594,0.019,0.056,0,0,0.002,3594,0,507448.969,0,0,0,0,0,4,0,0,7.284e-05,0,0,0,0,8.403e-04,2,550,1,265,1,
184951471,codysnell,0,91,0,3,0,0,0,0,0,517,0.011,0.033,0,0,2.328e-04,517,0,416935.625,0,0,0,0,0,6,0,0,7.284e-05,0,0,0,0,0.001,3,1,1,266,1,
15814757,frankncarlson,0,201,4.852e-06,27,8.403e-04,2,4.432e-06,10,1.782e-05,30823,0.045,0.134,0.003,6,3.972e-04,882,3.009e-06,10064918,4.100e-06,13716387,0,0,2.922e-06,49,0.001,3,8.925e-05,0.002,4,0,0,0.004,10,551,1,1,1,
280630448,Matt_Ozug,0,147,2.516e-06,14,4.202e-04,1,0,1,2.617e-06,4527,0.032,0.095,0.001,3,3.477e-04,772,1.669e-06,5581438,0,3392714.750,0,0,1.431e-06,24,8.403e-04,2,8.253e-05,4.202e-04,1,0,0,0.003,6,1,1,1,1,
449027230,AnjKhem,0,509,5.212e-06,29,0,0,0,0,4.383e-05,75835,0.019,0.057,0.001,3,9.651e-04,2143,4.352e-06,14558829,9.202e-06,30782870,0,0,2.564e-06,43,8.403e-04,2,7.763e-05,0,0,8.403e-04,2,0.003,8,1,1,267,1,
108605799,PFBullock,0,86,0,3,0,0,0,0,0,218,0.012,0.035,0,0,9.818e-05,218,0,259550.938,0,0,0,0,0,6,0,0,7.284e-05,0,0,0,0,0.001,3,552,1,268,1,
192209368,sheerinjude,0,330,5.931e-06,33,0.002,4,7.091e-06,16,4.466e-04,772751,0.033,0.100,0.006,14,9.408e-04,2089,1.172e-05,39207488,4.040e-05,135144672,0,0,6.083e-06,102,0.003,7,1.555e-04,0.003,7,0.004,10,0.005,13,1,1,1,1,
230768222,kcwassman,0,75,1.977e-06,11,4.202e-04,1,1.773e-06,4,3.152e-06,5453,0.049,0.147,8.403e-04,2,2.315e-04,514,0,3453165.750,1.673e-06,5594951.500,0,0,1.431e-06,24,4.202e-04,1,7.551e-05,4.202e-04,1,4.202e-04,1,0.003,6,553,1,1,1,
13504902,videojrnlst,0,30,0,4,0,0,0,0,2.826e-06,4889,0.044,0.133,4.202e-04,1,2.238e-04,497,0,1903610.375,1.461e-06,4888381.500,0,0,0,8,4.202e-04,1,7.372e-05,0,0,4.202e-04,1,8.403e-04,2,554,1,269,1,
52393892,PBVogel,0,568,2.696e-06,15,8.403e-04,2,0,2,5.870e-05,101560,0.009,0.026,0.003,7,2.473e-04,549,0,1739256.750,1.317e-05,44056672,0,0,1.849e-06,31,0.002,5,1.177e-04,8.403e-04,2,8.403e-04,2,0.001,3,1,1,1,1,
7274772,rivera,0,74,2.696e-06,15,0.001,3,1.773e-06,4,3.566e-04,616912,0.068,0.203,0.002,4,8.890e-04,1974,4.960e-06,16591336,4.668e-05,156150400,0,0,1.908e-06,32,0.002,4,9.131e-05,0.001,3,8.403e-04,2,0.003,8,1,1,1,1,
394234511,joelwaldmanFOX,0,1361,1.186e-05,66,0.001,3,4.875e-06,11,0.002,2717617,0.016,0.048,0.004,10,0.001,2275,2.161e-05,72299152,8.309e-05,277928640,0,0,7.991e-06,134,0.003,6,1.868e-04,0.001,3,0.003,7,0.009,22,1,1,1,1,
1331888130,RoseanneGerin,0,130,0,0,0,0,0,0,0,37,0,0,0,0,1.666e-05,37,0,0,0,0,0,0,0,0,0,0,7.284e-05,0,0,0,0,0,0,1,39,270,115,
20264590,jimosman,0,265,2.875e-06,16,0,0,0,0,3.103e-06,5368,0.020,0.060,4.202e-04,1,7.458e-04,1656,2.684e-06,8979014,1.349e-06,4511008.500,0,0,1.431e-06,24,4.202e-04,1,7.405e-05,0,0,4.202e-04,1,0.003,6,1,1,271,1,
15975951,KristineFrazao,0,68,3.954e-06,22,0,0,0,0,1.460e-05,25264,0.108,0.324,4.202e-04,1,0.001,3158,3.511e-06,11744402,0,0,0,0,2.028e-06,34,0,0,7.284e-05,0,0,0,0,0.004,10,555,1,272,1,
81606160,kimsenginaction,0,134,0,1,0,0,0,0,3.573e-06,6182,0.002,0.007,4.202e-04,1,0.001,3091,0,0,0,0,0,0,0,1,0,0,7.284e-05,0,0,0,0,0,0,556,40,273,116,
108988789,dianalogreira,0,246,0,2,0,0,0,0,0,1357,0.003,0.008,0,0,6.112e-04,1357,0,2000528.750,0,0,0,0,0,4,0,0,7.284e-05,0,0,0,0,8.403e-04,2,1,1,274,1,
115554920,jasonaldag,0,428,1.276e-05,71,8.403e-04,2,3.546e-06,8,2.238e-05,38718,0.055,0.166,0.001,3,5.184e-04,1151,7.416e-06,24806452,8.825e-06,29521788,0,0,8.230e-06,138,8.403e-04,2,7.670e-05,8.403e-04,2,4.202e-04,1,0.011,27,1,1,1,1,
388543931,CarolynVOA,0,57,0,4,4.202e-04,1,0,1,9.002e-06,15575,0.023,0.070,0.001,3,8.701e-04,1932,1.936e-06,6474438.500,3.488e-06,11667071,0,0,0,8,4.202e-04,1,8.196e-05,4.202e-04,1,0,0,4.202e-04,1,1,1,1,1,
17049663,ShannonRaeGreen,0,299,5.391e-06,30,0,0,0,0,3.613e-05,62508,0.033,0.100,0.001,3,0.002,3490,7.865e-06,26308360,1.600e-06,5350730.500,0,0,2.326e-06,39,4.202e-04,1,7.709e-05,0,0,4.202e-04,1,0.001,3,1,1,275,1,
257592414,VOAHilleary,0,321,1.977e-06,11,4.202e-04,1,0,2,1.344e-05,23260,0.011,0.034,8.403e-04,2,0.002,3904,5.692e-06,19041520,2.751e-06,9201411,0,0,1.193e-06,20,4.202e-04,1,7.367e-05,4.202e-04,1,4.202e-04,1,0.003,6,1,1,1,1,
733772748,miacbush,0,133,0,5,0,0,0,0,0,340,0.013,0.038,0,0,1.531e-04,340,0,401935.688,0,0,0,0,0,9,0,0,7.284e-05,0,0,0,0,0.002,4,1,1,276,1,
468753712,BonnieErbe,0,179,0,6,0,0,0,0,9.573e-06,16562,0.011,0.034,4.202e-04,1,0.001,2366,0,0,0,0,0,0,0,6,0,0,7.284e-05,0,0,0,0,0,0,557,41,277,117,
35544970,jorgecontreras,0,27,0,1,0,0,0,0,0,1886,0.012,0.037,4.202e-04,1,4.247e-04,943,0,0,0,0,0,0,0,1,0,0,7.284e-05,0,0,0,0,0,0,558,42,278,118,
219189088,Mike_Eckel,0,1011,6.290e-06,35,0,0,0,0,4.657e-04,805786,0.012,0.035,0.002,5,3.576e-04,794,0,2365743.500,5.975e-05,199873664,0,0,2.982e-06,50,0.001,3,8.629e-05,0,0,0.002,5,0.003,6,1,1,279,1,
1690569474,PinaultNicolas,0,523,0,2,4.202e-04,1,0,1,5.907e-06,10220,0.001,0.004,8.403e-04,2,7.066e-04,1569,0,54347.973,1.570e-06,5251294,0,0,0,4,4.202e-04,1,1.070e-04,4.202e-04,1,0,0,0,0,1,1,1,119,
132737162,MGongadze,0,2848,8.087e-06,45,0,0,0,0,0.003,4631529,0.005,0.016,4.202e-04,1,0.043,94521,0,94521,0,0,0,0,2.922e-06,49,0,0,7.284e-05,0,0,4.202e-04,1,4.202e-04,1,1,43,280,120,
49128639,sdehghanpour,0,122,0,6,4.202e-04,1,0,2,9.808e-05,169695,0.016,0.049,0.001,3,0.002,4489,4.568e-06,15279876,9.577e-06,32034656,0,0,0,14,4.202e-04,1,7.753e-05,4.202e-04,1,4.202e-04,1,4.202e-04,1,559,1,1,1,
34260735,judemarfil,0,155,9.165e-06,51,4.202e-04,1,2.659e-06,6,3.280e-05,56744,0.110,0.329,0.002,4,1.725e-04,383,2.949e-06,9864336,8.591e-06,28736364,0,0,5.546e-06,93,0.002,4,9.293e-05,4.202e-04,1,0.001,3,0.005,13,560,1,1,1,
487720782,LuisVOA,0,93,0,0,0,0,0,0,3.797e-05,65687,0,0,0.001,3,5.481e-04,1217,0,0,1.034e-05,34579416,0,0,0,13,0.001,3,8.370e-05,0,0,8.403e-04,2,0,0,1,1,281,1,
460719183,Peterclottey,0,417,0,6,0,0,0,0,2.084e-06,3605,0.005,0.014,4.202e-04,1,2.319e-04,515,0,0,0,0,0,0,0,6,0,0,7.284e-05,0,0,0,0,0,0,1,44,282,121,
21495954,LisaRuhl,0,35,2.157e-06,12,4.202e-04,1,0,2,7.034e-06,12169,0.114,0.343,8.403e-04,2,2.914e-04,647,3.082e-06,10310149,3.381e-06,11308762,0,0,0,18,4.202e-04,1,7.587e-05,4.202e-04,1,0,0,8.403e-04,2,1,1,1,1,
3000497104,masalinasVOA,0,6,0,1,0,0,0,0,1.285e-05,22228,0.056,0.167,0.001,3,9.106e-04,2022,0,1105562.500,3.488e-06,11667304,0,0,0,8,8.403e-04,2,9.116e-05,0,0,0.001,3,4.202e-04,1,561,1,283,1,
48069413,Manzarpour,0,215,0,2,0,0,0,0,4.538e-06,7851,0.003,0.009,0,0,0.004,7851,1.794e-06,6000110,0,0,0,0,0,4,0,0,7.284e-05,0,0,0,0,8.403e-04,2,1,1,284,1,
258194985,NKMESSENGER,0,193,0,0,0,0,0,0,0,149,0,0,0,0,6.711e-05,149,0,0,0,0,0,0,0,0,0,0,7.284e-05,0,0,0,0,0,0,562,45,285,122,
42937478,TetianaV,0,271,0,0,0,0,0,0,5.475e-05,94719,0,0,4.202e-04,1,8.917e-05,198,0,0,0,94521,0,0,0,1,0,0,1.348e-04,0,0,0,0,0,0,563,43,286,123,
134646416,mazrieva,0,237,0,6,0,0,0,0,6.312e-06,10920,0.008,0.025,4.202e-04,1,7.026e-04,1560,0,0,0,0,0,0,0,6,0,0,7.284e-05,0,0,0,0,0,0,1,46,287,124,
284107865,AlexvWESH,0,611,6.110e-06,34,0,0,0,0,1.091e-04,188671,0.019,0.056,0.002,4,0.002,3362,0,0,7.752e-06,25932356,0,0,2.624e-06,44,8.403e-04,2,1.140e-04,0,0,0.002,4,4.202e-04,1,1,1,288,1,
16051714,thecourier,0,186,2.516e-06,14,4.202e-04,1,1.330e-06,3,2.380e-05,41178,0.025,0.075,0.001,3,5.107e-04,1134,3.241e-06,10841174,5.826e-06,19489624,0,0,1.789e-06,30,8.403e-04,2,9.080e-05,4.202e-04,1,8.403e-04,2,0.002,4,1,1,1,1,
486782537,Sasha_Gong,0,384,0,4,0,0,0,0,1.015e-04,175665,0.003,0.010,4.202e-04,1,0.016,35133,0,0,0,0,0,0,0,4,0,0,7.284e-05,0,0,0,0,0,0,564,47,289,125,
851563304,thisisamericatv,0,113,0,0,0,0,0,0,0,694,0,0,0,0,3.126e-04,694,0,0,0,0,0,0,0,0,0,0,7.284e-05,0,0,0,0,0,0,1,48,290,126,
240883847,jeromesoco,0,87,2.516e-06,14,0,0,0,0,3.499e-06,6054,0.054,0.161,4.202e-04,1,9.088e-04,2018,0,874158.562,0,0,0,0,1.312e-06,22,0,0,7.284e-05,0,0,0,0,8.403e-04,2,565,1,291,1,
35068637,stevebaragona,0,59,0,3,0,0,0,0,5.132e-06,8879,0.017,0.051,0.002,4,3.761e-04,835,0,0,1.494e-06,4998077.500,0,0,0,6,8.403e-04,2,8.594e-05,0,0,0,0,0,0,566,1,292,127,
2515367536,marcelarnews,0,254,5.391e-06,30,4.202e-04,1,1.330e-06,3,1.517e-05,26247,0.039,0.118,8.403e-04,2,1.765e-04,392,4.361e-06,14589082,4.184e-06,13994495,0,0,3.578e-06,60,4.202e-04,1,9.850e-05,8.403e-04,2,4.202e-04,1,0.003,7,1,1,1,1,
41129876,leepowellTV,0,66,1.797e-06,10,0.002,4,1.773e-06,4,2.413e-05,41750,0.051,0.152,0.003,8,1.806e-04,401,0,1543282.750,4.706e-06,15741763,0,0,1.551e-06,26,0.003,7,8.539e-05,0.002,4,0.002,4,4.202e-04,1,1,1,1,1,
3154876841,MeganRowls,0,4,0,3,0,0,0,0,0,300,0.250,0.750,4.202e-04,1,6.756e-05,150,0,52301.453,0,0,0,0,0,3,0,0,7.284e-05,0,0,0,0,0,0,567,1,293,128,
190339588,nestorbravoc,0,86,0,0,0,0,0,0,0,1363,0,0,0,0,6.139e-04,1363,0,0,0,0,0,0,0,0,0,0,7.284e-05,0,0,0,0,0,0,568,49,294,129,
637052996,6abcJeannette,0,1405,1.114e-05,62,4.202e-04,1,0,1,4.735e-05,81922,0.015,0.044,8.403e-04,2,0.002,4514,1.520e-05,50850744,1.519e-06,5081217.500,0,0,5.844e-06,98,4.202e-04,1,7.648e-05,4.202e-04,1,0,0,0.011,25,1,1,1,1,
450654201,SilvanaQuirozDC,0,396,0,2,0,0,0,0,1.288e-06,2228,0.002,0.005,4.202e-04,1,5.017e-04,1114,0,2598708.500,0,0,0,0,0,3,0,0,7.284e-05,0,0,0,0,4.202e-04,1,569,1,295,1,
300204927,DianeWCVB,0,96,0,2,0,0,0,0,3.573e-06,6181,0.007,0.021,8.403e-04,2,7.116e-04,1580,0,0,0,1261345.500,0,0,0,3,4.202e-04,1,7.500e-05,0,0,0,0,0,0,1,1,296,130,
18068780,Randolph_Smith_,0,81,0,3,0,0,0,0,1.471e-06,2545,0.012,0.037,4.202e-04,1,3.373e-04,749,0,511909.312,0,2423675.250,0,0,0,5,4.202e-04,1,7.642e-05,0,0,4.202e-04,1,0,0,1,1,297,1,
622412749,TsitsikiFelix,0,77,3.774e-06,21,4.202e-04,1,0,1,1.302e-04,225300,0.091,0.273,8.403e-04,2,0.005,11167,1.635e-06,5470811,0,1979274.750,0,0,1.610e-06,27,4.202e-04,1,8.019e-05,4.202e-04,1,4.202e-04,1,4.202e-04,1,1,1,1,1,
1157584921,sarasuarezv22,0,54,1.797e-06,10,4.202e-04,1,3.103e-06,7,3.088e-05,53422,0.062,0.185,8.403e-04,2,4.535e-04,1007,0,3559633.750,8.658e-06,28960700,0,0,1.312e-06,22,4.202e-04,1,8.311e-05,4.202e-04,1,4.202e-04,1,8.403e-04,2,1,1,1,1,
252703085,ProducerSass,0,581,9.525e-06,53,0.001,3,1.330e-06,3,2.164e-05,37445,0.030,0.091,0.002,4,2.301e-04,511,2.571e-06,8599833,7.788e-06,26052786,0,0,5.248e-06,88,0.001,3,9.145e-05,0.001,3,8.403e-04,2,0.008,19,1,1,1,1,
540296515,DLHNews5,0,592,5.391e-06,30,0.001,3,1.330e-06,3,1.238e-05,21416,0.017,0.051,0.002,4,6.490e-04,1441,4.109e-06,13744276,3.293e-06,11015367,0,0,2.982e-06,50,0.002,4,1.140e-04,0.001,3,4.202e-04,1,0.005,11,1,1,1,1,
108806652,karincaifaCNN,0,675,8.267e-06,46,8.403e-04,2,1.330e-06,3,2.590e-05,44817,0.023,0.068,0.003,8,0.001,3186,1.433e-05,47927840,3.095e-06,10354061,0,0,4.771e-06,80,0.002,4,1.303e-04,8.403e-04,2,0.001,3,0.005,12,1,1,1,1,
132552684,bhaseltonWTOP,0,25,0,0,0,0,0,0,0,646,0,0,0,0,2.909e-04,646,0,0,0,0,0,0,0,0,0,0,7.284e-05,0,0,0,0,0,0,570,50,298,131,
94093747,patcollins4,0,80,0,0,0,0,0,0,3.113e-04,538608,0,0,0.005,13,0.005,10917,0,0,3.895e-05,130285896,0,0,1.551e-06,26,0.003,8,1.455e-04,0,0,0.001,3,0,0,571,1,299,1,
336004914,BrettHNews,0,855,4.852e-06,27,4.202e-04,1,0,2,1.078e-05,18643,0.011,0.032,8.403e-04,2,6.715e-04,1491,2.626e-06,8784937,0,2936069.750,0,0,1.968e-06,33,4.202e-04,1,8.550e-05,4.202e-04,1,0,0,0.002,4,1,1,1,1,
179478740,JohnAaronWTOP,0,65,0,2,0,0,0,0,1.554e-05,26880,0.010,0.031,0.002,4,4.765e-04,1058,0,0,3.112e-06,10410281,0,0,0,16,8.403e-04,2,8.949e-05,0,0,0.001,3,0,0,572,1,300,1,
83200882,JournalistNikki,0,861,0,1,0,0,0,0,3.319e-06,5742,3.871e-04,0.001,8.403e-04,2,6.157e-04,1367,0,0,0,3008,0,0,0,3,0,0,1.038e-04,0,0,4.202e-04,1,0,0,573,1,301,104,
77832056,cmartinez400,0,118,3.774e-06,21,4.202e-04,1,0,1,4.213e-05,72899,0.059,0.178,0.003,7,4.805e-04,1067,4.906e-06,16412296,4.701e-06,15723731,0,0,2.982e-06,50,0.003,6,9.520e-05,4.202e-04,1,0.003,6,0.004,9,1,1,1,1,
26648594,kelvin_robinson,0,47,1.617e-06,9,8.403e-04,2,1.330e-06,3,2.103e-04,363933,0.064,0.191,0.001,3,2.815e-04,625,1.322e-06,4420727,4.009e-05,134105528,0,0,1.193e-06,20,8.403e-04,2,9.024e-05,8.403e-04,2,0.001,3,0.002,4,1,1,1,1,
21034829,markastephens,0,905,1.114e-05,62,8.403e-04,2,1.330e-06,3,9.299e-06,16089,0.023,0.069,8.403e-04,2,2.504e-04,556,5.189e-06,17357186,4.549e-06,15217503,0,0,7.156e-06,120,8.403e-04,2,9.566e-05,8.403e-04,2,4.202e-04,1,0.011,27,1,1,1,1,
622980472,Sarah_M_Jacobs,0,23,0,5,0,0,0,0,0,485,0.072,0.217,0,0,2.184e-04,485,0,1234195.500,0,0,0,0,0,8,0,0,7.284e-05,0,0,0,0,0.001,3,574,1,302,1,
2864876597,chashenrynews,0,288,3.055e-06,17,0,0,0,0,0,1220,0.020,0.059,4.202e-04,1,1.374e-04,305,0,783995.188,0,0,0,0,1.789e-06,30,0,0,7.284e-05,0,0,0,0,0.005,13,1,1,303,1,
459895889,HeatherMCurtis1,0,590,8.447e-06,47,0.001,3,1.773e-05,40,4.588e-05,79379,0.027,0.080,0.004,9,4.607e-04,1023,1.671e-06,5590906.500,6.443e-06,21551188,0,0,6.321e-06,106,0.002,5,2.484e-04,0.001,3,0.003,7,8.403e-04,2,1,1,1,1,
21965274,rnania,0,199,5.931e-06,33,4.202e-04,1,3.546e-06,8,3.797e-05,65699,0.055,0.166,0.002,4,6.823e-04,1515,3.639e-06,12171150,4.093e-06,13691002,0,0,2.863e-06,48,0.001,3,2.121e-04,4.202e-04,1,8.403e-04,2,8.403e-04,2,1,1,1,1,
16034316,ClohertyWTOP,0,371,1.150e-05,64,0.002,5,8.421e-06,19,1.514e-04,262017,0.058,0.173,0.008,18,9.908e-04,2200,7.808e-06,26118592,1.043e-05,34886224,1.487e-04,1,1.050e-05,176,0.003,8,2.520e-04,0.005,12,0.003,7,0.015,35,1,1,1,1,
21820908,KRCOOPER,0,2,0,0,0,0,0,0,0,588,0,0,0,0,2.648e-04,588,0,0,0,0,0,0,0,0,0,0,7.284e-05,0,0,0,0,0,0,575,51,304,132,
52490295,StvBurns,0,692,8.447e-06,47,0.001,3,1.906e-05,43,9.028e-05,156198,0.023,0.068,0.003,6,3.675e-04,816,1.782e-06,5960381,1.807e-05,60449824,0,0,6.679e-06,112,0.002,4,2.506e-04,0.002,5,0.001,3,0.002,4,1,1,1,1,
23591244,julesvideo,0,99,1.617e-06,9,0,0,0,0,6.334e-06,10959,0.030,0.091,4.202e-04,1,3.797e-04,843,0,0,0,0,0,0,0,12,0,0,7.284e-05,0,0,4.202e-04,1,4.202e-04,1,1,52,305,133,
34394460,DougLuzader,0,104,1.617e-06,9,0,0,0,0,5.034e-05,87092,0.029,0.087,0.001,3,9.584e-04,2128,0,2971020,1.447e-05,48414048,0,0,0,14,8.403e-04,2,7.724e-05,0,0,4.202e-04,1,8.403e-04,2,1,1,306,1,
197679007,jerharlanCNN,0,221,8.267e-06,46,0.002,5,3.103e-06,7,0.002,3326670,0.069,0.208,0.003,8,6.652e-04,1477,1.113e-05,37228240,1.021e-04,341546080,1.487e-04,1,5.785e-06,97,0.003,7,1.195e-04,0.002,5,0.002,4,0.004,9,1,1,1,1,
3172410434,Aleksander_Lee,0,123,2.336e-06,13,4.202e-04,1,0,1,1.864e-05,32251,0.035,0.106,0.001,3,6.233e-04,1384,4.878e-06,16317079,5.263e-06,17604056,0,0,1.551e-06,26,0.001,3,7.620e-05,4.202e-04,1,4.202e-04,1,0.002,5,576,1,1,1,
28142795,PAnastasi,0,767,2.157e-06,12,0,0,0,0,0,305,0.005,0.016,0,0,1.374e-04,305,1.554e-06,5196883,0,0,0,0,1.372e-06,23,0,0,7.284e-05,0,0,0,0,0.003,6,577,1,307,1,
