Attribute,Bin 1,Bin 2,Bin 3,Bin 4,Bin 5,Bin 6,Bin 7,Bin 8,Bin 9,Bin 10,
USAGE_COUNT,99.72%,0.19%,0.05%,0.02%,0.01%,0.01%,0.00%,0.00%,0%,0.00%,
