Node-Id,Node-Title,attribute-Is-Verified-1-Twitter JSON all_filtered,attribute-Tweets-Sent-Count-1-Twitter JSON all_filtered,inDegreeCentrality-1-Twitter JSON all_filtered,inDegreeCentrality-1-Twitter JSON all_filtered-unscaled,kcore-1-Twitter JSON all_filtered,kcore-1-Twitter JSON all_filtered-unscaled,totalDegreeCentrality-1-Twitter JSON all_filtered,totalDegreeCentrality-1-Twitter JSON all_filtered-unscaled,twitter-actualInfluencer-1-Twitter JSON all_filtered,twitter-actualInfluencer-1-Twitter JSON all_filtered-unscaled,twitter-averageMentionsPerTweet-1-Twitter JSON all_filtered,twitter-averageMentionsPerTweet-1-Twitter JSON all_filtered-unscaled,twitter-mostMentioned-1-Twitter JSON all_filtered,twitter-mostMentioned-1-Twitter JSON all_filtered-unscaled,twitter-numberOfFollowers-1-Twitter JSON all_filtered,twitter-numberOfFollowers-1-Twitter JSON all_filtered-unscaled,twitter-potentialConnectors-1-Twitter JSON all_filtered,twitter-potentialConnectors-1-Twitter JSON all_filtered-unscaled,twitter-potentialReach-1-Twitter JSON all_filtered,twitter-potentialReach-1-Twitter JSON all_filtered-unscaled,twitter-reciprocalMentionsCliqueCount-1-Twitter JSON all_filtered,twitter-reciprocalMentionsCliqueCount-1-Twitter JSON all_filtered-unscaled,twitter-totalMentionsDegree-1-Twitter JSON all_filtered,twitter-totalMentionsDegree-1-Twitter JSON all_filtered-unscaled,twitter-totalMentionsKcore-1-Twitter JSON all_filtered,twitter-totalMentionsKcore-1-Twitter JSON all_filtered-unscaled,twitter-totalMentionsPageRank-1-Twitter JSON all_filtered,twitter-totalReciprocalMentionsUnweighted-1-Twitter JSON all_filtered,twitter-totalReciprocalMentionsUnweighted-1-Twitter JSON all_filtered-unscaled,twitter-trustedSource-1-Twitter JSON all_filtered,twitter-trustedSource-1-Twitter JSON all_filtered-unscaled,twitter-wantsToBeInfluencer-1-Twitter JSON all_filtered,twitter-wantsToBeInfluencer-1-Twitter JSON all_filtered-unscaled,weakComponentMembers-5-Twitter JSON all_filtered,weakComponentMembers-3-Twitter JSON all_filtered,weakComponentMembers-4-Twitter JSON all_filtered,weakComponentMembers-2-Twitter JSON all_filtered,
114670081,rebleber,0,247,5.309e-05,52,0.003,6,1.547e-05,16,0.004,1569266,0.077,0.211,0.011,26,0.008,18612,7.659e-05,48789672,1.006e-04,64080820,0,0,5.066e-05,112,0.005,11,3.150e-04,0.005,11,0.007,17,0.003,6,2,1,3,2,
48075643,CoralMDavenport,0,92,5.309e-05,52,0.002,5,2.031e-05,21,0.005,2108545,0.206,0.565,0.010,22,0.018,40197,1.818e-04,115821488,1.752e-04,111631968,0.002,1,5.654e-05,125,0.005,11,2.919e-04,0.002,5,0.003,7,0.007,15,2,1,3,2,
118747545,eilperin,0,325,1.327e-04,130,0.005,11,6.575e-05,68,0.036,14477715,0.145,0.400,0.045,104,0.010,22919,1.915e-04,121978976,2.996e-04,190838816,0.055,23,2.148e-04,475,0.010,23,0.002,0.013,30,0.017,39,0.014,32,2,1,3,2,
269314519,MichaelLaRosaDC,0,818,1.358e-04,133,4.361e-04,1,0,1,0.006,2526843,0.059,0.163,0.003,6,0.003,6593,2.151e-04,137041856,2.303e-04,146707360,0,0,1.086e-04,240,0.002,4,9.674e-05,4.361e-04,1,0.002,4,0.024,54,2,1,3,2,
1132012321,DaniellaMicaela,0,993,4.175e-04,409,0.006,13,1.402e-04,145,0.039,15527721,0.150,0.412,0.038,87,0.008,17405,5.157e-04,328489664,3.527e-04,224644192,0.152,64,3.890e-04,860,0.010,23,0.001,0.018,42,0.023,53,0.030,69,2,1,3,2,
553840400,priscialva,0,142,3.879e-05,38,4.361e-04,1,1.934e-06,2,2.258e-04,89907,0.097,0.268,0.001,3,0.002,3527,3.861e-05,24594478,3.993e-05,25436540,0,0,2.985e-05,66,8.722e-04,2,9.940e-05,4.361e-04,1,8.722e-04,2,0.007,17,70,1,3,2,
106135104,russellberman,0,95,4.186e-05,41,0.002,5,1.547e-05,16,0.003,1167973,0.157,0.432,0.007,15,0.004,8149,8.143e-05,51871360,1.044e-04,66521828,0,0,5.292e-05,117,0.004,9,2.522e-04,0.002,5,0.004,10,0.003,6,71,1,3,2,
174093269,Emily_DeRuy,0,280,1.531e-05,15,4.361e-04,1,0,1,4.676e-05,18616,0.019,0.054,8.722e-04,2,0.001,3316,2.212e-05,14087611,0,13929.272,0,0,1.086e-05,24,4.361e-04,1,8.436e-05,4.361e-04,1,0,0,0.003,7,2,1,8,2,
83200882,JournalistNikki,0,323,4.084e-06,4,0,0,0,0,3.925e-05,15626,0.005,0.012,8.722e-04,2,6.763e-04,1499,0,0,0,11727.684,0,0,3.166e-06,7,4.361e-04,1,8.826e-05,0,0,4.361e-04,1,4.361e-04,1,2,1,25,8,
50854062,nhheikkinen,0,131,7.963e-05,78,0.003,8,3.965e-05,41,9.485e-04,377648,0.217,0.595,0.009,21,5.780e-04,1281,2.461e-05,15678400,4.144e-05,26395208,0.021,9,8.548e-05,189,0.005,11,2.765e-04,0.005,11,0.004,10,0.009,20,2,1,3,2,
94418344,mirandacgreen,0,291,2.858e-05,28,0.002,4,4.835e-06,5,0.004,1403534,0.035,0.096,0.011,25,0.003,5557,3.486e-05,22208230,1.257e-04,80040256,0,0,4.206e-05,93,0.005,11,2.714e-04,0.002,4,0.007,15,0.003,7,2,1,3,2,
177822689,umairfan,0,170,1.429e-05,14,0.001,3,6.769e-06,7,5.884e-04,234287,0.030,0.082,0.005,12,4.494e-04,996,1.030e-05,6562371,4.905e-05,31242242,0,0,1.809e-05,40,0.003,8,1.909e-04,0.001,3,0.003,7,8.722e-04,2,2,1,3,2,
314099893,Chemnipot,0,42,3.777e-05,37,0.003,7,2.708e-05,28,8.791e-04,350027,0.320,0.881,0.010,24,6.199e-04,1374,2.330e-05,14843690,4.245e-05,27040290,0.005,2,6.106e-05,135,0.005,11,3.041e-04,0.003,7,0.002,5,0.003,6,2,1,3,2,
231454384,skinnerliz,0,129,6.125e-06,6,4.361e-04,1,5.802e-06,6,1.277e-04,50830,0.017,0.047,8.722e-04,2,0.003,7190,3.427e-06,2183230.500,9.834e-06,6264194,0,0,7.689e-06,17,4.361e-04,1,1.718e-04,4.361e-04,1,4.361e-04,1,4.361e-04,1,2,1,3,2,
314149528,MarkSchoeff,0,404,6.738e-05,66,8.722e-04,2,1.450e-05,15,5.583e-04,222284,0.059,0.163,0.003,8,0.002,3645,2.391e-05,15229538,2.058e-05,13112304,0,0,4.342e-05,96,0.002,5,4.253e-04,0.002,4,8.722e-04,2,0.002,5,2,1,3,2,
807975026,svdate,0,2157,7.167e-04,702,0.006,13,1.770e-04,183,0.051,20416988,0.118,0.325,0.033,76,0.004,9174,4.739e-04,301863072,3.026e-04,192731792,0.150,63,5.848e-04,1293,0.010,23,0.001,0.021,49,0.018,41,0.055,125,2,1,3,2,
259395895,JohnJHarwood,0,3736,9.545e-04,935,0.006,13,1.915e-04,198,0.164,65435000,0.091,0.250,0.064,147,0.085,189358,0.002,1281578496,3.602e-04,229468832,0.245,103,0.001,2281,0.010,23,0.002,0.029,66,0.053,122,0.080,184,2,1,3,2,
18172905,rickklein,1,849,3.961e-04,388,0.004,10,1.847e-04,191,0.062,24763422,0.166,0.457,0.037,85,0.050,111339,6.216e-04,395980672,2.574e-04,163982336,0.079,33,4.062e-04,898,0.010,22,0.002,0.014,32,0.031,71,0.015,35,2,1,3,2,
22772264,carolelee,0,57,3.777e-05,37,0.004,9,2.127e-05,22,0.063,24910088,0.236,0.649,0.038,88,0.020,43915,7.683e-05,48940264,3.227e-04,205578784,0.007,3,8.684e-05,192,0.010,23,0.002,0.005,11,0.007,16,0.003,6,2,1,3,2,
48795600,ckubeNBC,0,24,8.167e-06,8,0.001,3,7.736e-06,8,0.019,7581131,0.121,0.333,0.012,27,0.003,7128,2.392e-05,15234316,2.163e-04,137788096,0.002,1,2.488e-05,55,0.007,17,8.066e-04,0.002,4,0.003,8,0,0,72,1,3,2,
297532865,kwelkernbc,0,21,6.125e-06,6,0.001,3,4.835e-06,5,0.278,110710976,0.104,0.286,0.046,105,0.067,147955,1.396e-04,88929424,4.714e-04,300248960,0,0,1.086e-04,240,0.010,23,0.002,0.002,4,0.010,24,0,0,2,1,3,2,
47415772,JillDLawrence,0,1075,2.042e-04,200,0.003,8,3.191e-05,33,0.008,3153939,0.068,0.186,0.014,31,0.007,15537,2.226e-04,141826016,2.040e-04,129931760,0.002,1,1.732e-04,383,0.006,13,4.863e-04,0.007,15,0.011,26,0.019,44,2,1,3,2,
61285110,DonGonyea,0,198,3.369e-05,33,0.002,5,9.670e-06,10,0.004,1493140,0.061,0.167,0.008,19,0.023,51755,2.348e-04,149582576,8.170e-05,52044180,0.002,1,3.890e-05,86,0.004,10,2.516e-04,0.003,7,0.006,13,0.003,7,2,1,3,2,
384335594,alex_mallin,0,162,5.513e-05,54,0.003,7,5.512e-05,57,0.009,3439378,0.121,0.333,0.015,34,0.002,5120,1.145e-04,72959312,1.896e-04,120746192,0.012,5,1.067e-04,236,0.008,18,7.326e-04,0.004,9,0.014,31,0.007,15,2,1,3,2,
177028305,KFaulders,0,258,1.470e-04,144,0.003,7,7.736e-05,80,0.018,7080869,0.203,0.558,0.017,40,0.007,15096,2.609e-04,166200432,2.371e-04,151062192,0.040,17,1.592e-04,352,0.008,18,8.529e-04,0.008,18,0.012,28,0.012,27,2,1,3,2,
292549803,PostRoz,0,154,6.023e-05,59,0.004,9,4.545e-05,47,0.084,33405936,0.139,0.383,0.041,95,0.016,34962,2.296e-04,146279808,3.556e-04,226526960,0.038,16,1.873e-04,414,0.010,23,0.002,0.007,16,0.024,56,0.002,4,73,1,3,2,
299877078,johnson_carrie,0,370,9.188e-05,90,0.004,10,4.545e-05,47,0.022,8836203,0.088,0.243,0.021,48,0.012,27320,2.105e-04,134065424,2.193e-04,139718832,0.010,4,1.551e-04,343,0.009,20,0.001,0.010,22,0.014,33,0.013,30,2,1,3,2,
250492272,igorbobic,0,1515,3.849e-04,377,0.006,13,2.282e-04,236,0.060,23915776,0.090,0.249,0.049,112,0.014,30115,5.728e-04,364883136,2.681e-04,170784656,0.150,63,5.346e-04,1182,0.010,23,0.002,0.023,52,0.040,92,0.048,110,2,1,3,2,
1586584676,EdWeekMMolnar,0,144,4.084e-05,40,0.003,6,3.868e-05,40,9.417e-04,374957,0.101,0.278,0.005,12,7.057e-04,1564,8.064e-06,5136781,1.440e-05,9173860,0.014,6,5.518e-05,122,0.003,7,3.216e-04,0.004,9,0.005,11,0.003,7,2,1,3,2,
59507002,Stephen_Sawchuk,0,218,5.411e-05,53,0.003,6,2.804e-05,29,0.001,428482,0.088,0.243,0.006,13,0.011,24226,9.895e-06,6302976.500,1.519e-05,9675460,0.012,5,5.925e-05,131,0.003,7,2.570e-04,0.004,9,0.003,8,0.003,7,2,1,3,2,
96405362,laurenonthehill,0,488,1.000e-04,98,0.003,6,4.448e-05,46,0.002,768411,0.073,0.201,0.007,17,0.002,4142,5.949e-05,37894536,5.843e-05,37221500,0.007,3,1.167e-04,258,0.003,8,3.481e-04,0.005,11,0.006,13,0.006,13,2,1,3,2,
119784462,caitlinzemma,0,628,1.092e-04,107,0.003,6,4.835e-05,50,0.004,1552029,0.062,0.170,0.019,44,0.006,12329,7.901e-05,50326488,6.711e-05,42750080,0.010,4,1.538e-04,340,0.007,16,5.213e-04,0.007,17,0.011,25,0.017,40,2,1,3,2,
19250369,cphenicie,0,72,1.123e-05,11,0.001,3,7.736e-06,8,2.083e-04,82953,0.056,0.153,0.003,7,6.538e-04,1449,1.221e-05,7779968,2.488e-05,15846625,0,0,1.538e-05,34,0.003,6,1.262e-04,0.001,3,0.002,4,0.002,5,2,1,3,2,
174670082,AriannaProthero,0,294,8.984e-05,88,0.003,6,4.642e-05,48,5.409e-04,215357,0.109,0.299,0.004,10,8.428e-04,1868,4.876e-05,31056548,2.535e-05,16150681,0.007,3,9.046e-05,200,0.003,7,2.641e-04,0.003,7,0.002,5,0.007,15,2,1,3,2,
19371141,DonovanSlack,0,88,2.756e-05,27,0.003,7,1.741e-05,18,0.005,1906829,0.112,0.307,0.014,33,0.003,5764,4.150e-05,26434282,1.284e-04,81769008,0,0,7.011e-05,155,0.008,18,4.582e-04,0.004,9,0.008,18,0.007,15,2,1,3,2,
11680962,jmsummers,0,253,7.861e-05,77,0.004,10,3.191e-05,33,0.006,2256180,0.111,0.304,0.016,37,0.009,20663,1.653e-04,105325384,1.651e-04,105154080,0.007,3,8.684e-05,192,0.008,18,6.057e-04,0.007,15,0.007,17,0.009,21,2,1,3,2,
269579030,DoreyScheimer,0,629,1.154e-04,113,0.005,11,5.705e-05,59,0.009,3670631,0.065,0.180,0.019,44,0.001,3066,5.572e-05,35496132,1.788e-04,113886720,0.012,5,1.402e-04,310,0.008,18,8.723e-04,0.010,23,0.010,23,0.013,29,2,1,3,2,
14659350,peteschroeder,0,740,1.113e-04,109,0.004,10,8.800e-05,91,0.004,1624665,0.054,0.147,0.018,41,0.002,5178,8.555e-05,54497184,7.716e-05,49152260,0.033,14,1.719e-04,380,0.007,16,8.341e-04,0.011,26,0.012,27,0.009,20,74,1,3,2,
39564433,ryanjtracy,0,92,3.165e-05,31,0.002,5,1.644e-05,17,0.001,436924,0.123,0.337,0.007,16,0.002,3911,1.708e-05,10881187,1.066e-04,67919088,0.005,2,4.116e-05,91,0.004,10,2.601e-04,0.002,5,0.004,10,0.004,9,75,1,3,2,
412791809,mchalfant16,0,77,4.084e-05,40,0.002,5,1.064e-05,11,4.239e-04,168775,0.189,0.519,0.005,11,0.001,2808,4.049e-05,25789892,4.181e-05,26632338,0.005,2,3.709e-05,82,0.004,9,1.459e-04,0.003,6,8.722e-04,2,0.005,12,76,1,3,2,
146585071,nora_kelly,0,335,8.984e-05,88,0.003,6,3.578e-05,37,0.002,900249,0.096,0.263,0.008,18,0.002,4446,7.981e-05,50835696,9.804e-05,62448300,0,0,9.046e-05,200,0.004,9,3.686e-04,0.004,9,0.007,15,0.010,24,77,1,3,2,
269911034,YAppelbaum,0,320,6.534e-05,64,0.003,6,3.965e-05,41,0.023,9021359,0.073,0.200,0.017,40,0.011,25024,2.203e-04,140297632,2.617e-04,166696768,0,0,9.951e-05,220,0.007,17,6.185e-04,0.004,9,0.017,38,0.007,15,2,1,3,2,
46955476,GrahamDavidA,0,979,1.184e-04,116,0.005,11,6.479e-05,67,0.020,7831743,0.043,0.118,0.024,54,0.012,25855,2.626e-04,167290976,2.239e-04,142639504,0.010,4,1.533e-04,339,0.008,19,8.330e-04,0.009,21,0.009,21,0.008,18,2,1,3,2,
49031364,MarshallCohen,0,504,2.134e-04,209,0.006,13,8.413e-05,87,0.047,18578908,0.151,0.415,0.033,76,0.008,17872,5.333e-04,339692992,3.615e-04,230296640,0.090,38,2.754e-04,609,0.010,23,0.001,0.012,27,0.026,59,0.022,50,2,1,3,2,
1499145156,tcberenson,0,255,4.186e-05,41,0.003,6,3.094e-05,32,0.005,2036993,0.058,0.161,0.008,19,0.001,2732,5.739e-05,36557884,1.486e-04,94688320,0.010,4,8.006e-05,177,0.004,10,4.188e-04,0.004,9,0.006,13,0.004,9,2,1,3,2,
16061946,kelmej,0,1216,1.909e-04,187,0.005,11,5.609e-05,58,0.004,1531730,0.056,0.154,0.024,54,0.002,5193,7.853e-05,50026092,1.381e-04,87970056,0.031,13,2.022e-04,447,0.008,18,8.621e-04,0.011,25,0.012,28,0.024,54,2,1,3,2,
3739469775,AlexClearfield,0,663,1.940e-04,190,0.005,11,8.316e-05,86,0.003,1337205,0.104,0.287,0.014,33,3.204e-04,710,1.862e-05,11861930,1.750e-04,111497600,0.017,7,1.660e-04,367,0.008,18,4.725e-04,0.011,26,0.007,15,0.017,40,2,1,3,2,
14517538,derekwillis,0,1385,1.256e-04,123,0.004,10,5.318e-05,55,0.012,4587416,0.032,0.089,0.025,57,0.009,19770,1.451e-04,92428208,1.978e-04,126022360,0.005,2,1.538e-04,340,0.009,20,0.001,0.007,17,0.020,45,0.011,25,2,1,3,2,
138774153,timdevaney,0,20,0,1,0,0,0,0,4.385e-06,1746,0.018,0.050,0,0,7.878e-04,1746,0,745048.375,0,0,0,0,0,1,0,0,8.143e-05,0,0,0,0,0,0,78,1,26,9,
136550204,scottwongDC,0,2203,7.851e-04,769,0.006,13,2.031e-04,210,0.045,17736212,0.127,0.349,0.054,124,0.012,26116,7.433e-04,473458624,3.229e-04,205711888,0.186,78,8.576e-04,1896,0.010,23,0.002,0.026,59,0.046,105,0.076,174,2,1,3,2,
52282776,leonardkl,0,712,1.572e-04,154,0.004,9,7.349e-05,76,0.004,1468068,0.079,0.216,0.014,33,0.004,8880,1.024e-04,65220760,1.141e-04,72669512,0.026,11,1.370e-04,303,0.007,15,5.307e-04,0.010,22,0.011,25,0.011,26,2,1,3,2,
19734832,sarahkliff,0,184,3.573e-05,35,0.003,7,2.514e-05,26,0.010,4012641,0.069,0.190,0.017,39,0.054,119664,1.893e-04,120592328,1.807e-04,115095432,0.012,5,7.101e-05,157,0.007,15,4.810e-04,0.004,9,0.010,23,0.002,4,2,1,3,2,
20378448,philipaklein,0,406,5.921e-05,58,0.004,9,3.578e-05,37,0.038,15049389,0.052,0.143,0.017,39,0.017,38220,2.542e-04,161919312,3.314e-04,211126176,0.017,7,9.634e-05,213,0.008,18,6.386e-04,0.007,15,0.012,28,0.004,9,2,1,3,2,
16812908,crousselle,0,4017,9.698e-05,95,8.722e-04,2,2.224e-05,23,9.953e-04,396301,0.009,0.024,0.003,7,0.003,5817,8.299e-05,52864624,3.755e-05,23921960,0,0,6.965e-05,154,0.001,3,3.227e-04,0.002,4,0.001,3,0.009,21,2,1,3,2,
50325797,chucktodd,1,356,7.452e-05,73,0.006,13,4.255e-05,44,0.322,128135904,0.075,0.205,0.092,211,0.887,1965944,0.002,1231312768,4.607e-04,293466080,0.038,16,3.799e-04,840,0.010,23,0.004,0.009,21,0.041,95,0.013,29,2,1,3,2,
48459553,KatiePavlich,0,437,5.002e-05,49,0.002,4,1.354e-05,14,0.053,21200848,0.041,0.112,0.011,26,0.234,517788,8.402e-04,535229184,2.292e-04,146027072,0.002,1,8.910e-05,197,0.004,9,3.674e-04,0.003,6,0.007,17,0.004,10,2,1,3,2,
91010836,CatSzeltner,0,147,2.858e-05,28,8.722e-04,2,1.160e-05,12,3.720e-04,148116,0.069,0.190,0.003,6,0.002,4545,6.898e-06,4393775,2.005e-05,12773041,0,0,2.216e-05,49,8.722e-04,2,3.224e-04,0.002,4,0.001,3,4.361e-04,1,2,1,3,2,
353866329,mVespa1,0,1690,1.940e-04,190,8.722e-04,2,3.288e-05,34,0.009,3600864,0.041,0.112,0.003,7,0.003,7191,3.114e-04,198374112,1.662e-04,105882128,0,0,1.583e-04,350,0.001,3,2.854e-04,0.002,5,0.002,4,0.014,32,2,1,3,2,
252773615,JusticeGGreen,0,82,3.267e-05,32,0.002,4,6.769e-06,7,4.671e-04,185997,0.142,0.390,0.003,6,4.246e-04,941,1.975e-05,12577963,7.561e-05,48164704,0.002,1,2.171e-05,48,0.002,5,1.053e-04,0.002,4,4.361e-04,1,0.003,6,2,1,3,2,
11702412,VickoftheHill,0,1870,5.707e-04,559,0.002,4,4.835e-06,5,1.445e-04,57519,0.109,0.299,0.002,5,9.444e-04,2093,1.693e-04,107839856,3.486e-05,22205404,0,0,4.523e-04,1000,0.002,4,1.168e-04,0.002,4,4.361e-04,1,0.061,141,2,1,3,2,
22313347,jdelreal,0,639,5.513e-05,54,0.003,7,2.804e-05,29,0.011,4513776,0.031,0.085,0.020,45,0.010,23095,2.268e-04,144482496,1.813e-04,115455536,0,0,8.322e-05,184,0.008,19,6.472e-04,0.004,10,0.016,37,0.005,11,79,1,3,2,
250912539,cimarcos,0,340,1.317e-04,129,0.004,10,4.255e-05,44,0.006,2384448,0.138,0.379,0.021,48,0.004,8601,1.079e-04,68753712,1.484e-04,94552496,0.031,13,1.538e-04,340,0.008,18,7.296e-04,0.010,22,0.015,34,0.020,45,2,1,3,2,
24951142,NiallStanage,0,740,9.494e-05,93,0.004,10,2.901e-05,30,0.006,2284047,0.046,0.126,0.017,38,0.003,7406,8.533e-05,54351640,1.324e-04,84333464,0.007,3,9.951e-05,220,0.008,18,6.784e-04,0.007,16,0.009,21,0.006,13,2,1,3,2,
243725308,aaltman82,0,146,6.636e-05,65,0.002,5,3.481e-05,36,0.003,1342140,0.162,0.445,0.005,12,0.002,4328,9.890e-05,63001520,1.431e-04,91159104,0.005,2,6.965e-05,154,0.003,7,2.975e-04,0.003,7,0.004,9,0.009,21,2,1,3,2,
52797896,haleybureau,0,151,3.063e-05,30,0.002,4,1.450e-05,15,9.923e-04,395092,0.072,0.199,0.006,13,0.002,3446,3.293e-05,20977328,5.909e-05,37640368,0.002,1,3.257e-05,72,0.003,7,1.865e-04,0.003,6,0.003,6,0.004,9,2,1,3,2,
142359854,marinakoren,0,339,3.675e-05,36,0.002,5,1.547e-05,16,8.975e-04,357338,0.039,0.106,0.007,17,0.002,4690,5.186e-05,33035040,5.380e-05,34269572,0,0,4.161e-05,92,0.004,9,2.265e-04,0.002,5,0.004,9,0.001,3,2,1,3,2,
579560688,VerbDC,0,441,2.144e-05,21,4.361e-04,1,0,1,1.983e-05,7894,0.017,0.048,8.722e-04,2,3.763e-04,834,3.161e-06,2013803.750,4.519e-06,2878481.250,0,0,1.266e-05,28,4.361e-04,1,1.592e-04,4.361e-04,1,4.361e-04,1,0.003,6,2,1,3,2,
87584353,jasondhorowitz,0,255,1.429e-05,14,4.361e-04,1,1.934e-06,2,0.024,9612007,0.020,0.055,0.008,19,0.007,16033,8.535e-05,54368728,3.293e-04,209769216,0,0,3.392e-05,75,0.007,16,3.497e-04,4.361e-04,1,0.004,10,0.001,3,2,1,3,2,
264924050,shomaristone,0,397,8.167e-06,8,4.361e-04,1,1.934e-06,2,0.003,1292067,0.007,0.020,0.016,36,0.049,109396,4.521e-05,28800564,6.814e-05,43407400,0,0,3.709e-05,82,0.004,9,5.084e-04,4.361e-04,1,0.009,20,0,0,2,1,3,2,
47632905,Jordanfabian,0,514,1.868e-04,183,0.005,12,1.160e-04,120,0.044,17382350,0.129,0.356,0.044,102,0.008,17573,2.410e-04,153531824,2.732e-04,174050016,0.048,20,3.162e-04,699,0.010,23,0.002,0.015,34,0.034,77,0.025,57,2,1,3,2,
18992437,misswilson,0,287,8.882e-05,87,0.003,8,2.127e-05,22,7.728e-04,307697,0.110,0.303,0.009,20,0.001,2423,5.071e-05,32303760,7.990e-05,50896332,0.012,5,8.141e-05,180,0.005,12,2.739e-04,0.006,13,0.004,9,0.012,28,2,1,3,2,
89237846,bkamisar,0,372,1.225e-04,120,0.004,9,7.349e-05,76,0.006,2216557,0.117,0.323,0.015,34,0.001,3173,6.133e-05,39068776,1.615e-04,102857168,0.010,4,1.628e-04,360,0.008,18,6.232e-04,0.006,14,0.011,25,0.010,22,2,1,3,2,
264025526,elizacollins1,0,611,2.093e-04,205,0.004,10,7.929e-05,82,0.004,1748566,0.122,0.336,0.019,44,0.004,8548,1.340e-04,85350368,9.366e-05,59658136,0.010,4,2.442e-04,540,0.008,18,5.518e-04,0.009,21,0.015,34,0.030,69,2,1,3,2,
27438376,djusatoday,0,79,3.675e-05,36,0.002,5,9.670e-06,10,0.001,405764,0.166,0.456,0.007,16,0.001,2928,2.424e-05,15438193,5.804e-05,36968212,0,0,3.166e-05,70,0.004,10,2.572e-04,0.003,6,0,0,0,0,80,1,3,10,
346197350,justinsink,0,422,1.450e-04,142,0.006,13,1.189e-04,123,0.037,14693401,0.122,0.336,0.046,105,0.009,19545,2.082e-04,132597656,2.563e-04,163257024,0.121,51,3.008e-04,665,0.010,23,0.003,0.017,40,0.030,68,0.020,46,2,1,3,2,
58869089,margarettalev,0,131,8.371e-05,82,0.005,12,4.448e-05,46,0.020,7974331,0.228,0.626,0.036,82,0.013,28558,2.202e-04,140242400,1.999e-04,127325128,0.033,14,1.479e-04,327,0.010,23,0.001,0.008,19,0.012,28,0.006,13,2,1,3,2,
32521584,steveholland1,0,164,1.736e-05,17,0.003,7,8.703e-06,9,0.023,9278275,0.038,0.104,0.027,62,0.008,17660,8.055e-05,51306788,2.605e-04,165908496,0.005,2,1.108e-04,245,0.010,22,7.472e-04,0.003,7,0.020,47,0.003,8,2,1,3,2,
349394162,SKLevine,0,313,6.330e-05,62,0.002,5,1.354e-05,14,0.001,468052,0.072,0.198,0.007,16,5.825e-04,1291,5.328e-05,33941152,5.268e-05,33554224,0.002,1,6.016e-05,133,0.003,8,2.876e-04,0.003,8,0.006,14,0.007,17,2,1,3,2,
44986099,amyellisnutt,0,48,1.123e-05,11,8.722e-04,2,5.802e-06,6,1.452e-04,57818,0.083,0.229,0.001,3,0.001,2272,2.406e-05,15325742,3.747e-05,23865746,0,0,9.498e-06,21,8.722e-04,2,1.099e-04,8.722e-04,2,8.722e-04,2,4.361e-04,1,81,1,3,2,
19608273,Milbank,0,67,6.125e-06,6,0,0,0,0,0.006,2413660,0.033,0.090,0.011,26,0.035,78439,7.803e-05,49706940,1.936e-04,123332136,0,0,2.397e-05,53,0.006,13,4.311e-04,0,0,0.005,11,4.361e-04,1,2,1,27,2,
55394190,ASimendinger,0,984,3.389e-04,332,0.005,11,4.932e-05,51,0.016,6280095,0.123,0.337,0.021,48,0.005,11074,2.160e-04,137592704,2.913e-04,185548304,0.010,4,2.994e-04,662,0.010,22,6.836e-04,0.010,24,0.015,35,0.041,93,2,1,3,2,
24439201,jameshohmann,0,836,3.941e-04,386,0.006,13,9.863e-05,102,0.079,31613274,0.168,0.462,0.041,94,0.020,44081,3.669e-04,233736736,3.137e-04,199838912,0.090,38,3.700e-04,818,0.010,23,0.001,0.016,37,0.021,49,0.036,82,2,1,3,2,
14049145,JNSmall,0,68,1.736e-05,17,8.722e-04,2,1.934e-06,2,0.002,954557,0.091,0.250,0.003,6,0.009,19899,2.730e-05,17388940,1.618e-04,103055592,0,0,1.131e-05,25,0.002,5,1.013e-04,8.722e-04,2,4.361e-04,1,4.361e-04,1,2,1,3,2,
17634686,cyram,0,18,3.063e-06,3,0,0,0,0,7.419e-06,2954,0.061,0.167,4.361e-04,1,4.268e-04,946,4.331e-06,2758606,3.099e-06,1973860.125,0,0,2.261e-06,5,4.361e-04,1,9.197e-05,0,0,0,0,4.361e-04,1,82,1,28,2,
301750247,NPRrelving,0,7,2.042e-06,2,0,0,0,0,0.008,3140767,0.104,0.286,0.005,11,0.017,38394,8.969e-05,57130424,1.412e-04,89930704,0,0,2.081e-05,46,0.004,9,3.037e-04,0,0,0,0,4.361e-04,1,83,1,29,2,
15741451,chriswilsondc,0,141,1.327e-05,13,0.002,4,4.835e-06,5,4.811e-04,191561,0.034,0.092,0.003,7,0.001,3262,1.326e-05,8445757,7.179e-05,45729640,0,0,1.176e-05,26,0.002,5,1.400e-04,0.002,5,4.361e-04,1,0.002,4,2,1,3,2,
11579212,StevenSternberg,0,134,8.167e-06,8,0,0,0,0,1.154e-04,45928,0.022,0.060,8.722e-04,2,0.007,16485,1.101e-04,70156544,1.866e-05,11885111,0,0,8.594e-06,19,8.722e-04,2,9.549e-05,0,0,4.361e-04,1,0.002,5,2,1,30,2,
177336591,elizabethjdias,0,111,3.165e-05,31,0.003,6,1.547e-05,16,0.004,1597508,0.102,0.279,0.007,17,0.007,15998,1.018e-04,64847228,1.605e-04,102223400,0.005,2,3.528e-05,78,0.004,10,3.817e-04,0.003,8,0.004,9,8.722e-04,2,84,1,3,2,
