Node-Id,Node-Title,attribute-Is-Verified-1-Twitter JSON all_filtered,attribute-Tweets-Sent-Count-1-Twitter JSON all_filtered,inDegreeCentrality-1-Twitter JSON all_filtered,inDegreeCentrality-1-Twitter JSON all_filtered-unscaled,kcore-1-Twitter JSON all_filtered,kcore-1-Twitter JSON all_filtered-unscaled,totalDegreeCentrality-1-Twitter JSON all_filtered,totalDegreeCentrality-1-Twitter JSON all_filtered-unscaled,twitter-actualInfluencer-1-Twitter JSON all_filtered,twitter-actualInfluencer-1-Twitter JSON all_filtered-unscaled,twitter-averageMentionsPerTweet-1-Twitter JSON all_filtered,twitter-averageMentionsPerTweet-1-Twitter JSON all_filtered-unscaled,twitter-mostMentioned-1-Twitter JSON all_filtered,twitter-mostMentioned-1-Twitter JSON all_filtered-unscaled,twitter-numberOfFollowers-1-Twitter JSON all_filtered,twitter-numberOfFollowers-1-Twitter JSON all_filtered-unscaled,twitter-potentialConnectors-1-Twitter JSON all_filtered,twitter-potentialConnectors-1-Twitter JSON all_filtered-unscaled,twitter-potentialReach-1-Twitter JSON all_filtered,twitter-potentialReach-1-Twitter JSON all_filtered-unscaled,twitter-reciprocalMentionsCliqueCount-1-Twitter JSON all_filtered,twitter-reciprocalMentionsCliqueCount-1-Twitter JSON all_filtered-unscaled,twitter-totalMentionsDegree-1-Twitter JSON all_filtered,twitter-totalMentionsDegree-1-Twitter JSON all_filtered-unscaled,twitter-totalMentionsKcore-1-Twitter JSON all_filtered,twitter-totalMentionsKcore-1-Twitter JSON all_filtered-unscaled,twitter-totalMentionsPageRank-1-Twitter JSON all_filtered,twitter-totalReciprocalMentionsUnweighted-1-Twitter JSON all_filtered,twitter-totalReciprocalMentionsUnweighted-1-Twitter JSON all_filtered-unscaled,twitter-trustedSource-1-Twitter JSON all_filtered,twitter-trustedSource-1-Twitter JSON all_filtered-unscaled,twitter-wantsToBeInfluencer-1-Twitter JSON all_filtered,twitter-wantsToBeInfluencer-1-Twitter JSON all_filtered-unscaled,weakComponentMembers-5-Twitter JSON all_filtered,weakComponentMembers-3-Twitter JSON all_filtered,weakComponentMembers-4-Twitter JSON all_filtered,weakComponentMembers-2-Twitter JSON all_filtered,
21845498,ChronBrown,0,7,3.063e-06,3,0,0,0,0,3.677e-05,14642,0.156,0.429,0.001,3,4.246e-04,941,0,0,1.373e-05,8744719,0,0,2.261e-06,5,8.722e-04,2,9.559e-05,0,0,0,0,0,0,1,1,1,1,
3291195791,judyeayers,0,741,7.861e-05,77,0,0,0,0,0,403,0.038,0.104,0,0,1.818e-04,403,1.683e-05,10721406,0,0,0,0,6.468e-05,143,0,0,8.143e-05,0,0,0,0,0.010,24,2,1,2,2,
259711925,Fox5Wagner,0,160,1.736e-05,17,0.002,4,1.064e-05,11,8.390e-04,334042,0.039,0.106,0.007,15,0.002,4913,2.537e-05,16158936,3.820e-05,24335964,0,0,5.518e-05,122,0.003,7,4.495e-04,0.002,5,0.004,10,0.002,5,2,1,3,2,
113745340,maureen_orth,0,18,5.104e-06,5,4.361e-04,1,0,1,6.200e-04,246855,0.101,0.278,0.001,3,0.003,6212,5.652e-06,3600249.500,1.167e-04,74330440,0,0,3.618e-06,8,8.722e-04,2,1.033e-04,4.361e-04,1,0,0,0,0,2,1,3,3,
251496437,karynbruggeman,0,119,2.042e-06,2,0,0,0,0,1.229e-05,4893,0.006,0.017,4.361e-04,1,8.780e-04,1946,2.809e-06,1789456.125,4.662e-06,2969854,0,0,2.261e-06,5,4.361e-04,1,8.925e-05,0,0,0,0,8.722e-04,2,2,1,4,2,
375662595,EricLiptonNYT,1,944,3.063e-04,300,0.005,11,7.156e-05,74,0.078,31018612,0.116,0.318,0.046,105,0.053,117597,8.333e-04,530819232,3.101e-04,197544512,0.045,19,3.826e-04,846,0.010,23,0.002,0.009,21,0.031,71,0.022,50,2,1,3,2,
18126916,adamnpeck,0,212,2.042e-06,2,0,0,0,0,6.950e-06,2767,0.003,0.009,4.361e-04,1,6.430e-04,1425,0,730533.250,0,1342,0,0,1.357e-06,3,0,0,9.874e-05,0,0,0,0,0,0,3,1,5,4,
42703163,SarahKarlin,0,866,3.083e-04,302,0.004,9,1.770e-04,183,0.008,3063974,0.127,0.349,0.022,50,0.004,8774,2.330e-04,148430304,9.561e-05,60901996,0.055,23,3.365e-04,744,0.007,16,7.488e-04,0.012,28,0.011,26,0.019,43,2,1,3,2,
23455653,abettel,0,253,1.593e-04,156,0.004,9,5.899e-05,61,0.007,2666047,0.224,0.617,0.010,23,0.001,2978,9.209e-05,58661728,1.782e-04,113506104,0.010,4,1.551e-04,343,0.005,12,4.123e-04,0.005,12,0.009,21,0.005,11,2,1,3,2,
165204211,AndrewRestuccia,0,333,2.389e-04,234,0.006,13,1.538e-04,159,0.031,12537568,0.256,0.703,0.061,140,0.008,18713,2.769e-04,176352304,2.102e-04,133863808,0.231,97,4.012e-04,887,0.010,23,0.002,0.020,47,0.038,87,0.034,77,2,1,3,2,
25294855,tedhesson,0,251,9.086e-05,89,0.003,6,1.837e-05,19,0.003,1002894,0.129,0.355,0.008,18,0.003,5977,1.256e-04,79981088,1.175e-04,74865264,0.005,2,8.141e-05,180,0.004,10,2.850e-04,0.003,8,0.005,11,0.008,18,2,1,3,2,
118130765,dylanlscott,0,835,7.350e-05,72,0.004,9,5.028e-05,52,0.010,3926325,0.031,0.086,0.019,43,0.012,26232,1.463e-04,93198896,1.587e-04,101088288,0.017,7,1.194e-04,264,0.007,17,6.292e-04,0.007,16,0.010,24,0.010,24,2,1,3,2,
370489880,JoanneKenen,0,685,3.389e-04,332,0.004,9,1.054e-04,109,0.005,2051167,0.176,0.485,0.013,30,0.008,17423,2.139e-04,136282688,1.043e-04,66459952,0.036,15,2.777e-04,614,0.007,15,4.732e-04,0.008,19,0.009,20,0.024,55,2,1,3,2,
44951698,amaxsmith,0,821,2.348e-05,23,8.722e-04,2,4.835e-06,5,9.818e-04,390909,0.010,0.028,0.007,17,0.002,5383,3.721e-05,23701768,3.330e-05,21213194,0,0,6.151e-05,136,0.003,7,3.827e-04,8.722e-04,2,0.006,13,0.004,10,2,1,3,2,
27710985,David_Pittman,0,28,9.188e-06,9,0.002,5,7.736e-06,8,0.001,445392,0.117,0.321,0.005,12,0.003,6041,2.994e-05,19072252,4.670e-05,29744482,0.005,2,3.257e-05,72,0.004,9,2.170e-04,0.002,5,0.003,7,8.722e-04,2,4,1,3,2,
26953478,hbottemiller,0,338,9.392e-05,92,0.003,7,3.578e-05,37,0.005,1959779,0.099,0.272,0.015,34,0.007,16072,8.825e-05,56211764,1.382e-04,88014776,0,0,1.027e-04,227,0.007,16,6.727e-04,0.005,11,0.008,19,0.006,13,2,1,3,2,
273700859,kpolantz,0,186,5.002e-05,49,0.005,11,5.028e-05,52,0.051,20229944,0.096,0.263,0.037,84,0.004,9507,1.257e-04,80044936,3.451e-04,219814880,0.029,12,1.854e-04,410,0.010,23,0.002,0.009,21,0.022,51,0.003,7,5,1,3,2,
150686538,jeremyherb,0,501,2.358e-04,231,0.006,13,1.934e-04,200,0.070,27804582,0.168,0.461,0.060,137,0.006,13733,5.936e-04,378138176,3.836e-04,244379328,0.162,68,4.175e-04,923,0.010,23,0.004,0.019,44,0.041,94,0.015,35,6,1,3,2,
92544900,evanperez,0,848,2.797e-04,274,0.006,13,1.354e-04,140,0.109,43585060,0.117,0.323,0.042,96,0.012,27486,5.632e-04,358778912,4.194e-04,267184016,0.136,57,3.419e-04,756,0.010,23,0.002,0.018,42,0.019,44,0.041,94,2,1,3,2,
52392666,ZoeTillman,0,822,1.429e-04,140,0.005,11,1.770e-04,183,0.092,36437300,0.062,0.170,0.036,82,0.015,33297,5.677e-04,361609024,3.430e-04,218474336,0.017,7,4.455e-04,985,0.010,22,0.003,0.006,14,0.029,66,0.009,21,2,1,3,2,
26632935,HopeSeck,0,974,2.665e-04,261,0.005,11,1.373e-04,142,0.004,1434169,0.097,0.268,0.011,25,0.003,5864,1.706e-04,108653464,1.216e-04,77460808,0.076,32,2.528e-04,559,0.007,15,4.935e-04,0.010,23,0.007,15,0.014,33,2,1,3,2,
36607254,Oriana0214,0,1426,3.542e-04,347,0.005,11,2.514e-04,260,0.012,4764950,0.088,0.243,0.019,43,0.004,9420,1.994e-04,127029104,1.845e-04,117500928,0.090,38,4.297e-04,950,0.007,16,0.001,0.013,30,0.011,26,0.018,42,2,1,3,2,
420832039,StephenLosey,0,516,2.174e-04,213,0.005,11,1.615e-04,167,0.005,1871339,0.150,0.413,0.011,25,0.001,2745,1.271e-04,80966992,1.524e-04,97084352,0.026,11,2.049e-04,453,0.007,15,6.302e-04,0.007,16,0.007,16,0.006,13,2,1,3,2,
16949386,JeffSchogol,0,295,1.276e-04,125,0.005,11,5.415e-05,56,0.003,1170839,0.154,0.424,0.010,22,0.002,5101,1.198e-04,76285224,7.627e-05,48586384,0.033,14,1.063e-04,235,0.007,15,3.460e-04,0.007,16,0.005,11,0.006,14,2,1,3,2,
158072303,ValerieInsinna,0,1414,5.207e-04,510,0.005,11,4.680e-04,484,0.018,7114972,0.131,0.361,0.019,43,0.004,8440,2.312e-04,147286944,2.197e-04,139918624,0.100,42,6.070e-04,1342,0.007,16,0.002,0.012,28,0.012,27,0.009,21,2,1,3,2,
17907987,timkmak,0,592,8.065e-05,79,0.006,13,4.932e-05,51,0.061,24174792,0.049,0.133,0.055,126,0.020,44525,3.293e-04,209772096,3.484e-04,221954752,0.033,14,2.488e-04,550,0.010,23,0.002,0.009,20,0.042,96,0.013,30,2,1,3,2,
22891564,chrisgeidner,0,4303,5.523e-04,541,0.006,13,3.626e-04,375,0.095,37804452,0.046,0.126,0.060,137,0.045,100686,6.832e-04,435215840,3.226e-04,205464112,0.052,22,7.250e-04,1603,0.010,23,0.004,0.015,35,0.050,114,0.032,74,2,1,3,2,
15972530,paulmcleary,0,726,1.092e-04,107,0.005,11,6.092e-05,63,0.006,2470759,0.054,0.147,0.017,38,0.007,14917,1.772e-04,112847600,1.721e-04,109646192,0.033,14,1.547e-04,342,0.007,16,5.612e-04,0.007,17,0.011,26,0.012,27,2,1,3,2,
119048111,barbarastarrcnn,1,638,1.011e-04,99,0.005,11,6.092e-05,63,0.067,26578978,0.056,0.155,0.034,79,0.020,43230,4.724e-04,300890496,3.915e-04,249403808,0.026,11,2.081e-04,460,0.010,22,0.001,0.007,15,0.027,63,0.015,35,2,1,3,2,
41653798,PDShinkman,0,439,1.194e-04,117,0.005,11,4.545e-05,47,0.002,704145,0.097,0.267,0.010,23,0.002,4532,7.219e-05,45985060,1.027e-04,65425260,0.024,10,1.167e-04,258,0.005,11,4.006e-04,0.007,16,0.008,19,0.019,43,2,1,3,2,
14081659,jacqklimas,0,204,6.738e-05,66,0.003,8,3.481e-05,36,0.002,891848,0.118,0.324,0.011,25,0.003,5583,1.496e-04,95280096,7.749e-05,49362264,0.005,2,7.780e-05,172,0.006,14,3.010e-04,0.003,8,0.004,10,0.005,11,2,1,3,2,
16547587,LeoShane,0,807,2.358e-04,231,0.005,11,1.944e-04,201,0.014,5670926,0.104,0.286,0.027,62,0.008,17597,2.269e-04,144512608,1.833e-04,116771504,0.052,22,3.501e-04,774,0.008,18,0.002,0.013,30,0.023,53,0.012,27,2,1,3,2,
20658469,Travis_Tritten,0,864,1.929e-04,189,0.005,11,7.736e-05,80,0.004,1475632,0.080,0.219,0.010,24,0.002,3855,1.094e-04,69706664,1.123e-04,71543888,0.033,14,1.891e-04,418,0.007,15,4.064e-04,0.007,16,0.007,17,0.031,71,2,1,3,2,
16328195,GrantGross,0,73,1.531e-05,15,0,0,0,0,4.541e-05,18081,0.075,0.205,4.361e-04,1,0.001,2583,2.137e-05,13613096,0,0,0,0,9.498e-06,21,0,0,8.143e-05,0,0,0,0,0.002,5,2,1,6,2,
103016675,AaronMehta,0,2553,6.973e-04,683,0.005,11,5.754e-04,595,0.030,12068260,0.097,0.268,0.030,69,0.007,15745,2.519e-04,160441008,2.977e-04,189647472,0.114,48,8.340e-04,1844,0.008,18,0.003,0.017,40,0.020,47,0.038,86,2,1,3,2,
240737740,MarcusReports,0,272,1.164e-04,114,0.005,11,1.006e-04,104,0.013,5239602,0.152,0.419,0.017,40,0.008,18617,1.702e-04,108434144,2.557e-04,162860224,0.043,18,1.927e-04,426,0.007,16,9.287e-04,0.008,19,0.013,29,0.005,12,2,1,3,2,
16285830,philewing,0,1731,2.665e-04,261,0.005,11,4.642e-05,48,0.009,3508046,0.055,0.151,0.014,33,0.005,11882,2.816e-04,179380640,1.283e-04,81748624,0.019,8,2.221e-04,491,0.007,16,5.478e-04,0.008,18,0.009,20,0.020,46,2,1,3,2,
2342371519,TaraCopp,0,339,1.205e-04,118,0.005,11,1.083e-04,112,0.039,15699231,0.127,0.348,0.032,74,0.003,6556,1.282e-04,81633648,3.460e-04,220368080,0.052,22,2.257e-04,499,0.008,18,0.001,0.011,26,0.025,57,0.010,24,2,1,3,2,
993972252,CraigMWhitlock,0,231,3.471e-05,34,0.003,7,1.160e-05,12,0.015,6042890,0.054,0.147,0.014,33,0.004,8605,5.981e-05,38098496,2.663e-04,169639136,0.002,1,6.694e-05,148,0.007,16,3.041e-04,0.003,7,0.010,22,0.008,18,2,1,3,2,
15510768,beverstine,0,82,1.633e-05,16,0.001,3,8.703e-06,9,4.127e-04,164312,0.071,0.195,0.001,3,7.454e-04,1652,2.066e-05,13159362,7.719e-05,49171000,0.002,1,1.447e-05,32,0.001,3,1.125e-04,0.001,3,8.722e-04,2,0.002,4,2,1,3,2,
19038768,DefenseBaron,0,1923,2.797e-04,274,0.005,11,1.528e-04,158,0.128,51141736,0.052,0.142,0.041,93,0.018,40978,3.963e-04,252462064,4.287e-04,273050624,0.060,25,3.781e-04,836,0.010,22,0.002,0.017,38,0.031,72,0.020,47,2,1,3,2,
301628954,ACapaccio,0,73,0,0,0,0,0,0,0.002,750002,0,0,0.011,25,0.002,5426,0,0,8.039e-05,51204756,0,0,3.483e-05,77,0.007,15,2.829e-04,0,0,0.005,12,0,0,7,1,7,2,
49805751,JuleykaLantigua,0,1231,2.756e-05,27,4.361e-04,1,0,1,2.530e-04,100743,0.008,0.022,0.001,3,0.004,8668,1.200e-04,76468400,1.780e-06,1134040,0,0,1.764e-05,39,4.361e-04,1,9.297e-05,4.361e-04,1,4.361e-04,1,0.003,6,2,1,8,2,
46213956,JamilSmith,0,875,3.981e-05,39,0.002,5,6.769e-06,7,0.043,17179810,0.016,0.045,0.029,67,0.068,149829,2.956e-04,188319200,3.440e-04,219135632,0.002,1,1.086e-04,240,0.008,18,7.702e-04,0.002,5,0.022,51,8.722e-04,2,2,1,3,2,
259300516,cameron_easley,0,340,9.086e-05,89,0.003,7,3.868e-05,40,0.002,942840,0.095,0.262,0.008,19,7.625e-04,1690,7.489e-05,47704772,1.161e-04,73940464,0.002,1,1.072e-04,237,0.005,12,2.106e-04,0.003,8,0.005,12,0.019,44,2,1,3,2,
17827531,eyokley,0,693,2.613e-04,256,0.004,10,5.415e-05,56,0.009,3488310,0.134,0.369,0.010,23,0.005,11864,4.109e-04,261769152,2.308e-04,146997056,0.005,2,2.465e-04,545,0.007,15,3.107e-04,0.007,15,0.007,17,0.042,96,2,1,3,2,
19576571,JaredRizzi,0,1812,5.135e-04,503,0.004,10,1.276e-04,132,0.028,11304472,0.101,0.278,0.013,29,0.007,15605,3.607e-04,229749728,3.047e-04,194060432,0.005,2,4.360e-04,964,0.007,16,7.024e-04,0.007,17,0.007,17,0.042,97,2,1,3,2,
36510873,davidjoachim,0,1145,3.634e-04,356,0.003,8,2.611e-05,27,0.028,11128266,0.113,0.311,0.021,48,0.005,10913,1.429e-04,91044272,2.907e-04,185174336,0.005,2,3.496e-04,773,0.008,18,4.988e-04,0.004,10,0.019,44,0.014,31,2,1,3,2,
45399148,jeneps,0,619,1.521e-04,149,0.006,13,9.186e-05,95,0.044,17395188,0.088,0.241,0.055,126,0.033,73487,3.973e-04,253070656,2.646e-04,168572064,0.069,29,3.107e-04,687,0.010,23,0.002,0.014,32,0.049,113,0.010,24,2,1,3,2,
2431125427,Brian_Faler,0,44,3.063e-06,3,0,0,0,0,4.451e-04,177219,0.025,0.068,0.004,9,5.879e-04,1303,0,0,6.645e-05,42327976,0,0,5.428e-06,12,0.003,6,1.868e-04,0,0,4.361e-04,1,0,0,8,1,9,2,
284639726,AndreaDrusch,0,212,5.921e-05,58,0.004,9,5.705e-05,59,0.007,2787518,0.099,0.274,0.012,28,0.001,2947,5.127e-05,32657522,1.879e-04,119699688,0.007,3,1.330e-04,294,0.007,16,6.711e-04,0.005,12,0.011,25,0.004,10,2,1,3,2,
243337600,Emma_Dumain,0,510,1.797e-04,176,0.005,11,1.006e-04,104,0.009,3459911,0.125,0.345,0.030,68,0.005,10365,1.473e-04,93801920,1.466e-04,93359568,0.040,17,2.433e-04,538,0.009,21,8.343e-04,0.012,27,0.020,46,0.019,43,2,1,3,2,
16247719,FrancoOrdonez,0,550,1.552e-04,152,0.003,7,5.705e-05,59,0.004,1498747,0.100,0.276,0.012,27,0.002,4819,1.252e-04,79734992,1.216e-04,77467904,0.007,3,1.705e-04,377,0.006,13,7.345e-04,0.005,12,0.008,19,0.013,29,2,1,3,2,
160561302,KyleTrygstad,0,122,6.534e-05,64,0.004,9,5.802e-05,60,0.005,1837650,0.191,0.525,0.009,20,0.003,7637,9.573e-05,60978432,2.055e-04,130898456,0.014,6,9.634e-05,213,0.007,15,4.086e-04,0.006,13,0.005,11,0.007,15,2,1,3,2,
550762459,sfpathe,0,298,1.480e-04,145,0.005,11,1.286e-04,133,0.009,3455454,0.177,0.487,0.017,38,0.002,3806,6.710e-05,42742980,1.559e-04,99291800,0.031,13,2.280e-04,504,0.007,17,0.001,0.008,18,0.012,28,0.015,35,2,1,3,2,
22077368,lesleyclark,0,744,2.021e-04,198,0.004,9,1.025e-04,106,0.006,2316686,0.097,0.266,0.013,30,0.003,5725,1.122e-04,71496272,1.316e-04,83856320,0.007,3,2.488e-04,550,0.007,15,6.588e-04,0.005,12,0.010,24,0.019,44,2,1,3,2,
3044840091,NolanDMcCaskill,0,313,7.248e-05,71,0.004,10,2.708e-05,28,0.004,1675800,0.082,0.227,0.012,27,0.004,7827,8.572e-05,54601700,1.653e-04,105304248,0.014,6,8.187e-05,181,0.007,16,3.016e-04,0.006,13,0.008,19,0.013,30,2,1,3,2,
78694788,heatherscope,0,614,4.492e-04,440,0.006,13,2.882e-04,298,0.048,18978608,0.261,0.717,0.041,94,0.005,10570,3.538e-04,225389728,3.161e-04,201329520,0.364,153,5.238e-04,1158,0.010,23,0.003,0.020,45,0.028,65,0.032,74,2,1,3,2,
167024520,rachaelmbade,0,468,2.838e-04,278,0.006,13,2.582e-04,267,0.099,39593032,0.216,0.594,0.071,163,0.019,41902,5.129e-04,326687744,3.850e-04,245211904,0.319,134,4.722e-04,1044,0.010,23,0.004,0.023,52,0.043,98,0.019,43,2,1,3,2,
23578274,kyledcheney,0,642,1.838e-04,180,0.006,13,1.102e-04,114,0.093,37018392,0.102,0.280,0.074,170,0.014,31483,3.247e-04,206835392,3.128e-04,199265952,0.155,65,4.799e-04,1061,0.010,23,0.003,0.014,31,0.070,160,0.016,37,2,1,3,2,
757893380,elianayjohnson,0,688,2.879e-04,282,0.006,13,1.538e-04,159,0.091,36112940,0.149,0.410,0.068,155,0.016,36551,4.598e-04,292896800,3.503e-04,223165088,0.450,189,4.401e-04,973,0.010,23,0.003,0.023,53,0.038,88,0.030,69,2,1,3,2,
46417885,eschor,0,756,3.175e-04,311,0.006,13,2.060e-04,213,0.051,20259244,0.150,0.411,0.049,112,0.008,16799,3.373e-04,214850096,3.036e-04,193380896,0.231,97,4.704e-04,1040,0.010,23,0.003,0.017,40,0.034,78,0.029,67,2,1,3,2,
52521572,MikeGrunwald,0,205,4.798e-05,47,0.003,7,1.450e-05,15,0.006,2559422,0.083,0.229,0.014,31,0.016,36492,1.363e-04,86846344,1.274e-04,81137440,0.002,1,5.835e-05,129,0.007,16,3.861e-04,0.004,9,0.007,17,0.003,8,9,1,3,2,
1684234034,marianne_levine,0,52,4.390e-05,43,0.004,9,1.547e-05,16,0.003,1079660,0.301,0.827,0.020,45,0.003,5758,6.061e-05,38607844,7.572e-05,48235988,0.012,5,7.056e-05,156,0.007,17,4.575e-04,0.005,11,0.007,17,0.005,12,10,1,3,2,
184143817,theodoricmeyer,0,30,1.327e-05,13,0.002,4,6.769e-06,7,0.001,550506,0.158,0.433,0.007,15,0.001,2975,1.835e-05,11690592,9.461e-05,60266444,0.002,1,2.035e-05,45,0.005,12,2.045e-04,0.002,4,8.722e-04,2,0.002,5,11,1,3,2,
204823934,benjaminpenn,0,245,1.205e-04,118,0.002,5,1.267e-04,131,0.005,1919200,0.175,0.482,0.020,45,0.001,2666,8.174e-05,52067700,9.847e-05,62722640,0.010,4,3.107e-04,687,0.004,10,0.002,0.005,12,0.014,33,0.005,12,2,1,3,2,
15129727,nickjuliano,0,203,9.801e-05,96,0.003,8,2.998e-05,31,0.003,1277313,0.172,0.473,0.011,25,0.002,5437,1.142e-04,72747208,1.179e-04,75121432,0.026,11,1.045e-04,231,0.006,14,3.438e-04,0.007,15,0.008,18,0.014,33,12,1,3,2,
179546580,EricaMartinson,0,201,4.186e-05,41,0.001,3,8.703e-06,9,2.865e-04,114087,0.074,0.204,0.003,6,0.003,7388,1.052e-04,67022468,3.535e-05,22518658,0,0,3.437e-05,76,0.002,4,1.160e-04,0.002,4,0.001,3,0.008,18,2,1,3,2,
997684836,pkcapitol,0,636,4.543e-04,445,0.006,13,3.249e-04,336,0.206,81862624,0.254,0.700,0.080,183,0.019,41520,4.299e-04,273823552,4.290e-04,273299424,0.483,203,6.902e-04,1526,0.010,23,0.006,0.032,74,0.054,124,0.023,53,2,1,3,2,
245412130,APAndrewTaylor,0,126,6.738e-05,66,0.006,13,3.191e-05,33,0.007,2733166,0.190,0.524,0.018,41,0.002,5310,8.162e-05,51989584,1.617e-04,103024168,0.050,21,7.689e-05,170,0.009,20,6.457e-04,0.008,18,0.008,18,4.361e-04,1,13,1,3,2,
77920769,alexcguillen,0,283,6.636e-05,65,0.003,8,4.738e-05,49,0.007,2859013,0.084,0.230,0.022,50,0.004,9558,8.923e-05,56839800,1.575e-04,100341848,0.014,6,1.352e-04,299,0.007,15,6.977e-04,0.006,14,0.009,21,0.012,27,2,1,3,2,
19186003,seungminkim,0,902,3.900e-04,382,0.006,13,2.804e-04,290,0.071,28187620,0.154,0.424,0.093,214,0.026,58537,5.304e-04,337839488,3.160e-04,201288224,0.412,173,6.608e-04,1461,0.010,23,0.005,0.034,78,0.066,151,0.033,76,2,1,3,2,
407013776,burgessev,0,915,2.726e-04,267,0.006,13,2.621e-04,271,0.129,51195160,0.106,0.292,0.099,226,0.018,40836,4.107e-04,261634608,3.615e-04,230276544,0.376,158,8.824e-04,1951,0.010,23,0.008,0.023,53,0.079,182,0.014,32,14,1,3,2,
87063281,michaelcrowley,0,198,6.125e-05,60,0.005,11,2.417e-05,25,0.015,6027551,0.110,0.303,0.015,35,0.019,41610,1.848e-04,117726144,1.796e-04,114401320,0.017,7,6.875e-05,152,0.009,21,6.550e-04,0.006,14,0.007,16,0.005,12,15,1,3,2,
50011708,margbrennan,0,1440,5.839e-04,572,0.006,13,1.760e-04,182,0.099,39599304,0.144,0.397,0.079,181,0.028,62518,7.402e-04,471530624,3.181e-04,202597232,0.090,38,6.545e-04,1447,0.010,23,0.004,0.021,48,0.033,76,0.040,91,2,1,3,2,
21316253,ZekeJMiller,1,1191,8.473e-05,83,0.006,13,9.186e-05,95,0.290,115492096,0.025,0.070,0.101,231,0.094,209228,5.578e-04,355294432,4.663e-04,297039744,0.050,21,6.590e-04,1457,0.010,23,0.006,0.010,23,0.090,207,0.009,21,2,1,3,2,
15993122,dsamuelsohn,0,193,6.125e-05,60,0.004,9,3.288e-05,34,0.013,5221301,0.113,0.311,0.023,53,0.005,11724,1.993e-04,126980584,1.974e-04,125771720,0.010,4,1.049e-04,232,0.009,21,7.433e-04,0.004,10,0.010,24,0.004,10,2,1,3,2,
142490217,cam_joseph,0,524,1.950e-04,191,0.005,12,5.222e-05,54,0.030,11777449,0.133,0.365,0.017,39,0.006,13026,2.311e-04,147198144,3.317e-04,211276368,0.031,13,1.936e-04,428,0.010,22,4.059e-04,0.009,21,0.011,25,0.029,67,2,1,3,2,
234493276,BKingDC,0,185,9.698e-05,95,0.003,6,1.354e-05,14,4.716e-04,187786,0.187,0.514,0.007,15,0.002,4847,9.352e-05,59569032,3.565e-05,22710006,0.005,2,7.960e-05,176,0.004,10,1.510e-04,0.003,7,0.005,11,0.013,30,2,1,3,2,
93876666,JessicaTaylor,0,728,1.297e-04,127,0.004,10,5.802e-05,60,0.021,8260287,0.063,0.174,0.020,45,0.013,27834,3.171e-04,201998224,2.051e-04,130647312,0.002,1,1.737e-04,384,0.008,19,5.772e-04,0.007,16,0.014,31,0.026,59,2,1,3,2,
4607,nancyscola,0,158,4.696e-05,46,0.002,5,1.644e-05,17,0.002,803408,0.106,0.291,0.011,26,0.005,10547,5.726e-05,36476920,8.552e-05,54473504,0.005,2,6.920e-05,153,0.006,13,3.313e-04,0.003,6,0.004,10,0.006,14,16,1,3,2,
154084426,StevenOverly,0,200,7.146e-05,70,0.002,5,4.158e-05,43,0.001,486505,0.127,0.350,0.006,14,0.002,4614,4.792e-05,30525746,5.060e-05,32232754,0.005,2,8.458e-05,187,0.004,10,3.088e-04,0.003,7,0.003,8,0.007,15,2,1,3,2,
731167584,RonBrownstein,0,903,2.328e-04,228,0.006,13,9.476e-05,98,0.055,21813180,0.092,0.252,0.034,79,0.020,44043,6.324e-04,402846464,3.224e-04,205357968,0.029,12,3.207e-04,709,0.010,22,0.001,0.009,21,0.024,55,0.027,61,2,1,3,2,
19847765,sahilkapur,0,1500,2.552e-04,250,0.006,13,1.470e-04,152,0.155,61612228,0.061,0.167,0.092,211,0.042,92349,6.259e-04,398707136,3.708e-04,236222784,0.298,125,6.920e-04,1530,0.010,23,0.004,0.027,63,0.082,187,0.023,52,2,1,3,2,
18678924,jmartNYT,0,2724,7.463e-04,731,0.006,13,4.593e-04,475,0.283,112835624,0.098,0.268,0.090,207,0.101,224731,0.001,860185984,4.483e-04,285537024,0.757,318,0.001,2432,0.010,23,0.006,0.044,102,0.072,164,0.068,156,2,1,3,2,
612679579,MarciaCoyle,0,50,3.063e-06,3,0,0,0,0,2.923e-04,116386,0.022,0.060,0.002,5,0.005,10447,1.734e-06,1104759.375,5.033e-05,32056810,0,0,1.040e-05,23,0.001,3,1.935e-04,0,0,4.361e-04,1,8.722e-04,2,2,1,10,2,
262799941,scotusreporter,0,109,1.327e-05,13,0.002,4,6.769e-06,7,0.016,6460644,0.043,0.119,0.024,54,0.014,31700,1.175e-04,74847864,2.610e-04,166285440,0,0,5.925e-05,131,0.008,19,8.138e-04,0.002,4,0.010,24,8.722e-04,2,17,1,3,2,
16067683,pauldemko,0,515,1.684e-04,165,0.004,9,8.316e-05,86,0.008,3165973,0.117,0.320,0.020,46,0.004,9346,1.181e-04,75198248,1.255e-04,79965528,0.036,15,2.148e-04,475,0.007,16,7.286e-04,0.009,21,0.013,30,0.019,44,2,1,3,2,
55874399,dariustahir,0,353,8.167e-05,80,0.004,9,3.094e-05,32,7.525e-04,299627,0.082,0.227,0.007,15,0.001,2383,4.172e-05,26573988,4.136e-05,26345874,0.012,5,6.106e-05,135,0.005,11,3.346e-04,0.005,11,0.002,4,0.005,11,2,1,3,2,
