Node-Id,Node-Title,inDegreeCentrality-2-Twitter JSON all_filtered,inDegreeCentrality-2-Twitter JSON all_filtered-unscaled,totalDegreeCentrality-2-Twitter JSON all_filtered,totalDegreeCentrality-2-Twitter JSON all_filtered-unscaled,weakComponentMembers-6-Twitter JSON all_filtered,
Explorer1,Explorer1,2.349e-06,2,0,2,6590,
ExploreAsOne,ExploreAsOne,2.349e-06,2,0,2,6590,
BlackGlory,BlackGlory,2.349e-06,2,0,2,1,
HBDLangston,HBDLangston,2.349e-06,2,0,0,6591,
Lighthouse,Lighthouse,2.349e-06,2,0,4,1,
Xanthos,Xanthos,3.524e-06,3,0,6,1,
PalliativeCare,PalliativeCare,4.699e-06,4,0,2,1,
FredEx,FredEx,0,1,0,0,6592,
badtothebone,badtothebone,0,1,0,0,6593,
superbowl51,superbowl51,0,1,0,5,1,
properglassware,properglassware,0,1,0,5,1,
foodporn,foodporn,0,1,0,5,1,
instagood,instagood,0,1,0,5,1,
TaxPro,TaxPro,2.349e-06,2,0,2,1,
CSX,CSX,3.524e-06,3,0,9,1,
SCOY18,SCOY18,0,1,0,0,6594,
pot,pot,3.524e-06,3,0,7,1,
PatriotsNation,PatriotsNation,7.048e-06,6,0,6,1,
NFCEast,NFCEast,0,1,0,0,6595,
httrs,httrs,2.349e-06,2,0,0,6596,
hits,hits,2.349e-06,2,0,0,6597,
JoeJacoby,JoeJacoby,0,1,0,2,1,
HallofFame,HallofFame,5.873e-06,5,0,6,1,
Temptations,Temptations,2.349e-06,2,0,4,1,
OtisWilliams,OtisWilliams,2.349e-06,2,0,4,1,
DennisEdwards,DennisEdwards,4.699e-06,4,0,6,1,
EveningForHope,EveningForHope,2.349e-06,2,0,0,6598,
TemptationsForever,TemptationsForever,2.349e-06,2,0,0,6599,
TheTemptations,TheTemptations,0,1,0,2,1,
WhyDidIDoThis,WhyDidIDoThis,0,1,0,0,6600,
weatherreportcard,weatherreportcard,2.349e-06,2,0,2,1,
wapostrong,wapostrong,0,1,0,0,6601,
MidAtlantic,MidAtlantic,2.349e-06,2,0,2,1,
hardworkpaysoff,hardworkpaysoff,2.349e-06,2,0,4,1,
digdeep,digdeep,2.349e-06,2,0,4,1,
DukeVsUNC,DukeVsUNC,0,1,0,0,6602,
dinneronwiz,dinneronwiz,0,1,0,2,1,
EaglesChamps,EaglesChamps,2.349e-06,2,0,0,6603,
MonsterJam,MonsterJam,0,1,0,0,6604,
FlyTurkishAirFly,FlyTurkishAirFly,0,1,0,0,6605,
PittsburghSix,PittsburghSix,0,1,0,0,6606,
thankBrady,thankBrady,0,1,0,0,6607,
CapsVegas,CapsVegas,0,1,0,1,1,
Joker,Joker,0,1,0,2,1,
GroundhogsDay,GroundhogsDay,3.524e-06,3,0,0,6608,
mobilevideo,mobilevideo,2.349e-06,2,0,4,1,
journo,journo,2.349e-06,2,0,4,1,
TankParade,TankParade,0,1,0,0,6609,
icy,icy,3.524e-06,3,0,5,1,
accident,accident,0,1,0,0,6610,
HelenHayesNominations,HelenHayesNominations,0,1,0,0,6611,
EndGame,EndGame,3.524e-06,3,0,0,6612,
PaulSimon,PaulSimon,2.349e-06,2,0,0,6613,
HAMLET,HAMLET,0,1,0,0,6614,
JakeWaid,JakeWaid,0,1,0,2,1,
arenasovereignty,arenasovereignty,3.524e-06,3,0,4,1,
shook,shook,0,1,0,0,6615,
PineRidgeSC,PineRidgeSC,2.349e-06,2,0,4,1,
passiton,passiton,0,1,0,1,6616,
spreadjoy,spreadjoy,0,1,0,1,6616,
sciatica,sciatica,0,1,0,1,6617,
gym,gym,0,1,0,1,6617,
teambreathtaking,teambreathtaking,0,1,0,0,6618,
ApriltheGiraffe,ApriltheGiraffe,0,1,0,2,1,
rocketlaunch,rocketlaunch,0,1,0,1,6619,
marsmission,marsmission,0,1,0,1,6619,
bradygivesitup,bradygivesitup,0,1,0,1,1,
relljerv,relljerv,0,1,0,0,6620,
guidedog,guidedog,2.349e-06,2,0,4,1,
laundry,laundry,0,1,0,1,1,
crushed,crushed,2.349e-06,2,0,2,1,
AndreaMcCarren,AndreaMcCarren,2.349e-06,2,0,0,6621,
YouCantCatchMe,YouCantCatchMe,2.349e-06,2,0,0,6622,
Pats,Pats,3.524e-06,3,0,5,1,
screentime,screentime,3.524e-06,3,0,1,1,
newmeeting,newmeeting,2.349e-06,2,0,0,6623,
ReleaseTheDemoMemo,ReleaseTheDemoMemo,0,1,0,1,1,
ReleaseTheDocuments,ReleaseTheDocuments,3.524e-06,3,0,6,1,
THINKICE,THINKICE,2.349e-06,2,0,0,6624,
drivingprogressthroughpartnership,drivingprogressthroughpartnership,2.349e-06,2,0,0,6625,
MarylandStateJobs,MarylandStateJobs,2.349e-06,2,0,2,1,
CherryBlossomParade,CherryBlossomParade,2.349e-06,2,0,10,1,
StarStudded,StarStudded,2.349e-06,2,0,10,1,
Lineup,Lineup,2.349e-06,2,0,10,1,
dmvlinksgored,dmvlinksgored,5.873e-06,5,0,15,1,
dmvlinkshearthealth,dmvlinkshearthealth,3.524e-06,3,0,6,1,
LinksInc,LinksInc,5.873e-06,5,0,16,1,
PopUpSale,PopUpSale,2.349e-06,2,0,0,6626,
FashionforPaws,FashionforPaws,2.349e-06,2,0,4,6627,
WhyHRA,WhyHRA,2.349e-06,2,0,4,6627,
F4PWeek2,F4PWeek2,2.349e-06,2,0,4,6627,
MontCo,MontCo,0,1,0,0,6628,
EaglesFanInDC,EaglesFanInDC,0,1,0,1,1,
EaglesNationInDC,EaglesNationInDC,0,1,0,2,1,
DCCelebratesSuperBowl52,DCCelebratesSuperBowl52,0,1,0,2,1,
JerseyGirl,JerseyGirl,0,1,0,2,1,
Isabela,Isabela,0,1,0,4,1,
WinterWeather,WinterWeather,2.349e-06,2,0,1,6629,
P,P,0,1,0,0,6630,
BestSuperBowlAd,BestSuperBowlAd,0,1,0,0,6631,
PeacockPower,PeacockPower,0,1,0,0,6632,
struggling,struggling,0,1,0,0,6633,
selflove,selflove,2.349e-06,2,0,2,1,
WeatherWednesday,WeatherWednesday,0,1,0,1,6634,
northwestDC,northwestDC,0,1,0,1,6634,
extraearlyrisers,extraearlyrisers,0,1,0,4,1,
caffeineclub,caffeineclub,0,1,0,4,1,
rbf,rbf,0,1,0,0,6635,
twinningonatuesday,twinningonatuesday,0,1,0,4,1,
supercute,supercute,0,1,0,4,1,
dayaftersuperbowl,dayaftersuperbowl,0,1,0,0,6636,
xoxo,xoxo,0,1,0,5,1,
somuchlove,somuchlove,0,1,0,5,1,
nomoresnow,nomoresnow,0,1,0,5,1,
mondaynofunday,mondaynofunday,0,1,0,5,1,
justinblake,justinblake,0,1,0,4,1,
stadiumseating,stadiumseating,0,1,0,4,1,
CelebWhoGive,CelebWhoGive,2.349e-06,2,0,5,1,
CancerAwareness,CancerAwareness,0,1,0,3,1,
FebruaryLove,FebruaryLove,0,1,0,0,6637,
heartdiseaseawareness,heartdiseaseawareness,0,1,0,4,1,
thisis22,thisis22,0,1,0,4,1,
newsteam,newsteam,0,1,0,4,1,
monthofaquarius,monthofaquarius,0,1,0,4,1,
nomorepicturesmom,nomorepicturesmom,0,1,0,5,1,
myfamily,myfamily,0,1,0,5,1,
girlmom,girlmom,0,1,0,5,1,
thegivingkeys,thegivingkeys,0,1,0,5,1,
lacompany,lacompany,0,1,0,5,1,
ProudSpaceNerd,ProudSpaceNerd,0,1,0,0,6638,
MalcolmButler,MalcolmButler,0,1,0,0,6639,
KeepKidsInClass,KeepKidsInClass,0,1,0,0,6640,
disrespectful,disrespectful,0,1,0,0,6641,
Jordans,Jordans,0,1,0,0,6642,
PrinceHologram,PrinceHologram,0,1,0,1,1,
dontdoubledip,dontdoubledip,0,1,0,1,1,
Doritos,Doritos,2.349e-06,2,0,3,1,
MountainDew,MountainDew,0,1,0,1,1,
missedExtraPoint,missedExtraPoint,0,1,0,2,1,
LEMONDANCECHALLENGE,LEMONDANCECHALLENGE,3.524e-06,3,0,3,1,
LemonDanceChallengeThatsARealNewsThing,LemonDanceChallengeThatsARealNewsThing,0,1,0,3,1,
mommymoments,mommymoments,0,1,0,1,6643,
madeit,madeit,0,1,0,1,6643,
readaloudday,readaloudday,2.349e-06,2,0,6,1,
readaloud,readaloud,2.349e-06,2,0,6,1,
NoMoreWinter,NoMoreWinter,2.349e-06,2,0,2,1,
yellowalert,yellowalert,0,1,0,1,1,
WearRedandGive,WearRedandGive,7.048e-06,6,0,16,1,
Giphy,Giphy,2.349e-06,2,0,10,1,
NFLHonors,NFLHonors,4.699e-06,4,0,2,1,
GrandSlam,GrandSlam,7.048e-06,6,0,18,1,
hearthealthy,hearthealthy,3.524e-06,3,0,12,1,
HappyBlackHistoryMonth,HappyBlackHistoryMonth,2.349e-06,2,0,2,1,
dmvlinksredddress,dmvlinksredddress,2.349e-06,2,0,4,1,
beautiesoneandall,beautiesoneandall,2.349e-06,2,0,2,1,
RedDressDay,RedDressDay,3.524e-06,3,0,13,1,
GoRedWearRed,GoRedWearRed,0,1,0,5,1,
rockinthered,rockinthered,0,1,0,3,1,
goldsgym,goldsgym,0,1,0,3,1,
GoingRed,GoingRed,0,1,0,3,1,
FlyEagleaFly,FlyEagleaFly,3.524e-06,3,0,2,1,
MovetheGame,MovetheGame,0,1,0,1,1,
LetAllVotersVote,LetAllVotersVote,2.349e-06,2,0,8,1,
PublicFinancing,PublicFinancing,2.349e-06,2,0,8,1,
CampaignFinance,CampaignFinance,1.527e-05,13,0,20,1,
DCFairElex,DCFairElex,2.349e-06,2,0,8,1,
TravelSkills,TravelSkills,2.349e-06,2,0,0,6644,
SAGAFTRAMidAtlantic,SAGAFTRAMidAtlantic,0,1,0,0,6645,
Embarrassing,Embarrassing,0,1,0,0,6646,
firsttimesolo,firsttimesolo,0,1,0,2,1,
Breitbart,Breitbart,3.524e-06,3,0,14,1,
NBChatesWomen,NBChatesWomen,2.349e-06,2,0,0,6647,
ghd2018,ghd2018,2.349e-06,2,0,2,1,
GuessWhosBack,GuessWhosBack,0,1,0,0,6648,
robbed,robbed,0,1,0,1,1,
GameChangers,GameChangers,5.873e-06,5,0,2,1,
InTheChair,InTheChair,2.349e-06,2,0,0,6649,
47Traitors,47Traitors,2.349e-06,2,0,0,6650,
TXPO2018,TXPO2018,2.349e-06,2,0,0,6651,
JohnKerry,JohnKerry,2.349e-06,2,0,2,6652,
USAID,USAID,2.349e-06,2,0,2,6652,
TheBigThing,TheBigThing,2.349e-06,2,0,0,6653,
AnthonyWeiner,AnthonyWeiner,2.349e-06,2,0,2,6654,
LittleAdamSchiff,LittleAdamSchiff,2.349e-06,2,0,2,6654,
Azaz,Azaz,2.349e-06,2,0,8,1,
AdelleTruthBomb,AdelleTruthBomb,2.349e-06,2,0,6,1,
brill,brill,0,1,0,0,6655,
GodAndCountry,GodAndCountry,2.349e-06,2,0,0,6656,
DumpDish,DumpDish,2.349e-06,2,0,2,3224,
TruthWillPrevail,TruthWillPrevail,2.349e-06,2,0,4,1,
AlNusra,AlNusra,2.349e-06,2,0,4,1,
Su25,Su25,2.349e-06,2,0,4,1,
confirmedbachelor,confirmedbachelor,0,1,0,0,6657,
BrianTerry,BrianTerry,2.349e-06,2,0,0,6658,
believewomen,believewomen,8.223e-06,7,0,10,1,
kthalpShow,kthalpShow,8.223e-06,7,0,10,1,
hack,hack,0,1,0,0,6659,
differentstrokes,differentstrokes,0,1,0,0,6660,
nfllegacy,nfllegacy,0,1,0,3,1,
thisisfootball,thisisfootball,0,1,0,1,1,
BeNice,BeNice,2.349e-06,2,0,4,1,
Prevent2Protect,Prevent2Protect,7.048e-06,6,0,6,1,
HavingFunKeepingItReal,HavingFunKeepingItReal,2.349e-06,2,0,0,6661,
reviewforscience,reviewforscience,4.699e-06,4,0,2,6547,
disease,disease,2.349e-06,2,0,6,1,
restaurants,restaurants,2.349e-06,2,0,6,1,
Vermont,Vermont,2.349e-06,2,0,6,1,
FDCMorningGrind,FDCMorningGrind,2.349e-06,2,0,2,1,
SpaceXFalconHeavy,SpaceXFalconHeavy,0,1,0,1,1,
FalconHeavyTuesday,FalconHeavyTuesday,2.349e-06,2,0,3,1,
KYnews,KYnews,0,1,0,5,1,
LIVTOT,LIVTOT,0,1,0,0,6662,
LiftOff,LiftOff,3.524e-06,3,0,4,1,
PublicSurvey,PublicSurvey,2.349e-06,2,0,0,6663,
WAVE3News,WAVE3News,2.349e-06,2,0,2,1,
WhyIHateGreenBeans,WhyIHateGreenBeans,2.349e-06,2,0,4,1,
SaveCursive,SaveCursive,3.524e-06,3,0,0,6664,
girlfriends,girlfriends,0,1,0,4,1,
HillaryintheWild,HillaryintheWild,0,1,0,0,6665,
FamousForDC,FamousForDC,0,1,0,0,6666,
MemoFatigue,MemoFatigue,0,1,0,0,6667,
GroundhogDayEve,GroundhogDayEve,4.699e-06,4,0,0,6668,
WawaShab,WawaShab,0,1,0,0,6669,
StanLee,StanLee,0,1,0,1,1,
Pelosi,Pelosi,0,1,0,0,6670,
NewYearsResolutions,NewYearsResolutions,0,1,0,0,6671,
welldeserved,welldeserved,0,1,0,2,1,
londonwithdrawal,londonwithdrawal,0,1,0,0,6672,
healthyselfie,healthyselfie,3.524e-06,3,0,0,6673,
endcancer,endcancer,2.349e-06,2,0,2,1,
ReleaseTheSentinelRadio,ReleaseTheSentinelRadio,2.349e-06,2,0,0,6674,
CrunchLouder,CrunchLouder,2.349e-06,2,0,0,6675,
WiscoPride,WiscoPride,0,1,0,0,6676,
twitteraudit,twitteraudit,2.349e-06,2,0,0,6677,
NFLDukes,NFLDukes,2.349e-06,2,0,0,6678,
TMNT,TMNT,0,1,0,0,6679,
omegapsiphi,omegapsiphi,2.349e-06,2,0,2,1,
TexasConnectsUs,TexasConnectsUs,4.699e-06,4,0,8,1,
prophet,prophet,2.349e-06,2,0,0,6680,
ManRun,ManRun,0,1,0,1,1,
RayLewis,RayLewis,3.524e-06,3,0,8,1,
BrianUrlacher,BrianUrlacher,2.349e-06,2,0,6,1,
terrellOwens,terrellOwens,4.699e-06,4,0,12,1,
randymoss,randymoss,2.349e-06,2,0,6,1,
Chargers,Chargers,2.349e-06,2,0,0,6681,
millliondollarpledge,millliondollarpledge,2.349e-06,2,0,2,6682,
10for10,10for10,4.699e-06,4,0,8,6682,
TheTwoBills,TheTwoBills,2.349e-06,2,0,2,6683,
30For30,30For30,2.349e-06,2,0,2,6683,
TheLastDaysOfKnight,TheLastDaysOfKnight,2.349e-06,2,0,0,6684,
RadioRow,RadioRow,2.349e-06,2,0,4,1,
Smart,Smart,0,1,0,0,6685,
GunsUp,GunsUp,0,1,0,0,6686,
wave,wave,2.349e-06,2,0,0,6687,
HD39,HD39,4.699e-06,4,0,12,1,
HD129,HD129,4.699e-06,4,0,12,1,
ReachHigher,ReachHigher,4.699e-06,4,0,2,6688,
BelowDeck,BelowDeck,0,1,0,1,5953,
HestheBoss,HestheBoss,0,1,0,0,6689,
ReleaseTheMenu,ReleaseTheMenu,0,1,0,0,6690,
kissgate,kissgate,0,1,0,1,1,
FCCJokes,FCCJokes,0,1,0,0,6691,
DalaiLama,DalaiLama,2.349e-06,2,0,2,1,
Hanoi,Hanoi,2.349e-06,2,0,14,1,
Thammakaset,Thammakaset,2.349e-06,2,0,12,1,
defamation,defamation,2.349e-06,2,0,12,1,
Betagro,Betagro,2.349e-06,2,0,12,1,
SBLI,SBLI,2.349e-06,2,0,0,6692,
fixthecliff,fixthecliff,0,1,0,2,1,
communityhealthcenters,communityhealthcenters,3.524e-06,3,0,2,1,
braggingrights,braggingrights,0,1,0,2,1,
ForgottenVoices,ForgottenVoices,0,1,0,0,6693,
NTebi,NTebi,0,1,0,0,6694,
TomRobbins,TomRobbins,0,1,0,1,1,
coldday,coldday,0,1,0,1,6695,
hotsoup,hotsoup,0,1,0,1,6695,
calories,calories,0,1,0,0,6696,
Moebes,Moebes,3.524e-06,3,0,0,6697,
phillygirl,phillygirl,0,1,0,1,1,
yukyukyuk,yukyukyuk,0,1,0,0,6698,
RaiseTheSail,RaiseTheSail,2.349e-06,2,0,0,6699,
Apollo14,Apollo14,2.349e-06,2,0,2,3374,
brownies,brownies,0,1,0,2,1,
FourChaplainsDay,FourChaplainsDay,7.048e-06,6,0,10,1,
ChaplainsHill,ChaplainsHill,2.349e-06,2,0,8,1,
HonorRememberExplore,HonorRememberExplore,2.349e-06,2,0,8,1,
30YearsInTheMorning,30YearsInTheMorning,2.349e-06,2,0,2,6700,
HappyAnniversary,HappyAnniversary,2.349e-06,2,0,2,6700,
triathlon,triathlon,2.349e-06,2,0,0,6701,
StateofthePlate,StateofthePlate,2.349e-06,2,0,2,1,
honeybees,honeybees,2.349e-06,2,0,4,1,
SB462,SB462,2.349e-06,2,0,0,6702,
TwoSidesSameCoin,TwoSidesSameCoin,2.349e-06,2,0,0,6703,
RedactedTonight,RedactedTonight,2.349e-06,2,0,0,6704,
Palantir,Palantir,2.349e-06,2,0,2,1,
HumanUber,HumanUber,0,1,0,0,6705,
ladyspreading,ladyspreading,0,1,0,0,6706,
likeagirl,likeagirl,0,1,0,0,6707,
THISisCirca,THISisCirca,2.349e-06,2,0,2,1,
fFyEaglesFly,fFyEaglesFly,3.524e-06,3,0,3,1,
12thman,12thman,0,1,0,1,1,
sadBrady,sadBrady,0,1,0,0,6708,
babycamera,babycamera,0,1,0,0,6709,
winterhiking,winterhiking,0,1,0,1,6710,
frozenriver,frozenriver,0,1,0,1,6710,
MowgliStrong,MowgliStrong,0,1,0,0,6711,
GoNats,GoNats,2.349e-06,2,0,2,1,
wintrymix2018,wintrymix2018,0,1,0,1,1,
COC,COC,2.349e-06,2,0,1,6712,
FOX45,FOX45,4.699e-06,4,0,1,6712,
SportsUnlimited,SportsUnlimited,0,1,0,3,1,
HOF,HOF,3.524e-06,3,0,2,1,
SU,SU,0,1,0,2,1,
GoRedMD,GoRedMD,3.524e-06,3,0,5,1,
heartmaryland,heartmaryland,0,1,0,1,1,
YoungVotersForum,YoungVotersForum,0,1,0,1,6713,
GoucherCollege,GoucherCollege,0,1,0,1,6713,
backchannel,backchannel,2.349e-06,2,0,0,6714,
BreakFastClub,BreakFastClub,2.349e-06,2,0,0,6715,
Bariloche,Bariloche,2.349e-06,2,0,2,1,
TillersonLATam,TillersonLATam,8.223e-06,7,0,8,1,
Lifescience,Lifescience,2.349e-06,2,0,10,1,
chaebol,chaebol,2.349e-06,2,0,2,1,
ROIinfluencers,ROIinfluencers,2.349e-06,2,0,4,1,
pooler,pooler,0,1,0,0,6716,
Shaefer,Shaefer,0,1,0,0,6717,
bringthenoise,bringthenoise,2.349e-06,2,0,0,6718,
Sirius,Sirius,2.349e-06,2,0,0,6719,
LGBTPride2018,LGBTPride2018,2.349e-06,2,0,6,1,
Sec377,Sec377,2.349e-06,2,0,6,1,
QuitIndia,QuitIndia,2.349e-06,2,0,6,1,
6Feb,6Feb,0,1,0,2,1,
1Feb,1Feb,0,1,0,1,1,
longform,longform,0,1,0,1,1,
NationalTexasDay,NationalTexasDay,0,1,0,1,6720,
TexasForever,TexasForever,0,1,0,1,6720,
USSenate,USSenate,2.349e-06,2,0,0,6721,
FISAMemoRelease,FISAMemoRelease,2.349e-06,2,0,0,6722,
extrafortheEagles,extrafortheEagles,0,1,0,1,1,
AdMeter,AdMeter,9.397e-06,8,0,4,1,
tsunami,tsunami,3.524e-06,3,0,1,6723,
Maya,Maya,0,1,0,1,1,
NinaSimone,NinaSimone,2.349e-06,2,0,4,1,
Defectors,Defectors,0,1,0,1,1,
InternationalDayofZeroTolerance,InternationalDayofZeroTolerance,0,1,0,1,1,
Russiapresidentialelectionweirdness,Russiapresidentialelectionweirdness,0,1,0,0,6724,
Prevezon,Prevezon,2.349e-06,2,0,0,6725,
dizinformatsia,dizinformatsia,0,1,0,1,6726,
GerasimovDoctrine,GerasimovDoctrine,0,1,0,1,6726,
births,births,2.349e-06,2,0,0,6727,
G5,G5,0,1,0,7,1,
Mauritanie,Mauritanie,0,1,0,7,1,
Tshibangu,Tshibangu,0,1,0,1,1,
Gossi,Gossi,0,1,0,2,1,
Kouakourou,Kouakourou,0,1,0,2,1,
Mopti,Mopti,0,1,0,2,1,
CAF,CAF,0,1,0,1,1,
vaccination,vaccination,2.349e-06,2,0,4,1,
вакцинадіє,вакцинадіє,2.349e-06,2,0,4,1,
grammys2018,grammys2018,3.524e-06,3,0,3,1,
DisinfoReview,DisinfoReview,2.349e-06,2,0,0,6728,
Saipan,Saipan,0,1,0,1,6729,
NorthernMarianas,NorthernMarianas,0,1,0,1,6729,
basharassad,basharassad,0,1,0,3,1,
Polish,Polish,0,1,0,1,1,
fourthquarter,fourthquarter,2.349e-06,2,0,0,6730,
علی_عسگری,علی_عسگری,2.349e-06,2,0,2,6731,
صداوسیما,صداوسیما,2.349e-06,2,0,2,6731,
TheWilsonCenter,TheWilsonCenter,0,1,0,1,1,
KimJongUnset,KimJongUnset,0,1,0,4,1,
InternationalDayofZeroToleranceforFGM,InternationalDayofZeroToleranceforFGM,0,1,0,0,6732,
NorthNorea,NorthNorea,0,1,0,2,1,
TonyKim,TonyKim,0,1,0,2,1,
USA3,USA3,2.349e-06,2,0,2,1,
LeonPanetta,LeonPanetta,0,1,0,2,1,
HappySaturday,HappySaturday,0,1,0,0,6733,
Swizterland,Swizterland,0,1,0,0,6734,
Badakhshan,Badakhshan,2.349e-06,2,0,7,1,
VBIEDs,VBIEDs,0,1,0,3,1,
Tajikistan,Tajikistan,3.524e-06,3,0,4,1,
Stratofotress,Stratofotress,0,1,0,2,1,
electronicwarfare,electronicwarfare,0,1,0,1,1,
Shia,Shia,0,1,0,2,1,
Obiang,Obiang,2.349e-06,2,0,2,6735,
coup,coup,2.349e-06,2,0,2,6735,
Dakar,Dakar,2.349e-06,2,0,8,1,
KhalifaSall,KhalifaSall,2.349e-06,2,0,8,1,
Sall,Sall,2.349e-06,2,0,8,1,
MackySall,MackySall,2.349e-06,2,0,8,1,
BestofDavos,BestofDavos,2.349e-06,2,0,2,1,
Titusville,Titusville,2.349e-06,2,0,3,1,
KennedySpaceCenter,KennedySpaceCenter,0,1,0,1,1,
SaintSimon,SaintSimon,5.873e-06,5,0,0,6736,
Heismanpose,Heismanpose,0,1,0,6,1,
prompose,prompose,0,1,0,1,1,
VOAMandarinFive,VOAMandarinFive,2.349e-06,2,0,6,2716,
GuoWengui,GuoWengui,2.349e-06,2,0,6,2716,
Independence,Independence,0,1,0,4,1,
PaulAltidor,PaulAltidor,0,1,0,3,1,
DavidGreene,DavidGreene,0,1,0,5,1,
MidnightInSiberia,MidnightInSiberia,0,1,0,5,1,
MorningAddition,MorningAddition,0,1,0,5,1,
tribe,tribe,2.349e-06,2,0,2,1,
tickets,tickets,0,1,0,3,1,
ticketprices,ticketprices,0,1,0,3,1,
DisabilityVote,DisabilityVote,0,1,0,2,1609,
RevUp,RevUp,0,1,0,2,1609,
MINUSCA,MINUSCA,2.349e-06,2,0,4,1,
NoDaysOff,NoDaysOff,0,1,0,1,6737,
NoNightshades,NoNightshades,0,1,0,1,6737,
OscarPerez,OscarPerez,2.349e-06,2,0,2,1,
arcuscloud,arcuscloud,3.524e-06,3,0,12,1,
TylerMeurlin,TylerMeurlin,3.524e-06,3,0,12,1,
Améxica,Améxica,2.349e-06,2,0,2,6738,
BorderPoll,BorderPoll,2.349e-06,2,0,2,6738,
ahorro,ahorro,2.349e-06,2,0,0,6739,
ÓscarPérez,ÓscarPérez,0,1,0,0,6740,
constitution,constitution,2.349e-06,2,0,6,1,
EdiciónNocturna,EdiciónNocturna,2.349e-06,2,0,0,6741,
Alpensia,Alpensia,0,1,0,2,1,
branding,branding,0,1,0,5,1,
logos,logos,0,1,0,5,1,
LufthansaBlue,LufthansaBlue,2.349e-06,2,0,8,1,
lockdown,lockdown,2.349e-06,2,0,2,1,
Valentinesblossoms,Valentinesblossoms,0,1,0,0,6742,
blackice,blackice,2.349e-06,2,0,4,1,
GoodNightNewEngland,GoodNightNewEngland,0,1,0,2,1,
UnderdogsNoMore,UnderdogsNoMore,0,1,0,1,1,
EaglesSuperBowlChamps,EaglesSuperBowlChamps,0,1,0,1,1,
admittedEaglesfan,admittedEaglesfan,0,1,0,1,1,
wings,wings,3.524e-06,3,0,5,1,
veggies,veggies,0,1,0,2,1,
cycling,cycling,0,1,0,1,1,
frozenfebruary,frozenfebruary,2.349e-06,2,0,4,1,
carsickle,carsickle,0,1,0,2,1,
brrrr,brrrr,0,1,0,2,1,
panhandling,panhandling,0,1,0,1,1,
closings,closings,0,1,0,2,1,
whitestuff,whitestuff,0,1,0,2,1,
amtrack,amtrack,0,1,0,2,1,
Aldie,Aldie,4.699e-06,4,0,6,1,
countrymusic,countrymusic,3.524e-06,3,0,8,1,
bluegrass,bluegrass,0,1,0,3,1,
documentaryvideo,documentaryvideo,0,1,0,3,1,
ParkdaleHS,ParkdaleHS,0,1,0,1,5763,
sunscreen,sunscreen,4.699e-06,4,0,0,6743,
usesunscreen,usesunscreen,0,1,0,0,6744,
LombardiTrophy,LombardiTrophy,0,1,0,0,6745,
ActionNewsVan,ActionNewsVan,2.349e-06,2,0,10,1,
vanselfie,vanselfie,2.349e-06,2,0,10,1,
gophilly,gophilly,2.349e-06,2,0,10,1,
godilovemycity,godilovemycity,2.349e-06,2,0,10,1,
DougPederson,DougPederson,2.349e-06,2,0,10,1,
Selfless,Selfless,2.349e-06,2,0,0,6746,
EagleReady,EagleReady,2.349e-06,2,0,2,1,
heartattacks,heartattacks,2.349e-06,2,0,4,1,
strokes,strokes,2.349e-06,2,0,4,1,
JACC,JACC,4.699e-06,4,0,6,1,
Budweiser,Budweiser,0,1,0,1,1,
milwaukeesbest,milwaukeesbest,0,1,0,0,6747,
cager,cager,0,1,0,0,6748,
Livepic,Livepic,0,1,0,1,1,
Nixon,Nixon,0,1,0,0,6749,
wardrobemalfunction,wardrobemalfunction,0,1,0,1,1,
abovetheclouds,abovetheclouds,3.524e-06,3,0,21,1,
daredevil,daredevil,0,1,0,1,1,
TeamCoverage,TeamCoverage,2.349e-06,2,0,6,1,
DataEthicsOath,DataEthicsOath,0,1,0,1,6750,
D4GX,D4GX,0,1,0,1,6750,
escape,escape,2.349e-06,2,0,4,1,
barrelaged,barrelaged,2.349e-06,2,0,4,1,
amazingwin,amazingwin,0,1,0,0,6751,
SuperSunday,SuperSunday,0,1,0,1,1,
TheyAreComingForUs,TheyAreComingForUs,0,1,0,0,6752,
everythingeverything,everythingeverything,0,1,0,0,6753,
threemonths,threemonths,0,1,0,6,1,
mybaby,mybaby,0,1,0,6,1,
myheart,myheart,0,1,0,6,1,
monthbymonth,monthbymonth,0,1,0,6,1,
THEselfie,THEselfie,0,1,0,4,1,
whattttttttt,whattttttttt,0,1,0,4,1,
TwinCities,TwinCities,0,1,0,6,1,
JTSuperbowl,JTSuperbowl,0,1,0,6,1,
ref,ref,0,1,0,1,1,
whoitgonnabe,whoitgonnabe,0,1,0,7,1,
Superbowlparty,Superbowlparty,2.349e-06,2,0,10,1,
superfans,superfans,0,1,0,5,1,
letsparty,letsparty,0,1,0,5,1,
sixmoreweeks,sixmoreweeks,0,1,0,3,1,
HappyFebruary,HappyFebruary,0,1,0,3,6754,
sweeties,sweeties,0,1,0,3,6754,
mythreeloves,mythreeloves,0,1,0,3,6754,
heartfull,heartfull,0,1,0,3,6754,
wipersonheadlightson,wipersonheadlightson,0,1,0,1,6629,
drivesoberorgetpulledover,drivesoberorgetpulledover,2.349e-06,2,0,6,1,
towardzerodeaths,towardzerodeaths,2.349e-06,2,0,6,1,
potholes,potholes,4.699e-06,4,0,4,1,
WizRaptors,WizRaptors,2.349e-06,2,0,0,6755,
Burst,Burst,0,1,0,0,6756,
InOzziewetrust,InOzziewetrust,0,1,0,0,6757,
