madwestt,104243298
ElaineChao,105267762
JasonMillerinDC,1084375028
OMGrisham,1129061124
StephenBannon,114547606
RealBenCarson,1180379185
brett_mcgurk,1320656142
TomBossert,1399966783
Carl_C_Icahn,1534167900
MOhlhausenFTC,1543428866
OMAROSA,16799621
AndyPuzder,17494466
GovernorPerry,18906561
RyanZinke,1906282568
Reince,20733972
seanspicer,20776147
SenDanCoats,212262370
mike_pence,22203756
RepMickMulvaney,240385577
GenFlynn,240454812
SebGorka,2417586104
RepMikePompeo,244268646
Scaramucci,24578794
DepSecDefWork,2480087918
RajShah84,249706317
realDonaldTrump,25073877
jennifersks,2600542200
HeatherAnWilson,262019800
woodyjohnson4,27065876
RepRyanZinke,2953494478
jaredkushner,29547260
KMWalsh_GOP,3001538578
DavidShulkin1,3370741077
nikkihaley,37666984
SeanCairncross,376891023
ScottGottliebMD,40156330
JessicaDitto,420534652
KellyannePolls,471672239
KeithSchiller45,4764686473
SenatorSessions,47975734
tony4ny,54671747
SarahHuckabee,5509762
AjitPaiFCC,575658149
sonnydays2003,579312960
BetsyDeVos,599530439
DanScavino,620571475
LWalters,65214088
Linda_McMahon,65522706
GenMattisKCHS16,722772959493025793
BorisEP,76543481
RudyGiuliani,770781940341288960
USBPChief,790928380845776896
OfficialWLRoss,798957504822706183
stevenmnuchin1,799764016885329921
RexTillerson2,808208092018176000
AGMikeHunter,80911302
POTUS,822215679726100480
haferre45,824225680942661632
SecPriceMD,829782369670410240
TerryBranstad,84406725
RichardGrenell,90480218
JasonDovEsq,93904429
jeffsessions,986781648
