SenDuckworth,1058520120
SenatorHeitkamp,1061029050
ChuckGrassley,10615232
SenAngusKing,1068481578
SenatorFischer,1071402577
SenTedCruz,1074480192
SenatorBaldwin,1074518754
SenatorCardin,109071031
SenatorShaheen,109287731
SenatorRisch,1096059529
MartinHeinrich,1099199839
SteveDaines,11651202
SenatorCantwell,117501995
SenBrianSchatz,1262099252
SenKaineOffice,1267940407
JohnCornyn,13218102
GrahamBlog,14845376
lutherstrange,15141113
ChrisCoons,15324851
JeffFlake,16056306
SenBobCasey,171598736
SenFranken,171968009
SenSchumer,17494010
lisamurkowski,18061669
ChrisVanHollen,18137749
JerryMoran,18632666
SenatorMenendez,18695134
senrobportman,18915145
SenCapito,193794406
SenJohnMcCain,19394188
SenatorCollins,19726613
SenJohnBarrasso,202206694
InhofePress,20546536
SenBillNelson,20597460
SenShelby,21111098
SenatorBurr,21157904
RoyBlunt,21269970
SenMarkey,21406834
SenDonnelly,216503958
SenBookerOffice,2167097881
RandPaul,216881337
SenatorTimScott,217543151
SenToomey,221162525
SenBennetCO,224285242
SenatorLankford,225921757
SenRubioPress,229966028
SenRonJohnson,233737858
SenToddYoung,234128524
Sen_JoeManchin,234374703
SenCoryGardner,235217558
SenGaryPeters,236511574
SenWhitehouse,242555999
SenatorLeahy,242836537
SenatorDurbin,247334603
SenatorCarper,249787913
RonWyden,250188760
senorrinhatch,262756641
SenatorWicker,264219447
SenDeanHeller,266133081
SenBlumenthal,278124059
SenMurphyOffice,2853793517
SenJoniErnst,2856787757
sendavidperdue,2863210809
SenDanSullivan,2891210047
SenatorEnzi,291756142
SenJeffMerkley,29201047
PattyMurray,293131808
SenSanders,29442313
SenatorRounds,2955485182
SenSasse,2962923040
SenJohnThune,296361085
SenThomTillis,2964174789
KamalaHarris,30354991
amyklobuchar,33537967
McConnellPress,339822881
SenJohnHoeven,382791093
SenSherrodBrown,43910797
SenFeinstein,476256944
SenJackReed,486694111
SenatorTester,515822213
SenThadCochran,555474658
JohnBoozman,5558312
BillCassidy,55677432
McCaskillOffice,57065141
MikeCrapo,600463589
SenatorTomUdall,60828944
SenGillibrand,72198806
SenBobCorker,73303753
MarkWarner,7429102
SenPatRoberts,75364211
SenStabenow,76456274
SenAlexander,76649729
SenatorIsakson,78403308
SenCortezMasto,811313565760163844
SenJohnKennedy,816683274076614656
SenMikeLee,88784440
maziehirono,92186819
SenatorHassan,946549322
SenTomCotton,968650362
SenWarren,970207298
