HouseCommerce,114756202
USArmy,8775672
USMC,10126672
USChamber,85606078
GOPoversight,22508473
HouseJudiciary,1131917492
FinancialCmte,42924141
HouseGOP,15207668
WaysandMeansGOP,12788332
HouseScience,23103488
ODNIgov,56838279
HouseVetAffairs,282093902
DCPoliceDept,285198536
NSAGov,2248872301
RulesReps,78369108
Transport,35829796
SenateDems,73238146
DARPA,54645160
AtlantaFed,30857540
NatResources,41445718
OfficialCBC,233783568
HouseAppropsGOP,301549400
HouseDemocrats,43963249
HouseAgNews,234573331
CJTFOIR,2876420003
US_Stratcom,81155662
HouseForeign,75367781
SenateBanking,104324860
sffed,117237387
HouseHomeland,239964567
stlouisfed,71567590
SenateApprops,352534407
SenateCommerce,386092483
EdWorkforce,16424044
OversightDems,31122582
HASCRepublicans,20192403
HouseBenghazi,2786564756
ClevelandFed,28145010
uscoastguard,17409240
SCOTUSnom,708072909114318848
DallasFed,143477156
ArlingtonNatl,102455692
JBA_NAFW,119003138
USDS,2983206962
BOEM_DOI,1686014994
PacificCommand,24112747
philadelphiafed,46393249
USDOTFRA,556051103
usfwshq,3361421566
RichmondFed,16532451
senjudiciary,704320143824953344
BostonFed,20078032
